CILUBA,French,English,Afrikaans,Zulu,Score,Sentiment,Nature,English_Translation,Afrikaans_Translation
Manyi,Huile,oil,Olie,Amafutha,5.0,Positif,Mot,Oil,Olie
Mapuapua,Aile,wing,Vlerk,Uphiko,6.0,Positif,Mot,Wing,Vlerk
Marbre,Marbre,marble,Marmer,Imabula,7.0,Positif,Mot,Marble,Marmer
Masandi,Débauche,debauchery,Losbandigheid,Ukwehlisa isithunzi,-8.0,Negatif,Mot,Debauchery,Losbandigheid
Masangu,Carrefour,crossroads,Kruispad,I-Carrefour,0.0,Neutre,Mot,Crossroads,Kruispad
Mashi,Sang,blood,Bloed,Igazi,-6.0,Negatif,Mot,Blood,Bloed
Mashika,Froid,cold,Koue,Amakhaza,-4.0,Negatif,Mot,Cold,Koud
Mashinde,Pâture,pasture,Weiland,Idlelo,5.0,Positif,Mot,Pasture,Weiding
Matambe,Infiniment plus,,Oneindig meer,Okwengeziwe kakhulu,8.0,Positif,Mot,Infinitely more,Oneindig meer
Matandu,Querelle,quarrel,Rusie,I-quarrel,-7.0,Negatif,Mot,Quarrel,Rusie
Mateketa, Infirmité,infirmity,Swakheid,Ukukhubazeka,-6.0,Negatif,Mot, Infirmity, Swakheid
"Matshika, luseke",Territoire,territory,Gebied,Insimu,4.0,Positif,Mot,Territory,Gebied
Matshuwa,,,,,0.0,Neutre,Mot,,nan
Matuku (masomba),Séjour,stay,Bly,Ukuhlala,5.0,Positif,Mot,Stay,Bly
Matuku alualua,Avenir,future,Toekoms,Ikusasa,8.0,Positif,Mot,Future,Toekoms
Matumba anayi a bule bua muomumue,Carré,square,Vierkant,Isikwele,0.0,Neutre,Mot,Square,Vierkant
Mavuala,Vague,wave,Golf,Igagasi,4.0,Positif,Mot,Wave,Golf
Mayi,Eau,water,Water,Amanzi,6.0,Positif,Mot,Water,Water
Mayi adi ne muenji,Torrent,torrent,Streel,I-Torrent,4.0,Positif,Mot,Torrent,Torrent
"Mayi manene a
talata",Mer de verre,,See van Glas,ULwandle Lwengilazi,7.0,Positif,Mot,Sea of Glass,See van Glas
Mayisha a kumudilu,Rudiment,rudiment,Rudiment,I-rudiment,0.0,Neutre,Mot,Rudiment,Rudiment
"Mayisha a kumudilu,
bintu bidi bimueneka bia pa buloba",Élément,element,Element,Intwana,5.0,Positif,Mot,Element,Element
Mbila,Cri,cry,Huil,I-CRI,-5.0,Negatif,Mot,Cry,Huil
Mbombo itanu,Cinquante mille,,Vyftigduisend,Izinkulungwane ezingamashumi amahlanu,0.0,Neutre,Nombre,Fifty thousand,Vyftigduisend
"Mbombo ne
mbombo",Millier,thousand,Duisend,Izinkulungwane,0.0,Neutre,Nombre,Thousand,Duisend
Mbuji,Chèvre,goat,Bok,Imbuzi,3.0,Neutre,Mot,Goat,Bok
Mbuji (mbumbu),Bouc,goat,Bok,Imbuzi,0.0,Neutre,Mot,Goat,Bok
Mene mene,Absolument,absolutely,Absoluut,Nakanjani,8.0,Positif,Mot,Absolutely,Absoluut
Menji, Intention,intention,Bedoeling,Inhloso,6.0,Positif,Mot, Intention, Voorneme
Menji (a),Intellectuel,intellectual,Intellektueel,Ubuhlakani,9.0,Positif,Mot,Intellectual,Intellektueel
Menji (dipangadija),Conseil,advice,Advies,Ukubonisana,8.0,Positif,Mot,Advice,Advies
Menji a Nzambi,Pieux,pious,Vroom,Izinqwaba,9.0,Positif,Mot,Pious,Vroom
"Mesa, mensa",Table,table,Tafel,Itafula,6.0,Positif,Mot,Table,Tabel
Meshi (a biuma bia pa buloba),Souci,worry,Besorgdheid,Ukukhathazeka,-6.0,Negatif,Mot,Worry,Bekommernis
Meyi a diyisha,Discours,speech,Spraak,Inkulumo,7.0,Positif,Mot,Speech,Spraak
Meyi a mikenji,Exigence,requirement,Eis,Isidingo,5.0,Positif,Mot,Requirement,Vereiste
Meyi a Nzambi,Oracle,oracle,Orakel,I-Oracle,8.0,Positif,Mot,Oracle,Orakel
Meyi a Tshiprofete,Prophétie,prophecy,Profesie,Isiprofetho,9.0,Positif,Mot,Prophecy,Profesie
Mianda,Récit,narrative,Storie,Ukulandisa,6.0,Positif,Mot,Narrative,Verhaal
Mibi (nyuma),Malin,clever,Slim,Okuhlakaniphile,-7.0,Negatif,Mot,Clever,Slim
Mibuabua,Renard,fox,Vos,Impungushe,-6.0,Negatif,Mot,Fox,Vos
Midima,Obscur,obscure,Donker,Okumnyama,-5.0,Negatif,Mot,Obscure,Obskuur
Miepu,Épi,ear,Oor,Epi,5.0,Positif,Mot,Ear,Oor
Mifundu,Inscription,registration,Inskripsie,Ukubhalisa,6.0,Positif,Mot,Registration,Registrasie
Mikalu,Borne,terminal,Grens,I-Terminal,4.0,Positif,Mot,Terminal,Terminaal
Mikemu,Soupir,sigh,Sug,Sigh,-5.0,Negatif,Mot,Sigh,Sug
Mikenji,Loi,law,Wet,Umthetho,7.0,Positif,Mot,Law,Reg
Mikete,Artifice,artifice,Kunsmatige,Ubuciko,-6.0,Negatif,Mot,Artifice,Kunsmatige
Mikumu,Coup,cut,Slag,Unhlangothi,-4.0,Negatif,Mot,Cut,Sny
"Mimpe, buimpe, tshimpe…",Bon,Good,Goed,Kuhle,8.0,Positif,Mot,Good,Goed
Minda,Luminaire,light fixture,Lig,Ukukhanyisa,7.0,Positif,Mot,Lighting,Beligting
Mineku,Plaisanterie,joke,Grap,Amahlaya,5.0,Positif,Mot,Joke,Grap
Mionshi,Courroie,belt,Gordel,Ibhande,0.0,Neutre,Mot,Belt,Gordel
Miosa,Laine,wool,Wol,Uvolo,4.0,Positif,Mot,Wool,Wol
Mioyo kulu,Suspen,suspended,Skorsing,Imisiwe okwesikhashana,-3.0,Negatif,Mot,Suspense,Spanning
Mipote,Perpétuité,perpetuity,Ewigdurend,Ukuhlala unomphela,8.0,Positif,Mot,Perpetuity,Ewigdurigheid
Misambu,Psaume,psalm,Psalm,Ihubo,9.0,Positif,Mot,Psalm,Psalm
Misangu inayi,Quadruple,quadruple,Viervoudig,Okuphindwe kane,0.0,Neutre,Mot,Quadruple,Viervoudig
Misangu lukama,Centuple,hundredfold,Honderdvoudig,Ukuphindwe kayikhulu,6.0,Positif,Mot,Hundredfold,Honderdvoudig
Misangu ne misangu,Souvent,often,Dikwels,Ngokuvamile,5.0,Positif,Mot,Often,Dikwels
Misangu ya bungi,Fréquent,frequent,Gereelde,Okuvamile,6.0,Positif,Mot,Frequent,Gereelde
Misangu yonso,Cesse,stops,Staak Op,Yeka,7.0,Positif,Mot,Cease,Hou op
Misesu,Rue,Street,Straat,Umgwaqo:,0.0,Neutre,Mot,Street,Straat
Mishiku,Lèvre,lip,Lip,I-Lip,4.0,Positif,Mot,Lip,Lip
Mishindu mivulangane,Diversité,diversity,Diversiteit,Ukwehlukahlukana,6.0,Positif,Mot,Diversity,Diversiteit
Mishindu ne mishindu,Divers,miscellaneous,Diverse,Ama-miscell,5.0,Positif,Mot,Miscellaneous,Diverse
"Misumba, mbombo",Myriade,myriad,Miriade,I-Myriad,7.0,Positif,Mot,Myriad,Myriad
Mitambe bungi,Surabondamment,superabundantly,Oorvloedig,Okuningi kakhulu,8.0,Positif,Mot,Superabundantly,Oorvloedig
Mitendekenu,Intercession,intercession,Voorbidding,Ukunxusa,9.0,Positif,Mot,Intercession,Voorbidding
Mitshipu,Imprécations ,imprecations,Vloeke,Ukuphazamiseka,-8.0,Negatif,Mot,Imprecations ,Imprekasies 
Momumue,Pareil,The same,Dieselfde,Okufanayo,4.0,Positif,Mot,The same,Dieselfde
Monji munene,Cep,vine,Wingerdstok,Isikhashana,0.0,Neutre,Mot,Cep,Eekhoorn
Moyo,Salutation,greeting,Groet,Ukubingelela,8.0,Positif,Mot,Greeting,Groet
Mpala,Visage,face,Gesig,Ubuso,4.0,Positif,Mot,Face,Gesig
Mpala wa buatu,Proue,bow,Boeg,Ukuthoba,0.0,Neutre,Mot,Bow,Boog
Mpalata,Drachme,drachma,Drachma,I-Drachma,0.0,Neutre,Mot,Drachma,Drachma
Mpanganu,Assorti ,assorted,Geassorteerd,Kufanisiwe,-5.0,Negatif,Mot,Matching ,Ooreenstemming 
Mpata,"Dissension
",dissension,"Twis_x000D_
",Ukungavumelani,-4.0,Negatif,Mot,"Dissension
","Onenigheid
"
Mpata; kutantamena,Contredit,contradicted,Teenstrydigheid,Ukuphikisana,-6.0,Negatif,Verbe,Contradicted,Teenstrydig
Mpaya,Sac,bag,Sak,Isikhwama,0.0,Neutre,Mot,Bag,Sak
Mpidieu,Incessamment,shortly,Onophoudelik,Ngokungenakuqhathaniswa,7.0,Positif,Mot,Incessantly,Onophoudelik
Mpingu,Idole,idol,Afgod,Idol,-8.0,Negatif,Mot,Idol,Afgod
Mpokolo wa mayi,Réservoir d'eau,,Reservoir Water,Ithangi lamanzi,4.0,Positif,Mot,Water tank,Watertenk
Mpongo,Vallée,valley,Vallei,Isigodi,5.0,Positif,Mot,Valley,Vallei
Mpudi matshiu,Sourd,deaf,Doof,Isithulu,-6.0,Negatif,Mot,Deaf,Dowes
Mpukapuka,Aventure,adventure,Avontuur,Uhambo lokuzijabulisa,6.0,Positif,Mot,Adventure,Avontuur
Mpulushi,Sergent,sergeant,Sersant,USergeant,0.0,Neutre,Mot,Sergeant,Sersant
Mpunda,Ânesse,donkey,Donkie,I-Anesse,0.0,Neutre,Mot,Donkey,Donkie
"Mpunda (bua
mpunda)",Somme,sum,Som,Isamba,0.0,Neutre,Mot,Sum,Som
Mpungi,Trompette,trumpet,Trompet,Icilongo,6.0,Positif,Mot,Trumpet,Trompet
Mpungu,Péage,TOLL,Tol,Inombolo yenani,0.0,Neutre,Mot,TOLL,TOL
Mputa,Plaindre,complain,Klag,Khalaza,-7.0,Negatif,Verbe,Complain,Kla
Mputa wa lubangu,Gangrène,gangrene,Gangreen,I-Gangrene,-8.0,Negatif,Mot,Gangrene,Gangreen
"Mputa, mikumu",Blessure,injury,Wond,Ukulimala,-6.0,Negatif,Mot,Injury,Besering
Mputa,Ulcère,ulcer,Ulkus,Isilonda,-7.0,Negatif,Mot,Ulcer,Maagsweer
Mu bulelela,Certainement,certainly,Beslis,Ngokuqinisekile,8.0,Positif,Mot,Certainly,Sekerlik
Mu difuanagana,Conformité de,,Ooreenstemming van,Ukuhambisana ne-,8.0,Positif,Mot,Compliance of,Nakoming van
Mu dinyunguluka,Ronde ,round,Rond,Umjikelezo,5.0,Positif,Mot,Round ,Rond 
Mu kuenza (nunku),Entrefaites ,in the meantime,Intussen,Ama-entrefaites,4.0,Positif,Mot,Meanwhile ,Intussen 
Mu mayi,Large,wide,Wyd,Enkulu,6.0,Positif,Mot,Wide,Breed
Mu mushindu onso,Manière,manner,Manier,Indlela,5.0,Positif,Mot,Manner,Maniere
Mu musokoko,Secrètement,secretly,Geheim,Ngomshoshaphansi,7.0,Positif,Mot,Secretly,In die geheim
Mu nkatshi,Milieu,medium,Middel,Maphakathi,4.0,Positif,Mot,Medium,Medium
Mu Nyuma,Spirituellement,spiritually,Geestelik,Ngokomoya,9.0,Positif,Mot,Spiritually,Geestelik
Mu nzubu,Toit,roof,Dak,Uphahla,4.0,Positif,Mot,Roof,Dak
"Mu tshikondo, mu tshilejelu, bu",Titre,title,Titel,Isihloko:,6.0,Positif,Mot,Title,Titel
Mu tshikoso,Brièvement,briefly,Kortliks,Kafushane,7.0,Positif,Mot,Briefly,Kortliks
Mu tshilele,Traditionnellement,traditionally,Tradisioneel,Ngokwesiko,8.0,Positif,Mot,Traditionally,Tradisioneel
Muaba,Région,region,Streek,Indawo:,5.0,Positif,Mot,Region,Streek
Muaba mupengame,Écart,gap,Gap,Ukuhlukahluka,-4.0,Negatif,Mot,Gap,Gap
Muaba mutumbuke,Estrade,platform,Platform,Isiteji,4.0,Positif,Mot,Platform,Platform
Muaba wa bafue,Hadès,Hades,Hades,IHayidesi,-9.0,Negatif,Mot,Hades,Hades
Muaba wa kuala,Logement,accommodation,Woning,Indawo yokuhlala,5.0,Positif,Mot,Accommodation,Verblyf
Muaba wa mabue,Pavé,cobblestone,Keisteen,I-Pavé,0.0,Neutre,Mot,Paving stone,Plaveiselsteen
Muaba wetu (ditunga),Patrie,country,Tuisland,Izwe lobaba,8.0,Positif,Mot,Country,Land
Muabanyanganyi,Participant,participant,Deelnemer,Umhlanganyeli,6.0,Positif,Mot,Participant,Deelnemer
Muadi,Pleur,cry,Huil,Ukukhala,-6.0,Negatif,Mot,Crying,Huil
Muakane,Juste,just,Regverdige,Ilungile,9.0,Positif,Mot,Just,Net
Muakuidi,Sacrificateur,priest,Priester,Umhlatsheli,7.0,Positif,Mot,Sacrificer,Offerande
Muakuidi munene,Souverain sacrificateur,,Hoëpriester,UmPristi Ophakeme,9.0,Positif,Mot,High priest,Hoëpriester
Muakulu,Langage,language,Taal,Ulimi,6.0,Positif,Mot,Language,Taal
Muakulu (mukese),Dialecte,dialect,Dialek,Ulwimi lolimi,5.0,Positif,Mot,Dialect,Dialek
Muambi,Prédicateur,preacher,Prediker,Isibikezeli,8.0,Positif,Mot,Preacher,Prediker
Muambuluishangany,Associé,partner,Medewerker,Umlingani,7.0,Positif,Mot,Partner,Vennoot
Muan'abo mukashi,Sœur,sister,Suster,Udadewethu,8.0,Positif,Mot,Sister,Suster
Muana,"Enfant,
Petit","child, small","Kind,_x000D_
Klein","Ingane,
Encane",7.0,Positif,Mot,"Child, Little","Kind, Klein"
Muana bute,Premier-né,firstborn,Eersgeborene,Izibulo,8.0,Positif,Mot,Firstborn,Eersgeborene
Muana mukaji,Fille,girl,Dogter,Intombazane,7.0,Positif,Mot,Girl,Meisie
Muana mulume,Fils,son,Seun,Izintambo,8.0,Positif,Mot,Son,Seun
Muana wa dibutuka,Fils de perdition,,Seun van die Verdoemenis,Amadodana Okubhujiswa,-8.0,Negatif,Mot,Son of perdition,Seun van die verderf
Muana wa masandi,Bâtard,bastard,Basterd,Isiphithiphithi,-7.0,Negatif,Mot,Bastard,Basterd
Muana wa mu ngena,Fils de la géhenne,,Seun van Gehenna,Amadodana EGehena,-9.0,Negatif,Mot,Son of Gehenna,Seun van Gehenna
Muana wa mukoko,Agneau,lamb,Lam,IWundlu,9.0,Positif,Mot,Lamb,Lam
Muana wa munya,Fils de la lumière,,Seun van die Lig,Amadodana Okukhanya,9.0,Positif,Mot,Son of light,Seun van die lig
Muana wa ngombe mukaji,Génisse,heifer,Vers,Heifer,0.0,Neutre,Mot,Heifer,Vers
Muana wa Ngombe,Veau,calf,Kalf,Inkonyane,0.0,Neutre,Mot,Calf,Kalf
Muana wa nshiye,Orphelin,orphan,Weeskind,Intandane,-6.0,Negatif,Mot,Orphan,Weeskind
Muanda mukulu,Huit,eight,Agt,Isishiyagalombili,0.0,Neutre,Nombre,Eight,Agt
Muanda mutekete,Sept,seven,Sewe,Isikhombisa,0.0,Neutre,Nombre,Seven,Sewe
Muanetu,Frère,brother,Broer,Mfowethu,8.0,Positif,Mot,Brother,Broer
Muangatshi pamue,Coparticipant,co-participant,Mededeelnemer,Umhlanganyeli ongumhlanganyeli,7.0,Positif,Mot,Co-participant,Mede-deelnemer
Muanjelo,Ange,angel,Engel,Ingelosi,9.0,Positif,Mot,Angel,Engel
"Muanjelo mutambe
bakuabu",Archange,archangel,Aartsengel,Ingelosi enkulu,9.0,Positif,Mot,Archangel,Aartsengel
Muanzankongolo,Arc en ciel,,Reënboog,Uthingo,9.0,Positif,Mot,Rainbow,Reënboog
Muasambi,Consolateur,comforter,Trooster,Umduduzi,8.0,Positif,Mot,Comforter,Trooster
Mubaki,Époux,husband,Man,Umyeni,7.0,Positif,Mot,Husband,Man
Mubandi,Accusateur,accuser,Aanklaer,Ummangaleli,-7.0,Negatif,Mot,Accuser,Aanklaer
Mubandi wa pa kabalu,Cavalier,rider,Ruiter,I-Jumper,4.0,Positif,Mot,Rider,Ruiter
Mubanga,Ivoire,ivory,Ivoor,Ivory,6.0,Positif,Mot,Ivory,Ivoor
Mubangi wa malu mapia-mapia,Inventeur,inventor,Uitvinder,Umsunguli,7.0,Positif,Mot,Inventor,Uitvinder
Mubangila,Fiancé,fiance,Verloofde,I-Fiancé,8.0,Positif,Mot,Fiance,Verloofde
Mubangu,Frange,fringe,Knal,I-Fringe,0.0,Neutre,Mot,Fringe,Rand
Mubanji,Riche,rich,Ryk,Ecebile,8.0,Positif,Mot,Rich,Ryk
Mubengibue,Illicite,illicit,Onwettig,Okungekho emthethweni,-8.0,Negatif,Mot,Illicit,Onwettig
Mubi (muaku),Méchant,wicked,Slegte,I-villain,-7.0,Negatif,Mot,Wicked,Slegte
Mubi (Mufidi muleji),Méchant,wicked,Slegte,I-villain,-6.0,Negatif,Mot,Wicked,Slegte
Mubidi,Corps,body,Liggaam,Umzimba,0.0,Neutre,Mot,Body,Liggaam
Mubidi udi umueneka,Extérieur,outside,Eksterieur,Ingaphandle,0.0,Neutre,Mot,Outside,Buite
Mubikila,Convié,invited,Gas,I-Convié,7.0,Positif,Mot,Invited,Genooi
"Mubisha, Muvuijibue pa mutu pa mulu",Élevé,pupil,Hoog,Phezulu,8.0,Positif,Mot,Pupil,Leerling
Mubumbakane,Étroit,narrow,Smal,Okuncane,-4.0,Negatif,Mot,Narrow,Smal
Mubundabunda,Meurtrissure,bruise,Gekneus,I- Mourtrisseure,-7.0,Negatif,Mot,Bruise,Kneusing
Mubungame,Triste,sad,Hartseer,Kuyadabukisa,-6.0,Negatif,Mot,Sad,Hartseer
Mudianjidi,Précurseur,precursor,Voorloper,Isandulela,8.0,Positif,Mot,Precursor,Voorloper
Mudiba,Grenier,attic,Graanskuur,I-Attic,5.0,Positif,Mot,Attic,Solder
Mudiimu mukole,Faix,burden,Las,I-Faix,-5.0,Negatif,Mot,Faix,Faix
Mudimu,Administration,administration,Administrasie,Ukuphatha,7.0,Positif,Mot,Administration,Administrasie
Mudimu mukole,Labeur,labor,Arbeid,Umsebenzi,5.0,Positif,Mot,Labor,Arbeid
Mudimu wa bianza,Métier,job,Handel,Ibhizinisi,6.0,Positif,Mot,Job,Werk
Mudimuke,Prudent,careful,Versigtig,Ukuqapha,8.0,Positif,Mot,Careful,Versigtig
Mudingi,Imposteur,impostor,Bedrieër,Umkhohlisi,-8.0,Negatif,Mot,Impostor,Bedrieër
Mudishikamine,Libre,free,Vry,Mahhala,9.0,Positif,Mot,Free,Gratis
Mudishikamine (udi),Affranchi,freed,Vrygelaste,Iposi likhokhiwe,8.0,Positif,Mot,Freedman,Vryman
Mudisui,Orgueilleux,proud,Trots,Uyaziqhenya,-7.0,Negatif,Mot,Proud,Trots
Muele,Faucille,sickle,Sekel,Ukugula,0.0,Neutre,Mot,Sickle,Sekel
Muele (wa nvita),Épée,sword,Swaard,Inkemba,5.0,Positif,Mot,Sword,Swaard
Muena (tshisamba),Appartenir,belong,Behoort,Zizwe usekhaya,6.0,Positif,Verbe,Belong,Behoort
Muena ba demon,Démoniaque,demonic,Demonies,Okungamademoni,-9.0,Negatif,Mot,Demonic,Demoniese
Muena biakulakula,Discoureur,orator,Spraakspreker,I-Discoureur,-4.0,Negatif,Mot,Orator,Redenaar
Muena buatu,Matelot,sailor,Matroos,Itilosi,4.0,Positif,Mot,Sailor,Matroos
Muena bupidia,Désobéissant,disobedient,Ongehoorsaam,Abalaleli,-7.0,Negatif,Mot,Disobedient,Ongehoorsaam
Muena dibanza,Débiteur,debtor,Skuldaar,Umuntu okweletayo,-5.0,Negatif,Mot,Debtor,Skuldenaar
Muena dikenga,Misérable,miserable,Ellendig Veragter,Kuyadabukisa,-7.0,Negatif,Mot,Miserable,Ellendig
Muena dipetu,Contempteur,contemptuous,Leuenaar,Umdeleli,-6.0,Negatif,Mot,Scorner,Spotter
Muena dishima,Menteur,liar,Hebreeus,Umqambimanga,-7.0,Negatif,Mot,Liar,Leuenaar
Muena ebelu,Hébreu,Hebrew,Verlam,isi-Hebheru,4.0,Positif,Mot,Hebrew,Hebreeus
Muena kaneke,Paralytique,paralytic,Christen,Umuntu okhubazekile,-6.0,Negatif,Mot,Paralytic,Paralitiese
Muena kilisto,Chrétien,Christian,Verwantskap,UmKristu,8.0,Positif,Mot,Christian,Christen
Muena kuabu,Parenté,relationship,Leviet,Ubuhlobo,6.0,Positif,Mot,Relationship,Verhouding
Muena Lewi,Lévite,Levite,Wreed,UmLevi,5.0,Positif,Mot,Levite,Leviet
Muena lonji,Cruel,cruel,Huigelaar,Unonya,-8.0,Negatif,Mot,Cruel,Wreed
Muena lubombo,Hypocrite,hypocritical,Gevangene,Umzenzisi,-7.0,Negatif,Mot,Hypocritical,Skynheilig
Muena lukanu,Prisonnier,prisoner,Yweraar,Isiboshwa,-6.0,Negatif,Mot,Prisoner,Gevangene
Muena lukunukunu,Zélote,zealot,Wyse,U-Zealot,5.0,Positif,Mot,Zealot,Yweraar
Muena lungenyi,Sage,wise,Hoereeraar,Okuhlakaniphile,9.0,Positif,Mot,Wise,Wys
Muena masandi,Fornicateur,fornicator,Stryderig,Isifebe,-8.0,Negatif,Mot,Fornicator,Hoereerder
Muena matandu,Disputeur,argumentative,Onmatig,I-Dispenser,-6.0,Negatif,Mot,Disputer,Disputer
Muena mudi,Intempérance,intemperance,Dienskneg,Ukungabi Nesizotha,-7.0,Negatif,Mot,Intemperance,Onmatigheid
Muena mudimu,Domestique,domestic,Tuinier,Okwasekhaya,7.0,Positif,Mot,Domestic,Binnelands
Muena mudimu wa mu muaba aba,Jardinier,gardener,Eter,Unakekeli wengadi,5.0,Positif,Mot,Gardener,Tuinier
Muena mudio,Mangeur,eater,Towenaar,Umuntu odlayo,3.0,Neutre,Mot,Eater,Eter
Muena mupongo,Magicien,magician,Sagmoedig,Umlumbi,4.0,Positif,Mot,Magician,Towenaar
Muena mutshima mupuekele,Débonnaire,good-natured,Liberaal,I-Debonaire,7.0,Positif,Mot,Good-natured,Goedhartig
"Muena mutshima wa luse (bua
kukuatshisha)",Libéral,liberal,Metgesel,I-Liberal,8.0,Positif,Mot,Liberal,Liberaal
Muena nabu,Compagnon,companion,Melaatse,Umlingani,7.0,Positif,Mot,Companion,Metgesel
Muena Nsudi,Lépreux,leper,Inwoner,Uchoko,-6.0,Negatif,Mot,Leper,Melaatse
Muena pa muaba,Habitant,inhabitant,Stoïsyns,Ohlala abantu,5.0,Positif,Mot,Resident,Inwoner
Muena Stoiko,Stoïcien,Stoic,Afskuwelik,Isi-Stoic,6.0,Positif,Mot,Stoic,Stoïsynse
Muena tshinyangu,Abominable,abominable,Vergeetagtig,Okunyanyekayo,-8.0,Negatif,Mot,Abominable,Afskuwelik
"Muena
tshipuamuoyo",Oublieux,forgetful,Malkop,Ukukhohlwa,-5.0,Negatif,Mot,Forgetful,Vergeetagtig
Muena tshiseke,Lunatique,moody,Bejammerenswaardig,Okwase-Lunatic,-6.0,Negatif,Mot,Moody,Humeurig
Muena yenda,Pite,pite,Prostituut,I-Pite,-4.0,Negatif,Mot,Pite,Piet
Muendi wa masandi mukaji.,Prostituée,prostitute,Walg,Isifebe,-8.0,Negatif,Mot,Prostitute,Prostituut
Muengu (kupidia ne muengu),Dégoût,disgust,Maker,Ukunyanyeka,-7.0,Negatif,Mot,Disgust,Walging
Muenji,Faiseur,maker,Sondaar,Umenzi,6.0,Positif,Mot,Maker,Maker
Muenji wa bibi,Pécheur,fisherman,Weldoener,Umdobi,-8.0,Negatif,Mot,Fisherman,Visserman
Muenji wa bilengele,Bienfaiteur,benefactor,Boosdoener,Umhlomuli,9.0,Positif,Mot,Benefactor,Weldoener
Muenji wa malu mabi,Malfaiteur,criminal,Wetgewer,I- Malefactor,-8.0,Negatif,Mot,Criminal,Krimineel
Muenji wa mikenji,Législateur,legislator,Skoumaker,Isishayamthetho,8.0,Positif,Mot,Legislator,Wetgewer
Muenyi,Forain,fairground,Gasheer,I-Fairground,4.0,Positif,Mot,Fairground,Kermisterrein
"Muenyi, muena nzubu",Hôte,host,Outeur,Umbungazi,6.0,Positif,Mot,Host,Gasheer
Muenzeji,Auteur,author,Filosoof,Ukhetho,7.0,Positif,Mot,Author,Outeur
Mufalese,Philosophe,philosopher,Donker,Isazi sefilosofi,8.0,Positif,Mot,Philosopher,Filosoof
Mufike,Ténébreux,dark,Duisternis,Okumnyama,-6.0,Negatif,Mot,Dark,Donker
Mufitu,Obscurité,darkness,Blindheid,Ubumnyama,-8.0,Negatif,Mot,Darkness,Duisternis
Mufofo (muaku),Aveugle,blind,Blind,Impumputhe,-6.0,Negatif,Mot,Blind,Blind
Mufuanangane,Semblable,similar,Soortgelyk,Okufanayo,5.0,Positif,Mot,Similar,Soortgelyk
Mufuba,Os,bone,Been,OS:,0.0,Neutre,Mot,Bone,Been
Mufudi,Ride,wrinkled,Rimpel,Ukugibela,-4.0,Negatif,Mot,Wrinkled,Gekreukeld
Mufue,Mort,dead,Dood,Ukufa,-5.0,Negatif,Mot,Dead,Dood
"Mufuidianganyi wa
luse",Compatissant,compassionate,Medelydende,Unesihawu,8.0,Positif,Mot,Compassionate,Medelydend
Mufuki,Créateur,Creator,Skepper,Isidali:,9.0,Positif,Mot,Creator,Skepper
Mufumbi wa dima,Potier,potter,Pottebakker,Umbumbi,6.0,Positif,Mot,Potter,Potter
Mufundi,Scribe,scribe,Skrywer,Bhalisa,7.0,Positif,Mot,Scribe,Skrywer
Mufundu,Écriteau,sign,Teken,Umbhali,5.0,Positif,Mot,Sign,Teken
Mufutshi,Rémunérateur,remunerative,Belonende,I-Remunerator,8.0,Positif,Mot,Remunerative,Vergoedend
Muibaki,Architecte,architect,Argitek,Umakhi wezakhiwo,7.0,Positif,Mot,Architect,Argitek
Muibi,Voleur,thief,Dief,Isela,-8.0,Negatif,Mot,Thief,Dief
Muibidi,Second,second,Tweede,Okwesibili,5.0,Positif,Mot,Second,Tweede
Muidikiji,Imitateur,imitator,Nabootser,Umlingisi,6.0,Positif,Mot,Imitator,Nabootser
Muikale,Situé,located,Geleg,Itholakala,4.0,Positif,Mot,Located,Geleë
Muimbi wa misambu,Musicien,musician,Musikant,Umculi,7.0,Positif,Mot,Musician,Musikant
Muimitshisha,Enceinte ,pregnant,Spreker,Okhulelwe,0.0,Neutre,Mot,Pregnant ,Swanger 
Muimpe (oleve),Franc,franc,Frank,Iphoyisa,1.0,Positif,Mot,Franc,Frank
Muinda,Lampe,lamp,Lamp,Isibani,2.0,Positif,Mot,Lamp,Lamp
Muinshi mua makasa,Plante ,plant,Plant,Isitshalo,-2.0,Negatif,Mot,Plant ,Plant 
"Muinshi mua,
bukokeshi",Obligation,obligation,Verpligting,Isibopho,-3.0,Negatif,Mot,Obligation,Verpligting
Muisatu,Troisième,third,Derde,Okwesithathu,0.0,Neutre,Mot,Third,Derde
Mujadiki,Oculaire,ocular,Okulêr,I-Eyepiece,0.0,Neutre,Mot,Eyepiece,Oogstuk
Muji,Racine,root,Wortel,Impande,0.0,Neutre,Mot,Root,Wortel
Mujikiji,Consommateur,consumer,Verbruiker,Umthengi,0.0,Neutre,Mot,Consumer,Verbruiker
Mujinguludi,Interprète,interpreter,Uitvoerder,Umhumushi,2.0,Positif,Mot,Interpreter,Tolk
Mukaba,Ceinture,belt,Gord,Ibhande,0.0,Neutre,Mot,Belt,Gordel
Mukaji,Épouse,marry,Vrou,Unkosikazi,5.0,Positif,Mot,Marry,Trou
Mukaji (Nginabanza),Dame,lady,Dame,Owesifazane,4.0,Positif,Mot,Lady,Dame
Mukaji wa mu lufuila,Veuve,widow,Weduwee,Umfelokazi,-4.0,Negatif,Mot,Widow,Weduwee
Mukalu,Confins,borders,Grense,Ama-confins,1.0,Positif,Mot,Borders,Grense
Mukana,Bouche,mouth,Mond,Umlomo,0.0,Neutre,Mot,Mouth,Mond
Mukanda,Livre,book,Boek,Bhukha,3.0,Positif,Mot,Book,Boek
