CILUBA,French,English,Afrikaans,Zulu,Score,Sentiment,Nature,English_Translation
Dibungi,Nuage,cloud,Wolk,I-Cloud,0.0,Neutre,Mot,Cloud
Dibungibungi,Vapeur,steam,Damp,Umusi,0.0,Neutre,Mot,Steam
Dibutuka,Destruction,destruction,Vernietiging,Ukubhujiswa,-8.0,Negatif,Mot,Destruction
Didia dia disanka,Festin,feast,Feesmaal,Idili,4.0,Positif,Mot,Feast
Didianjila,Avance,advance,Vooruitgang,Kusengaphambili,2.0,Positif,Mot,Advance
"Didianjila kukosa
bualu mu mutshima",Préférence,preference,Voorkeur,Okukhethayo,3.0,Positif,Mot,Preference
Didianjila kumanya,Préconnaissance,foreknowledge,Voorkennis,Ukwazi kusengaphambili,2.0,Positif,Mot,Prior knowledge
Didibingisha,Excuse,excuse,Verskoning,Ukuxolisa,0.0,Neutre,Mot,Excuse
Dididishi,Fenêtre,window,Venster,iwindi,0.0,Neutre,Mot,Window
Didikanda,Tempérance,temperance,Matigheid,Izinga lokushisa,4.0,Positif,Mot,Temperance
"Didimuisha, dilongesha, kalasa",Discipline,discipline,Dissipline,Isiyalo,3.0,Positif,Mot,Discipline
Didinga,Fraude,fraud,Bedrog,Ukukhwabanisa,-7.0,Negatif,Mot,Fraud
Didisankisha,Satisfaction,satisfaction,Tevredenheid,Ukwaneliseka,4.0,Positif,Mot,Satisfaction
Didisua; diambu,Orgueil,pride,Trots,Ukuziqhenya,-6.0,Negatif,Mot,Pride
Didiunda,Croissance,growth,Groei,Ukukhula,5.0,Positif,Mot,Growth
Didiundisha,Avancemen,advancement,Vordering,Ukuqhubeka,5.0,Positif,Mot,Advancement
Dieba,Épine,spiked,Doring,Umhlanga,-4.0,Negatif,Mot,Spiked
Diedibua dia manyi,Onction,anointing,Salwing,Ukugcoba,5.0,Positif,Mot,Anointing
Dienza,Opérant,operating,Bedryf,Opharetha,3.0,Positif,Mot,Operating
Dienzeja dia dipambuka,Énergie d'erreur,,Energie van Dwaling,Amandla wephutha,-6.0,Negatif,Mot,Error energy
Dienzejibua ku bukole,Contrainte,constraint,Beperking,Isithiyo,-3.0,Negatif,Mot,Constraint
Difika dia munda,Courroux,wrath,Woede,Ulaka,-7.0,Negatif,Mot,Wrath
Difikisha munda,Irritation,irritation,Irritasie,Ukucasuka,0.0,Negatif,Mot,Irritation
Difu,Estomac,stomach,Maag,Isisu,0.0,Neutre,Mot,Stomach
Difuma,Lance,spear,Spies,I-Lance,-2.0,Negatif,Mot,Spear
Difutu,Dépens,costs,Koste,Izindleko,3.0,Positif,Mot,Expenses
Difutu,Salaire,salary,Loon,Umholo,3.0,Positif,Mot,Salary
Dijadika,Convictio,conviction,Oortuiging,I-Convictio,4.0,Positif,Mot,Conviction
Dijadikibua,Expérience,experience,Ervaring,Okokuzithokozisa,3.0,Positif,Mot,Experience
Dijalame,Légal,legal,Regs,Ezomthetho,2.0,Positif,Mot,Legal
Dijanguluka,Retardement,delay,Vertraging,Ukubambezeleka,-2.0,Negatif,Mot,Delay
Dijiba,La,there,Die,I,0.0,Neutre,Mot,There
Dijikula,Profession,occupation,Beroep,Umsebenzi,2.0,Positif,Mot,Occupation
Dijimbu,Obscurément,obscurely,Onderskeidbaar,Okungaqondakali,-2.0,Negatif,Mot,Obscurely
Dijimija,Pervers,pervert,Pervers,Abahlanekezeli,-8.0,Negatif,Mot,Pervert
"Dijimija, kulekelela (bubi)",Rémission,remission,Kwytskelding,Ukubuyiswa kwemali,4.0,Positif,Mot,Remission
Dijimina,Disparaître,disappear,Verdwyn,Zinyamalale,-1.0,Positif,Mot,Disappear
Dijimina dikole,Dommage,Shame,Skade,Umonakalo,-4.0,Negatif,Mot,Damage
Dijinga,Besoin,need,Nood,Isidingo,1.0,Positif,Mot,Need
Dijingulula,Discernemen,discernment,Onderskeidingsvermoë,Abaqondayo,4.0,Positif,Mot,Discernment
Dijula,Relèvement,recovery,Opstaan,Ibombo:,4.0,Positif,Mot,Relief
Dikalu,Char,tank,Strydwa,Ishaja,0.0,Neutre,Mot,Tank
Dikamakama,Fourberie,trickery,Bedrog,Ubuqili,-7.0,Negatif,Mot,Deceit
Dikankamaja,Rafraîchissement,refreshment,Verfrissing,Ukuqabuleka,3.0,Positif,Mot,Refreshment
Dikanyina,Menace,threat,Bedreiging,Usongo,-6.0,Negatif,Mot,Threat
Dikasa,Piège,trap,Valstrik,Ugibe,-3.0,Positif,Mot,Trap
Dikatshi,Rayon,radius,Straal,Umsakazo,2.0,Positif,Mot,Radius
Dikelemesha,Égalité,equality,Gelykheid,Ukulingana,4.0,Positif,Mot,Equality
Dikema,Étonnement,astonishment,Verbasing,Ukumangala,-2.0,Positif,Mot,Astonishment
Dikenga,Misère,misery,Ellende,Ubumpofu,-8.0,Negatif,Mot,Misery
Dikenga,Tribulation,tribulation,Verdrukking,Usizi,-7.0,Negatif,Mot,Tribulation
Dikenga (dikole),Détresse,distress,Nood,Usizi,-7.0,Negatif,Mot,Distress
Dikenga dia bintu,Privation,deprivation,Ontbering,Ukuncishwa,-6.0,Negatif,Mot,Deprivation
Dikengeshibua,Oppression,oppression,Onderdrukking,Ukucindezelwa,-8.0,Negatif,Mot,Oppression
Dikenke,Éclat,glow,Helderheid,Ukukhanya,3.0,Positif,Mot,Glow
Dikima,Assuranc,insurance,Versekering,I-Assuranc,4.0,Positif,Mot,Insurance
Dikisha,Repos,rest,Rus,Phumula,3.0,Positif,Mot,Rest
Dikolesha,Exhortation,exhortation,Vermaning,Isikhuthazo,2.0,Positif,Mot,Exhortation
Dikonka,Question,question,Vraag,Umbuzo,0.0,Neutre,Mot,Question
Dikuatshisha,Profit,profit,Wins,Inzuzo,4.0,Positif,Mot,Profit
Dikuatshishangana,Fournissement,supply,Voorsiening,Nikeza,3.0,Positif,Mot,Supply
Dikudimuka,Variation,variation,Variasie,Ukuhlukahluka,-1.0,Positif,Mot,Variation
Dikudimuna,Changement,change,Verandering,Shintsha,1.0,Positif,Mot,Change
Dikudimuna dia mutshima,Repentance,repentance,Bekering,Ukuphenduka,4.0,Positif,Mot,Repentance
"Dikuma dia mutshima bipeta mu
njila mibi",Avide d'un gain honteux,,Gulsig vir skandelike wins,Ukulangazelela inzuzo eyihlazo,-7.0,Negatif,Mot,Greedy for shameful gain
Dikuma dia mutshima ku biuma,Avarice,avarice,Gierigheid,I-Avarice,-6.0,Negatif,Mot,Avarice
Dikumbana,Accomplissement ,accomplishment,Prestasie,Ukufeza,5.0,Positif,Mot,Achievement 
Dikumi,Dix,ten,Tien,Eziyishumi,0.0,Neutre,Mot,Ten
Dikumi ne binayi,Quatorze,fourteen,Veertien,Ishumi nane,0.0,Neutre,Mot,Fourteen
Dikumi ne ibidi,Douze,twelve,Twaalf,Ishumi nambili,0.0,Neutre,Mot,Twelve
Dikumi ne itanu,Quinze,fifteen,Vyftien,Ishumi nanhlanu,0.0,Neutre,Mot,Fifteen
Dikumi ne muanda mukulu,Dix-huit,eighteen,Agtien,Ishumi nesishiyagalombili,0.0,Neutre,Mot,Eighteen
Dikumi ne umue,Onzième,eleventh,Elfde,Eyeshumi nanye,0.0,Neutre,Nombre,Eleventh
Dikunji,Colonne,column,Kolom,Ikholomu,0.0,Neutre,Mot,Column
Dikunyibua,Implanté,implanted,Ingeplant,Kufakelwe,2.0,Positif,Mot,Implanted
Dikunza,Roux,redhead,Rooi,Okubomvu,0.0,Neutre,Mot,Redhead
Dikuta,Monnaie,cash,Geld,Ikharensi,0.0,Neutre,Mot,Cash
Dikuta dikese,Sou,penny,Sou,I-Sou,0.0,Neutre,Mot,Sou
Diledibua kua tshiakabidi,Régénération,regeneration,Regenerasie,Ukuvuselelwa kabusha,5.0,Positif,Mot,Regeneration
Dileja dia mampa,Propositions des pains,,Voorstelle van brode,Iziphakamiso zesinkwa,2.0,Positif,Mot,Bread suggestions
Dileja tshilema,Reproche,reproach,Verwyt,Ukusola,-4.0,Negatif,Mot,Reproach
"Dilelela, tshidi tshia kueyemenyibua",Certain,certain,Sekere,Okuqinisekile,2.0,Positif,Mot,Certain
Dilengeja,Purification,purification,Suiwering,Ukuhlanza,4.0,Positif,Mot,Purification
Dilengejibua,Perfection,perfection,Volmaaktheid,Ukuphelela,5.0,Positif,Mot,Perfection
Dilengesha,Parure,adornment,Versiering,Ukuhloba,3.0,Positif,Mot,Jewelry
Dileta,Lettre,letter,Brief,Incwadi,1.0,Neutre,Mot,Letter
Diloba,Pêche,fishing,Visvang,Ukudoba,0.0,Neutre,Mot,Fishing
Dilobo,Port,port,Hawe,Imbobo yokuxhumana,0.0,Neutre,Mot,Port
Dilolo,Soir,evening,Aand,Kusihlwa,0.0,Neutre,Mot,Evening
Dilomba,Demande,request,Versoek,Isicelo,0.0,Neutre,Mot,Request
"Dilondolola dia
ndelanganyi",Généalogie,genealogy,Genealogie,izizukulwane,2.0,Positif,Mot,Genealogy
Dilonga,Bassin,basin,Bekken,imbali,0.0,Neutre,Mot,Basin
Dilonga (dialabale),Plat,flat,Plat,Ifulethi,0.0,Neutre,Mot,Flat
Dilongesha,Enseignement,education,Onderrig,Imfundo,4.0,Positif,Mot,Education
Dilongolola,Redressement,recovery,Herstel,buyisela,3.0,Positif,Mot,Recovery
Dilua,Arrivée,arrival,Aankoms,ukufika,2.0,Positif,Mot,Arrival
Diluangana,Lutte,struggle,Stryd,impi,2.0,Positif,Mot,Struggle
Dilubakana,Embarras,embarrassment,Verleentheid,Ukuhlazeka,-3.0,Negatif,Mot,Embarrassment
Dilulama,Droiture,righteousness,Opregtheid,Ukulunga,5.0,Positif,Mot,Righteousness
Dilumbuluisha,Jugement,judgement,Oordeel,Isahlulelo,1.0,Positif,Mot,Judgement
Dima,Argile,clay,Klei,Ubumba,0.0,Neutre,Mot,Clay
Dimanya,Savoir,know,Kennis,Ulwazi,4.0,Positif,Mot,Know
"Dimanya, lungenyi",Connaissance,awareness,Kennis,Ulwazi,4.0,Positif,Mot,Awareness
Dimanyisha,Information,information,Inligting,Imininingwane,3.0,Positif,Mot,Information
Dimiamina,Aspersion,aspersion,Besprinkeling,Ukufafaza,1.0,Neutre,Mot,Aspersion
Diminu,Semence,seed,Saad,Imbewu,2.0,Positif,Mot,Seed
Dimoma,Rouille,rust,Roes,Ukugqwala,-3.0,Negatif,Mot,Rust
Dimueneka,Apparition,appearance,Voorkoms,Ukubukeka,3.0,Positif,Mot,Appearance
Dimuenesha,Démonstration,demonstration,Demonstrasie,Umbukiso,3.0,Positif,Mot,Demonstration
Dina,Fosse,ditch,Put,Umgodi,3.0,Positif,Mot,Ditch
Dina dia mayi,Fontaine,fountain,Fontein,Umthombo,2.0,Positif,Mot,Fountain
Dinanga,Amour,love,Liefde,Uthando,6.0,Positif,Mot,Love
"Dinanga, Kusua (kuimpe)",Affection ,affection,Geneentheid,Uthando,5.0,Positif,Mot,Affection 
Dinanukila,Persévérer,persevere,Volhard,Phikelela,4.0,Positif,Mot,Persevere
Dinda,Matin,Morning,Oggend,Ekuseni,2.0,Positif,Mot,Morning
Dinda,Point du jour,,Dagbreek,Ukukhanya kwasemini,2.0,Positif,Mot,Daybreak
Dinemekela,Révérence,reverence,Eerbied,Ukuhlonipha,4.0,Positif,Mot,Reverence
Dinkenke,Splendeur,splendor,Prag,Okuhle kakhulu,5.0,Positif,Mot,Splendor
Dinowa,Moisson,harvest,Oes,isitshalo,3.0,Positif,Mot,Harvest
Dinu,Dent,tooth,Tand,izinyo,0.0,Neutre,Mot,Tooth
Dinua,Boir,drink,Drank,uphuzo,0.0,Neutre,Mot,Drink
Dinunganyi,Rumeur,rumor,Gerug,indaba,-3.0,Negatif,Mot,Rumor
Dinungu,Jointure,joint,Gewrig,imbali,1.0,Neutre,Mot,Joint
"Dinvuenkenya, Lupuishi",Poussière,dust,Stof,uthuli,2.0,Positif,Mot,Dust
Dinyanguka,Corruption,corruption,Korrupsie,Inkohlakalo,-8.0,Negatif,Mot,Corruption
Dinyanguka dia moyo,Dissolution,dissolution,Ontbinding,Ukuncibilika,-6.0,Negatif,Mot,Dissolution
Dinyanguta,Avarie,damage,Skade,Umonakalo,-5.0,Negatif,Mot,Damage
Dinyoka,Sentence,sentence,Vonnis,Umusho,5.0,Positif,Mot,Sentence
Dinyunguluka,Tour,round,Toring,Umjikelezo,0.0,Neutre,Mot,Round
Diondoka,Profond,deep,Diep,Ukujula,2.0,Positif,Mot,Deep
Dipa,Don,Don,Geskenk,Umnikelo,5.0,Positif,Mot,Don
Dipa dia luse,Don de grâce,,Geskenk van genade,Isipho Somusa,6.0,Positif,Mot,Gift of grace
Dipambuisha,Séduction,seduction,Verleiding,Ukuyenga,-6.0,Negatif,Mot,Seduction
Dipambuka,Égarement,misguidance,Misleiding,Ukuhlukaniswa,-7.0,Negatif,Mot,Disorientation
Dipandulula,Division,division,Verdeeldheid,Ukuhlukaniswa,-4.0,Negatif,Mot,Division
Dipanga dia kudikanda,Sans voix,,Sprakeloos,Ngaphandle kokukhuluma,-6.0,Negatif,Verbe,Speechless
Dipanga dikuatshisha,Inutilité,uselessness,Nutteloosheid,Akusizi ngalutho,-5.0,Negatif,Mot,Uselessness
Dipanga dinyanguka,Incorruptibilité,incorruptibility,Onkreukbaarheid,Ukungonakali,6.0,Positif,Mot,Incorruptibility
Dipangadija,Propos,about,Doel,Mayelana,0.0,Neutre,Mot,Remarks
Dipatuka,Sortie,exit,Uitgang,Okukhiphayo,0.0,Neutre,Mot,Exit
Dipeta,Acquisition,acquisition,Verkryging,Ukutholwa,3.0,Positif,Mot,Acquisition
Dipetu,Mépris,contempt,Minagting,Ukwedelela,-8.0,Negatif,Mot,Contempt
Dipikula,Rédemption,redemption,Verlossing,Ukuhlengwa,6.0,Positif,Mot,Redemption
Dipila,Se donner,,Gee jouself,Ziphe wena,-7.0,Negatif,Verbe,Giving
"Dipingana, dipingaja",Retour,back,Terugkeer,Emuva,2.0,Positif,Mot,Back
Dipita (bukole),Victoire,victory,Oorwinning,Ukunqoba,6.0,Positif,Mot,Victory
Dipumbisha,Obstacle,obstacle,Hindernis,Isithiyo,-3.0,Negatif,Mot,Obstacle
Dipumbishibua,Absence,absence,Afwesigheid,Ukungabikho,-2.0,Negatif,Mot,Absence
Dipunga diyi,Consentement mutuel,,Wedersydse toestemming,Imvumo yomunye nomunye,4.0,Positif,Mot,Mutual consent
Dipungi,Fatigue ,fatigue,Moegheid,ukukhathala,-3.0,Negatif,Mot,Fatigue 
Dipuyakana,Respiration,breathing,Asemhaling,ukuphefmula,2.0,Positif,Mot,Breathing
Disakidila,Gratitude,gratitude,Dankbaarheid,ukubonga,5.0,Positif,Mot,Gratitude
Disalayi,Satellite,satellite,Satelliet,Isathelayithi,0.0,Neutre,Mot,Satellite
Disalayi dilami dia tshitudilu,Préfet du prétoire,,Praetoriaanse prefek,Umphathi wePraetorian,0.0,Neutre,Mot,Prefect of the Praetorian Guard
Disama,Fléau,scourge,Plaag,Isifo,-8.0,Negatif,Mot,Scourge
Disama dia mashi apatuka,Flux,flow,Vloei,Ukugeleza,-2.0,Positif,Mot,Flow
Disama dia mubidi kapia,Fièvre,fever,Koors,Umkhuhlane,-5.0,Negatif,Mot,Fever
Disambakana,Rencontre,encounter,Vergadering,Umhlangano,3.0,Positif,Mot,Encounter
Disambi,Consolation,consolation,Troosting,Induduzo,4.0,Positif,Mot,Consolation
Disangisha,Rassemblement,gathering,Vergadering,Umhlangano,2.0,Positif,Mot,Gathering
Disangisha dia bintu,Collecte,collection,Versamel,Qoqani,1.0,Neutre,Mot,Collection
Disanka,Plaisir,pleasure,Plesier,Injabulo,6.0,Positif,Mot,Pleasure
Disanka (dia dijidila dia ntempelo),Grande joie,,Groot vreugde,Injabulo enkulu,5.0,Positif,Mot,Great joy
Disanka (ne),Joyeusement,happily,Vreugdevol,Ngenjabulo,4.0,Positif,Mot,Joyfully
Disanka dia muoyo,Volupté,voluptuousness,Welligheid,I-voluptuousness,2.0,Positif,Mot,Pleasure
Disanka dinene (ne),Transpor,transport,Vervoer,Ezokuthutha,0.0,Neutre,Mot,Transport
Disele,Roseau,reed,Riet,Umhlanga,0.0,Neutre,Mot,Reed
Disengelela; ditendekena,Supplication,supplication,Smeekbede,Ukunxusa,3.0,Positif,Mot,Supplication
Dishima,Tromperie,deception,Misleiding,Inkohliso,-7.0,Negatif,Mot,Deception
Dishimbuka,Ruine,ruin,Ruïne,Amanxiwa,-8.0,Negatif,Mot,Ruin
Dishiya,Rive,shore,Kus,Umgwaqo wasogwini,1.0,Neutre,Mot,Shore
Disolayi,Soldat,soldier,Soldaat,Isosha,2.0,Positif,Mot,Soldier
Disombuela,Vengeance,revenge,Wraak,Ukuziphindiselela,-6.0,Negatif,Mot,Revenge
Disoso,Déchirure,tear,Traan,Khala izinyembezi,-4.0,Negatif,Mot,Tear
Disu,Œil,eye,Oog,Iso,1.0,Neutre,Mot,Eye
Disu (disoso),Trou,hole,Gat,Imbobo,-2.0,Positif,Mot,Hole
Disua,Souhait,wish,Wens,Isifiso,2.0,Positif,Mot,Wish
Ditua (dia muele wa nvita),Tranchant ,sharp,Skerp,Bukhali,2.0,Positif,Mot,Sharp 
Ditua mikemu,Gémissement,groan,Kreun,Khala,-3.0,Negatif,Mot,Groan
Dituaya,Tablier,apron,Voorskoot,I-ayifroni,0.0,Neutre,Mot,Apron
Dituayi,Mouchoir,handkerchief,Sakdoek,isitsha somqulu,0.0,Neutre,Mot,Handkerchief
Ditubula,Pénétrant,penetrating,Deurdringend,Okuphutumayo,1.0,Positif,Mot,Penetrating
Dituku,Jour,day,Dag,Sawubona,2.0,Positif,Mot,Day
Dituku dia Diledibua,Anniversaire de naissance,,Verjaarsdag,Uskuku lokuzalwa,3.0,Positif,Mot,Birthday
Dituku dia disanka,Fête,party,Fees,Iphathi,4.0,Positif,Mot,Party
"Dituku dia
Mukelenge",Jour du Seigneur,,Dag van die Here,Usuku LweNkosi,5.0,Positif,Mot,Lord&#39;s Day
Ditumbisha,Louange,praise,Lofprysing,Ukudumisa,6.0,Positif,Mot,Praise
Ditumikila,Soumission,submission,Onderwerping,Ukuthumela,3.0,Positif,Mot,Submission
Ditupakana,Ignorance,ignorance,Onkunde,Ukunganaki,-5.0,Negatif,Mot,Ignorance
Ditutu,Nuée,cloud,Wolk,I-Cloud,0.0,Neutre,Mot,Cloud
Diulu,Ciel,sky,Hemel,Isibhakabhaka,4.0,Positif,Mot,Sky
Diumusha,Enlèvement,kidnapping,Verrukking,Ukukhishwa,2.0,Positif,Mot,Kidnapping
Diumusha mu ditunga dia bantu kuya nabu mu ditunga dikuabu,Transportation,transportation,Vervoer,Ezokuthutha,0.0,Neutre,Mot,Transportation
Diunvuika,Retentissant,resounding,Draaiend,Retentisant,2.0,Positif,Mot,Resounding
Divulangana,Débordement,overflow,Oorvloeiend,Ukuchichima,5.0,Positif,Mot,Overflow
Divuluka,Souvenir,memory,Herinnering,Isikhumbuzo,3.0,Positif,Mot,Memory
Divundulula,Mouvement,movement,Beweging,Ukunyakaza,0.0,Neutre,Mot,Movement
Diya,Départ,departure,Vertrek,Phuma,0.0,Neutre,Mot,Departure
Diyi,Voix,voice,Stem,Izwi,2.0,Positif,Verbe,Voice
Diyi (diunvua),Message,message,Boodskap,Umlayezo,3.0,Positif,Mot,Message
Diyi dimue,Accord,agreement,Akkoord,Isivumelwano,4.0,Positif,Mot,Agreement
Diyisha,Prédication,preaching,Prediking,Ukushumayela,4.0,Positif,Mot,Preaching
Diyisha (meyi),Doctrine,doctrine,Leerstelling,Imfundiso,3.0,Positif,Mot,Doctrine
Diyoyi,Clameur,clamor,Geroep,I-Clamor,5.0,Positif,Mot,Clamor
Diyoyo,Crierie,auction house,Skreeu,Ukumemeza,-5.0,Negatif,Mot,Crying
"Diyoyo, Disumpakana",Confusion,confusion,Verwarring,Ukudideka,-6.0,Negatif,Mot,Confusion
Diyu,Œuf,egg,Eier,Iqanda,0.0,Neutre,Mot,Egg
"E (Bulelela
menemene)",Certes,certainly,Beslis,Ngokuqinisekile,0.0,Neutre,Mot,Certainly
Ekola,École,school,Skool,Isikole,3.0,Positif,Mot,School
"Eku ne eku
(Kutangadika)",Ça et là,,Hier en Daar,Lapha nalaphaya,0.0,Neutre,Mot,Here and there
Emeraude,Émeraude,emerald,Smaragd,I-Emerald,2.0,Positif,Mot,Emerald
Epikuleo,Épicurien,epicurean,Epikureër,I-Epicurean,5.0,Positif,Mot,Epicurean
Esete,Orient,East,Ooste,I-Orient,1.0,Neutre,Mot,East
Etata,Ephphatha,ephphatha,Effata,E-Efatha,5.0,Positif,Mot,Ephphatha
Kufila mulubu,Rapporter,report,Bring Terug,Bika,1.0,Positif,Verbe,Report
Kufinda,Sombre,dark,Donker,Okumnyama,4.0,Positif,Verbe,Dark
Kufinda kua Nvula,Orage,thunderstorm,Storm,Ukuduma kwezulu,5.0,Positif,Verbe,Thunderstorm
Kufua,Mourir,die,Sterf,Ukufa,7.0,Positif,Verbe,Die
Kufua luse,Apaiser,to soothe,Pas,Ukuthomalalisa,6.0,Positif,Verbe,To soothe
Kufuana,Ressembler,look like,Soek soos,Zifane futhi,9.0,Positif,Verbe,Look like
Kufuangikija,Supposer,assume,Veronderstel,Cabanga,8.0,Positif,Verbe,Assume
Kufuanyikija,Représenter,represent,Verteenwoordig,Melela,4.0,Positif,Verbe,Represent
Kufuanyikila,Imagination,imagination,Verbeelding,Umcabango,4.0,Positif,Verbe,Imagination
Kufubidisha,Sécher,dry,Droog,Yomile,9.0,Positif,Verbe,Dry
Kufubila,Flétrir,wither,Verdor,I-Wilt,9.0,Positif,Verbe,Wither
Kufuilangana,Interdire,to forbid,Verbied,Vimbela,9.0,Positif,Verbe,To forbid
Kufuka,Créer,create,Skep,Yakha,9.0,Positif,Verbe,Create
Kufuma,Revenir,to come back,Terugkeer,Phindela,8.0,Positif,Mot,To come back
Kufuna (bulobo),Déchaîner,unleash,Ontketen,Khipha,8.0,Positif,Mot,Unleash
Kufunafuna,Jactance,boastfulness,Spoggerigtheid,I-Jactance,-1.0,Negatif,Mot,Boastfulness
Kufunda,Prescrire,prescribe,Voorskryf,Bhala,7.0,Positif,Mot,Prescribe
Kufunda,Rédiger,write,Skryf,Bhala,7.0,Positif,Verbe,Write
Kufunda,Inscrire,register,Inskryf,Bhalisa,7.0,Positif,Mot,Register
Kufunda pa tshintu tshikole (dibue …),Graver,engrave,Graveer,Shisa,-1.0,Negatif,Mot,Engrave
"Kufunda, kusangisha",Composer,compose,Komponeer,Qamba,1.0,Positif,Mot,Composer
Kufundisha,Enregistrer,save,Opneem,Bhalisa,1.0,Positif,Mot,Save
Kufuta,Payer,pay,Betaal,Khokha,3.0,Positif,Mot,Pay
Kufuta dibanza,Dépenser,spend,Spandeer,Sebenzisa,4.0,Positif,Mot,Spend
Kuiba,Dérober,to steal,Steel,Ntshontsha,5.0,Positif,Mot,Steal
Kuibaka,Bâtir,build,Bou,Yakha,-3.0,Negatif,Mot,Build
kuibakulula,Réédifier,rebuild,Herbou,Yakha kabusha,6.0,Positif,Mot,Rebuild
Kuidikija,Imiter,imitate,Imiteer,Lingisa,8.0,Positif,Verbe,Imitate
Kuidikisha,Départir,to leave,Vertrek,Hlukanisa,8.0,Positif,Mot,Depart
Kuikala,Exister,exist,Bestaan,Zikhona,9.0,Positif,Mot,Exist
Kuikala (muaku wa pa muanda),Être,be,Wees,Ukuba,8.0,Positif,Mot,Be
Kuikala (muaku),Être,be,Wees,Ukuba,-3.0,Negatif,Mot,Be
Kuikala (mukumbane),Capable,able,Bekwaam,Uyakwazi,1.0,Positif,Mot,Able
Kuikala mufue,Mort,dead,Dood,Ukufa,9.0,Positif,Mot,Dead
Kuikala munyokibue,Torturé,torture,Gemartel,Uyahlukunyezwa,1.0,Positif,Mot,Torture
Kuikala musungudibue diambedi,Préordonner,preorder,Voorbestel,Oda kusengaphambili,-9.0,Negatif,Mot,Pre-order
Kuikala mutambibue,Vaincu ,defeated,Verslaan,Inqotshiwe,-8.0,Negatif,Mot,Defeated 
Kuikala mutshimunyi,Vainqueur ,winner,Wenner,Owinile,3.0,Positif,Mot,Winner 
Kuikala ne (bukokeshi),Disposer ,to dispose of,Beskik,Hlela,2.0,Positif,Mot,Dispose 
Kuikala ne bua,Devoir,duty,Plig,Isabelo,6.0,Positif,Mot,Duty
Kuikala ne dikima,Enhardir,embolden,Versterk,Enharder,5.0,Positif,Mot,Embolden
Kuikala ne Mukawu,Envieux ,envious,Afgunstig,Unomhawu,8.0,Positif,Mot,Envious 
Kuikala ne musangu (ne tshikondo),Vaquer,to go about,Dwaal,I-Vaquer,9.0,Positif,Verbe,Going to work
Kuikala ne ntema,Attentif,attentive,Aandagtig,Qaphelisisa,1.0,Positif,Verbe,Attentive
Kuikala ne tshikondo,Loisir,leisure,Ontspanning,Ukuzilibazisa,-8.0,Negatif,Verbe,Leisure
Kuikalaku ku mubidi,Présence,presence,Teenwoordigheid,Ukuba khona,4.0,Positif,Verbe,Presence
Kuikalane muoyo,Vivre,live,Leef,Bukhoma,5.0,Positif,Verbe,Live
Kuikisha,Récréer,recreate,Herskep,Yenza kabusha,9.0,Positif,Verbe,Recreate
Kuimana,Arrêter,Stop,Stop,Misa,-5.0,Negatif,Mot,Stop
Kuimansha,Arracher,to tear out,Ruk,Snatch,-8.0,Negatif,Mot,To tear out
Kuimanyika,Suspendre,suspend,Skort,Misa okwesikhashana,3.0,Positif,Verbe,Suspend
Kuimanyika ku tshilumbuluidi,Traduire,translate,Vertaal,Humusha,4.0,Positif,Mot,Translate
Kuimba,Chanter,sing,Sing,Cula,6.0,Positif,Verbe,Sing
Kuina mu mayi manene,Noyer,walnut,Verdrink,I-Walnut,-5.0,Negatif,Verbe,Walnut
Kuinama,Baisser,lower,Laer maak,Ngaphansi,7.0,Positif,Verbe,Lower
Kuindila,Attendre,to wait for,Wag,Linda,3.0,Positif,Verbe,To wait for
Kuinjidila,Renfermer,to enclose,Sluit op,Iqukethe,7.0,Positif,Verbe,Enclose
Kuinyika,Motmer,motmer,Moeder,I-Motmer,9.0,Positif,Verbe,Motmer
"Kuinyika (dina), kubikila",Appeler,to call,Roep,Shaya ucingo,1.0,Positif,Verbe,To call
Kuinyisha,Plonger,dive,Duik,Ukutshuza emanzini,6.0,Positif,Mot,Dive
Kuipata; kumusha,Chasser,to hunt,Jag,Ukuzingela,1.0,Positif,Verbe,Hunt
Kuipatshila,Aborder,to land,Nader,Ikheli,1.0,Positif,Verbe,To land
Kuipila,Déchausser,take off your shoes,Afslaan,Susa izicathulo,5.0,Positif,Verbe,Take off your shoes
Kuita buatu,Ramer,row,Ry,Ukugwedla ngesikebhe,-9.0,Negatif,Verbe,Rowing
Kuitabuja,Accepter,accept,Aanvaar,Yamukela,-9.0,Negatif,Verbe,Accept
Kuitabuja (bualu),Affirmer,affirm,Bevestig,Qinisekisa,4.0,Positif,Mot,Affirm
"Kuitabuja, kuangata ku mudimu",Engager,engage,Betrek,Bandakanya,-8.0,Negatif,Verbe,Engage
Kuitabujibua,Acceptation,acceptance,Aanvaarding,Ukwamukela,6.0,Positif,Verbe,Acceptance
Kuitabusha,Pernicieux,pernicious,Skadelik,I-Pernicious,2.0,Positif,Verbe,Pernicious
Kuja,Danser,to dance,Dans,Ukudansa,1.0,Positif,Verbe,To dance
Kûja,Remplir,fill,Vul,Gcwalisa,4.0,Positif,Verbe,Fill
Kujadika,Approuver,approve,Goedkeur,Gunyaza,5.0,Positif,Verbe,Approve
Kujalama,Ferme,farm,Fermagtig,Ipulazi,2.0,Positif,Verbe,Farm
Kujana,Murmurer,whisper,Murmureer,Hlebeza,1.0,Positif,Verbe,Murmur
Kujanguluka ,Tarder,delay,Vertraag,Ukubambezeleka,3.0,Positif,Verbe,Delay
