CILUBA,French,Afrikaans,Score,Sentiment,Nature,English_Translation
Muntu mubi,Profane,Onheilig,-8.0,Negatif,Mot,Profane
Muntu mubi (muaku),Injuste ,Onregverdig,-7.0,Negatif,Mot,Unfair 
Muntu mubi (mufidi muleji ngikadilu),Injuste ,Onregverdig,-7.0,Negatif,Mot,Unfair 
Muntu mukole,Homme fait,Volwasse Man,2.0,Positif,Mot,Man made
Muntu munene,Noble,Edel,4.0,Positif,Mot,Noble
Muntu ne mukuabu,Mutuel,Wedersyds,3.0,Positif,Mot,Mutual
Muntu ne muntu,Individuellement,Individueel,0.0,Neutre,Mot,Individually
"Muntu udi mupudikile, ne
mupange dikima",Femmelette,Swak,-5.0,Negatif,Mot,Little woman
Muntu utshiena kamama (mulume anyi mukaji),Virginité,Maagdelikheid,3.0,Positif,Mot,Virginity
Muntu wa munda,Homme intérieur,Innere Mens,2.0,Positif,Mot,Inner Man
Muntu wa Nzambi,Homme de Dieu,Man van God,5.0,Positif,Mot,Man of God
Munu,Doigt,Vinger,0.0,Neutre,Mot,Finger
Munu (wa maluvu),Buveur,Drinker,-4.0,Negatif,Mot,Drinker
Munvui,Auditeur,Luisteraar,2.0,Positif,Mot,Listener
Munyenganganyi,Sacrilège,Heiligheilig,-8.0,Negatif,Mot,Sacrilege
Munyengi,Ravisseur,Ontvoerder,-7.0,Negatif,Mot,Abductor
Munyenyi,"Brigand, Larron","Rower, Dief",-8.0,Negatif,Mot,"Brigand, Thief"
"Munyingalaja
(kuikala)",Indigné,Verontwaardig,-3.0,Negatif,Mot,Unworthy
Munyingalala,Peiné,Gepyn,-4.0,Negatif,Mot,Penalty
Munyinyi munene wa mu mayi,Cétacé,Walvis,0.0,Neutre,Mot,Cetacean
"Munyinyi wa mu mayi, Mushipa",Poisson,Vis,0.0,Neutre,Mot,Fish
Muomumue,Égal,Gelyke,3.0,Positif,Mot,Equal
Muondapi; nganga buka,Médecin,Geneesheer,4.0,Positif,Mot,Doctor
Muonji (lukanu),Câble,Kabel,0.0,Neutre,Mot,Cable
Muosa,Poil,Haar,0.0,Neutre,Mot,Hair
Muoyo,Vie,Lewe,5.0,Positif,Mot,Life
Muoyo (tshidi ne),Vif,Lewendig,3.0,Positif,Mot,Lively
Muoyo (udi ne muoyo),Vivant,Lewendige,4.0,Positif,Mot,Alive
Muoyo wa tshiendelele,Vie éternelle,Ewige Lewe Verleier,6.0,Positif,Mot,Eternal life
Mupambuishi,Séducteur,Swerwer,-6.0,Negatif,Mot,Seducer
Mupambuke,Errant,Onkundig,-3.0,Negatif,Mot,Wandering
Mupangi,Ignorant,Verkoper,-5.0,Negatif,Mot,Ignorant
Mupanyi,Vendeur,Behoeftig,0.0,Neutre,Mot,Seller
Mupele,Nécessiteuse,Godslasteraar,-4.0,Negatif,Mot,Needy
Mupendianganyi,Blasphémateur Outrageux,Skordaat,-8.0,Negatif,Mot,Outrageous blasphemer
Mupenya,Éclair,Weerlig,0.0,Neutre,Mot,Flash
Mupepele,Aisé,Gerieflik,3.0,Positif,Mot,Easy
Mupia-mupia,nouvelle,Nuwe,2.0,Positif,Mot,new
Mupiamupia mu Bualu bua Nzambi (mukudimune mutshima),Converti,Bekeerling,4.0,Positif,Mot,Converted
Mupianyi,Héritier,Erfgenaam,5.0,Positif,Mot,Heir
Mupika,Esclave,Slaaf,-6.0,Negatif,Mot,Slave
Mupika mukaji,Servante,Dienskneg,0.0,Neutre,Mot,Servant
"Mupika, muena mudimu",,,2.0,Positif,Mot,
Mupile,Coupable,Skuldig,-7.0,Negatif,Mot,Guilty
Mupinganyi,Successeur,Opvolger,3.0,Positif,Mot,Successor
Mupote,Fou,Mal,-6.0,Negatif,Mot,Mad
Muprofete,Prophète,Profeet,5.0,Positif,Mot,Prophet
Muprofete mukaji,Prophétesse,Profetes,5.0,Positif,Mot,Prophetess
Mupstolo,Apôtre,Apostel,5.0,Positif,Mot,Apostle
Mupuekele,Moindre,Minder,-3.0,Negatif,Mot,Lesser
Mupumbishibue,Absent,Afwesig,-2.0,Negatif,Mot,Absent
Mupuya,Odeur,Reuk,0.0,Neutre,Mot,Smell
Mupuya wa Nzambi,Inspiré de Dieu,Geïnspireer deur God,6.0,Positif,Mot,Inspired by God
Musadoke,Sadducéen,Sadduseër,0.0,Neutre,Mot,Sadducee
Musambu,Cantique,Lied,4.0,Positif,Mot,Hymn
Musame,Malade,Siek,-6.0,Negatif,Mot,Sick
Musame wa kaneke,Paralysé,Verlam,-7.0,Negatif,Mot,Paralyzed
Musamu,Oreiller,Kussing,0.0,Neutre,Mot,Pillow
Musangishi wa milambu,Publicain,Tollenaar,-2.0,Positif,Mot,Publican
"Musangu, Misangu",Foi,Geloof,0.0,Neutre,Mot,Faith
Musanke (kuikala),Satisfait,Tevrede,3.0,Positif,Mot,Satisfied
"Musanke, mupole",Content,Bly,4.0,Positif,Mot,Thrilled
"Musankididi wa
benyi",,,4.0,Positif,Mot,
Museki,Moqueur,Spotter,-5.0,Negatif,Mot,Mocking
Musenji,Barbare,Barbaar,-6.0,Negatif,Mot,Barbarous
Mushamusha,Moinea,Moinea,2.0,Positif,Mot,Moinea
Mushete,Boisseau,Buissel,0.0,Neutre,Mot,Bushel
Mushiku,Ouverture,Openende,2.0,Positif,Mot,Opening
Mushikuwa mbelu,Porte,Deur,1.0,Neutre,Mot,Door
Mushimi,Menteur,Leuenaar,-7.0,Negatif,Mot,Liar
Mushimianganyi,Trompeur,Bedrieër,-7.0,Negatif,Mot,Misleading
Mushindu,Façon,Weg,0.0,Neutre,Mot,Way
Mushindu (nyama…),Espèce,Spesie,0.0,Neutre,Mot,Species
Mushindu eu,Sorte,Soort,0.0,Neutre,Mot,Sort
Mushindu mubi,Injustement,Onregverdig,-6.0,Negatif,Mot,Unfairly
"Mushindu udi kawuyi
wa Nzambi",Impiement,Goddeloos,-7.0,Negatif,Mot,Impiety
Mushindu wa kuikala,Manière d'être,Weg van Wees,0.0,Neutre,Mot,Way of being
Mushinga,Valeur,Waarde,2.0,Positif,Mot,Value
"Mushinga, tshuwidi, disangisha",Somme,Som,0.0,Neutre,Mot,Sum
Mushintakaji,Changeur,Wisselaar,0.0,Neutre,Mot,Money changer
Mushipi,Destructeur,Vernietiger,-8.0,Negatif,Mot,Destructive
Mushipi wa bipungidi,Implacable,Mededogenloos,-7.0,Negatif,Mot,Implacable
Mushipi wa mikenji,Transgresseur,Oortreder,-8.0,Negatif,Mot,Transgressor
Mushipianganyi,Meurtrier,Moordenaar,-9.0,Negatif,Mot,Murderer
Mushipu,Automne,Herfs,0.0,Neutre,Mot,Autumn
Musoko,Cité,Stad,0.0,Neutre,Mot,Quoted
Musoko mukese,Village,Dorp,2.0,Positif,Mot,Village
Musokoko,Secret,Geheim,-1.0,Positif,Mot,Secret
Musokome (muaba),Secret,Geheim,-1.0,Positif,Mot,Secret
Musombeshanganyi,Créancier,Skuldeiser,0.0,Neutre,Mot,Creditor
Musombuedi,Vengeur,Wraaker,-6.0,Negatif,Mot,Avenger
Musonga,Faîte,Rand,2.0,Positif,Mot,Done
Musonguedianganyi,Délateur,Informant,-8.0,Negatif,Mot,Informer
Musuka,Âme,Siel,5.0,Positif,Mot,Soul
Musukulampampa,Éponge,Spons,0.0,Neutre,Mot,Sponge
Musulu,Fleuve,Rivier,2.0,Positif,Mot,River
Musumba,Multitude,Menigte,0.0,Neutre,Mot,Multitude
Musungidi,auveur,Verlosser,6.0,Positif,Mot,light
Mutabale (kuikala),Vigilant,Waaksaam,5.0,Positif,Mot,Vigilant
Mutalela,Humidité,Vogtigheid,0.0,Neutre,Mot,Humidity
Mutambe (mushintuludi),Fort,Sterk,0.0,Neutre,Mot,Strong
Mutanda,Pâte,Deeg,0.0,Neutre,Mot,Dough
Mutangadiki,Évangéliste,Evangelis,5.0,Positif,Mot,Evangelist
Mutangidi,Surveillant,Oopsiener,2.0,Positif,Mot,Supervisor
Mutatakane,Inconstant,Wisselvas,-4.0,Negatif,Mot,Inconstant
Mutekete,Faible,Swak,-5.0,Negatif,Mot,Weak
Mutekete (muntu),Impotent,Impotent,-6.0,Negatif,Mot,Impotent
Mutelu (katshiyi),Couture,Naaiwerk,-2.0,Negatif,Mot,Sewing
Mutempeshi wa mbuku,Exorciste,Drywer,3.0,Positif,Mot,Exorcist
"Mutendeledi wa
mpingu",Idolâtre,Afgodedienaar,-8.0,Negatif,Mot,Idolatrous
Mutentekedi,Agent secret,Geheime Agent,-3.0,Positif,Mot,Secret agent
Muteyi,Tentateur,Versoeker,-7.0,Negatif,Mot,Tempter
Mutoke,,,2.0,Positif,Mot,
Mutontolodi,Murmurateur,Murmureerder,-6.0,Negatif,Mot,Murmurer
Mutoto,Étoile,Ster,3.0,Positif,Mot,Star
Mutoto wa nkesha,Étoile du matin,Môrester,4.0,Positif,Mot,Morning Star
Mutoyi,Mélodie,Melodie,3.0,Positif,Mot,Melody
Mutshi,Plante végétale,Plant,2.0,Positif,Mot,Plant
Mutshi munene,Poutre,Balk,0.0,Neutre,Mot,Beam
"Mutshi
mutshiamakane",Bois,Hout,0.0,Neutre,Mot,Drink
Mutshi mutshiamakane,Croix,Kruis,5.0,Positif,Mot,Cross
Mutshi wa Nfigi,Figuier,Vy Boom,2.0,Positif,Mot,Fig tree
Mutshi wa tshikokedi,Joug,Juk,-3.0,Negatif,Mot,Yoke
Mutshi wa tshikunyibua,Tige,Roede,0.0,Neutre,Mot,Stem
Mutshima,Cœur,Hart,5.0,Positif,Mot,Heart
Mutshima munene,Serrement,Beklemtoning,-2.0,Negatif,Mot,Tightening
"Mutshima, kondo ka mutshima",Conscience,Gewete,4.0,Positif,Mot,Awareness
Dibungama,Regret,Spyt,-5.0,Negatif,Mot,Regret
Dibungi,Nuage,Wolk,0.0,Neutre,Mot,Cloud
Dibungibungi,Vapeur,Damp,0.0,Neutre,Mot,Steam
Dibutuka,Destruction,Vernietiging,-8.0,Negatif,Mot,Destruction
Didia dia disanka,Festin,Feesmaal,4.0,Positif,Mot,Feast
Didianjila,Avance,Vooruitgang,2.0,Positif,Mot,Advance
"Didianjila kukosa
bualu mu mutshima",Préférence,Voorkeur,3.0,Positif,Mot,Preference
Didianjila kumanya,Préconnaissance,Voorkennis,2.0,Positif,Mot,Prior knowledge
Didibingisha,Excuse,Verskoning,0.0,Neutre,Mot,Excuse
Dididishi,Fenêtre,Venster,0.0,Neutre,Mot,Window
Didikanda,Tempérance,Matigheid,4.0,Positif,Mot,Temperance
"Didimuisha, dilongesha, kalasa",Discipline,Dissipline,3.0,Positif,Mot,Discipline
Didinga,Fraude,Bedrog,-7.0,Negatif,Mot,Fraud
Didisankisha,Satisfaction,Tevredenheid,4.0,Positif,Mot,Satisfaction
Didisua; diambu,Orgueil,Trots,-6.0,Negatif,Mot,Pride
Didiunda,Croissance,Groei,5.0,Positif,Mot,Growth
Didiundisha,Avancemen,Vordering,5.0,Positif,Mot,Advancement
Dieba,Épine,Doring,-4.0,Negatif,Mot,Spiked
Diedibua dia manyi,Onction,Salwing,5.0,Positif,Mot,Anointing
Dienza,Opérant,Bedryf,3.0,Positif,Mot,Operating
Dienzeja dia dipambuka,Énergie d'erreur,Energie van Dwaling,-6.0,Negatif,Mot,Error energy
Dienzejibua ku bukole,Contrainte,Beperking,-3.0,Negatif,Mot,Constraint
Difika dia munda,Courroux,Woede,-7.0,Negatif,Mot,Wrath
Difikisha munda,Irritation,Irritasie,0.0,Negatif,Mot,Irritation
Difu,Estomac,Maag,0.0,Neutre,Mot,Stomach
Difuma,Lance,Spies,-2.0,Negatif,Mot,Spear
Difutu,Dépens,Koste,3.0,Positif,Mot,Expenses
Difutu,Salaire,Loon,3.0,Positif,Mot,Salary
Dijadika,Convictio,Oortuiging,4.0,Positif,Mot,Conviction
Dijadikibua,Expérience,Ervaring,3.0,Positif,Mot,Experience
Dijalame,Légal,Regs,2.0,Positif,Mot,Legal
Dijanguluka,Retardement,Vertraging,-2.0,Negatif,Mot,Delay
Dijiba,La,Die,0.0,Neutre,Mot,There
Dijikula,Profession,Beroep,2.0,Positif,Mot,Occupation
Dijimbu,Obscurément,Onderskeidbaar,-2.0,Negatif,Mot,Obscurely
Dijimija,Pervers,Pervers,-8.0,Negatif,Mot,Pervert
"Dijimija, kulekelela (bubi)",Rémission,Kwytskelding,4.0,Positif,Mot,Remission
Dijimina,Disparaître,Verdwyn,-1.0,Positif,Mot,Disappear
Dijimina dikole,Dommage,Skade,-4.0,Negatif,Mot,Damage
Dijinga,Besoin,Nood,1.0,Positif,Mot,Need
Dijingulula,Discernemen,Onderskeidingsvermoë,4.0,Positif,Mot,Discernment
Dijula,Relèvement,Opstaan,4.0,Positif,Mot,Relief
Dikalu,Char,Strydwa,0.0,Neutre,Mot,Tank
Dikamakama,Fourberie,Bedrog,-7.0,Negatif,Mot,Deceit
Dikankamaja,Rafraîchissement,Verfrissing,3.0,Positif,Mot,Refreshment
Dikanyina,Menace,Bedreiging,-6.0,Negatif,Mot,Threat
Dikasa,Piège,Valstrik,-3.0,Positif,Mot,Trap
Dikatshi,Rayon,Straal,2.0,Positif,Mot,Radius
Dikelemesha,Égalité,Gelykheid,4.0,Positif,Mot,Equality
Dikema,Étonnement,Verbasing,-2.0,Positif,Mot,Astonishment
Dikenga,Misère,Ellende,-8.0,Negatif,Mot,Misery
Dikenga,Tribulation,Verdrukking,-7.0,Negatif,Mot,Tribulation
Dikenga (dikole),Détresse,Nood,-7.0,Negatif,Mot,Distress
Dikenga dia bintu,Privation,Ontbering,-6.0,Negatif,Mot,Deprivation
Dikengeshibua,Oppression,Onderdrukking,-8.0,Negatif,Mot,Oppression
Dikenke,Éclat,Helderheid,3.0,Positif,Mot,Glow
Dikima,Assuranc,Versekering,4.0,Positif,Mot,Insurance
Dikisha,Repos,Rus,3.0,Positif,Mot,Rest
Dikolesha,Exhortation,Vermaning,2.0,Positif,Mot,Exhortation
Dikonka,Question,Vraag,0.0,Neutre,Mot,Question
Dikuatshisha,Profit,Wins,4.0,Positif,Mot,Profit
Dikuatshishangana,Fournissement,Voorsiening,3.0,Positif,Mot,Supply
Dikudimuka,Variation,Variasie,-1.0,Positif,Mot,Variation
Dikudimuna,Changement,Verandering,1.0,Positif,Mot,Change
Dikudimuna dia mutshima,Repentance,Bekering,4.0,Positif,Mot,Repentance
"Dikuma dia mutshima bipeta mu
njila mibi",Avide d'un gain honteux,Gulsig vir skandelike wins,-7.0,Negatif,Mot,Greedy for a shameful gain
Dikuma dia mutshima ku biuma,Avarice,Gierigheid,-6.0,Negatif,Mot,Avarice
Dikumbana,Accomplissement ,Prestasie,5.0,Positif,Mot,Achievement 
Dikumi,Dix,Tien,0.0,Neutre,Mot,Ten
Dikumi ne binayi,Quatorze,Veertien,0.0,Neutre,Mot,Fourteen
Dikumi ne ibidi,Douze,Twaalf,0.0,Neutre,Mot,Twelve
Dikumi ne itanu,Quinze,Vyftien,0.0,Neutre,Mot,Fifteen
Dikumi ne muanda mukulu,Dix-huit,Agtien,0.0,Neutre,Mot,Eighteen
Dikumi ne umue,Onzième,Elfde,0.0,Neutre,Nombre,Eleventh
Dikunji,Colonne,Kolom,0.0,Neutre,Mot,Column
Dikunyibua,Implanté,Ingeplant,2.0,Positif,Mot,Implanted
Dikunza,Roux,Rooi,0.0,Neutre,Mot,Redhead
Dikuta,Monnaie,Geld,0.0,Neutre,Mot,Cash
Dikuta dikese,Sou,Sou,0.0,Neutre,Mot,Sou
Diledibua kua tshiakabidi,Régénération,Regenerasie,5.0,Positif,Mot,Regeneration
Dileja dia mampa,Propositions des pains,Voorstelle van brode,2.0,Positif,Mot,Bread suggestions
Dileja tshilema,Reproche,Verwyt,-4.0,Negatif,Mot,Reproach
"Dilelela, tshidi tshia kueyemenyibua",Certain,Sekere,2.0,Positif,Mot,Certain
Dilengeja,Purification,Suiwering,4.0,Positif,Mot,Purification
Dilengejibua,Perfection,Volmaaktheid,5.0,Positif,Mot,Perfection
Dilengesha,Parure,Versiering,3.0,Positif,Mot,Jewelry
Dileta,Lettre,Brief,1.0,Neutre,Mot,Letter
Diloba,Pêche,Visvang,0.0,Neutre,Mot,Fishing
Dilobo,Port,Hawe,0.0,Neutre,Mot,Port
Dilolo,Soir,Aand,0.0,Neutre,Mot,Evening
Dilomba,Demande,Versoek,0.0,Neutre,Mot,Request
"Dilondolola dia
ndelanganyi",Généalogie,Genealogie,2.0,Positif,Mot,Genealogy
Dilonga,Bassin,Bekken,0.0,Neutre,Mot,Basin
Dilonga (dialabale),Plat,Plat,0.0,Neutre,Mot,Flat
Dilongesha,Enseignement,Onderrig,4.0,Positif,Mot,Education
Dilongolola,Redressement,Herstel,3.0,Positif,Mot,Recovery
Dilua,Arrivée,Aankoms,2.0,Positif,Mot,Arrival
Diluangana,Lutte,Stryd,2.0,Positif,Mot,Struggle
Dilubakana,Embarras,Verleentheid,-3.0,Negatif,Mot,Embarrassment
Dilulama,Droiture,Opregtheid,5.0,Positif,Mot,Righteousness
Dilumbuluisha,Jugement,Oordeel,1.0,Positif,Mot,Judgement
Dima,Argile,Klei,0.0,Neutre,Mot,Clay
Dimanya,Savoir,Kennis,4.0,Positif,Mot,Know
"Dimanya, lungenyi",Connaissance,Kennis,4.0,Positif,Mot,Awareness
Dimanyisha,Information,Inligting,3.0,Positif,Mot,Information
Dimiamina,Aspersion,Besprinkeling,1.0,Neutre,Mot,Aspersion
Diminu,Semence,Saad,2.0,Positif,Mot,Seed
Dimoma,Rouille,Roes,-3.0,Negatif,Mot,Rust
Dimueneka,Apparition,Voorkoms,3.0,Positif,Mot,Appearance
Dimuenesha,Démonstration,Demonstrasie,3.0,Positif,Mot,Demonstration
Dina,Fosse,Put,3.0,Positif,Mot,Ditch
Dina dia mayi,Fontaine,Fontein,2.0,Positif,Mot,Fountain
Dinanga,Amour,Liefde,6.0,Positif,Mot,Love
"Dinanga, Kusua (kuimpe)",Affection ,Geneentheid,5.0,Positif,Mot,Affection 
Dinanukila,Persévérer,Volhard,4.0,Positif,Mot,Persevere
Dinda,Matin,Oggend,2.0,Positif,Mot,Morning
Dinda,Point du jour,Dagbreek,2.0,Positif,Mot,Daybreak
Dinemekela,Révérence,Eerbied,4.0,Positif,Mot,Reverence
Dinkenke,Splendeur,Prag,5.0,Positif,Mot,Splendor
Dinowa,Moisson,Oes,3.0,Positif,Mot,Harvest
Dinu,Dent,Tand,0.0,Neutre,Mot,Tooth
Dinua,Boir,Drank,0.0,Neutre,Mot,Drink
Dinunganyi,Rumeur,Gerug,-3.0,Negatif,Mot,Rumor
Dinungu,Jointure,Gewrig,1.0,Neutre,Mot,Joint
"Dinvuenkenya, Lupuishi",Poussière,Stof,2.0,Positif,Mot,Dust
Dinyanguka,Corruption,Korrupsie,-8.0,Negatif,Mot,Corruption
Dinyanguka dia moyo,Dissolution,Ontbinding,-6.0,Negatif,Mot,Dissolution
Dinyanguta,Avarie,Skade,-5.0,Negatif,Mot,Damage
Dinyoka,Sentence,Vonnis,5.0,Positif,Mot,Sentence
Dinyunguluka,Tour,Toring,0.0,Neutre,Mot,Round
Diondoka,Profond,Diep,2.0,Positif,Mot,Deep
Dipa,Don,Geskenk,5.0,Positif,Mot,Don
Dipa dia luse,Don de grâce,Geskenk van genade,6.0,Positif,Mot,Gift of grace
Dipambuisha,Séduction,Verleiding,-6.0,Negatif,Mot,Seduction
Dipambuka,Égarement,Misleiding,-7.0,Negatif,Mot,Disorientation
Dipandulula,Division,Verdeeldheid,-4.0,Negatif,Mot,Division
Dipanga dia kudikanda,Sans voix,Sprakeloos,-6.0,Negatif,Verbe,Speechless
Dipanga dikuatshisha,Inutilité,Nutteloosheid,-5.0,Negatif,Mot,Uselessness
Dipanga dinyanguka,Incorruptibilité,Onkreukbaarheid,6.0,Positif,Mot,Incorruptibility
Dipangadija,Propos,Doel,0.0,Neutre,Mot,Remarks
Dipatuka,Sortie,Uitgang,0.0,Neutre,Mot,Exit
Dipeta,Acquisition,Verkryging,3.0,Positif,Mot,Acquisition
Dipetu,Mépris,Minagting,-8.0,Negatif,Mot,Contempt
Dipikula,Rédemption,Verlossing,6.0,Positif,Mot,Redemption
Dipila,Se donner,Gee jouself,-7.0,Negatif,Verbe,Giving
"Dipingana, dipingaja",Retour,Terugkeer,2.0,Positif,Mot,Back
Dipita (bukole),Victoire,Oorwinning,6.0,Positif,Mot,Victory
Dipumbisha,Obstacle,Hindernis,-3.0,Negatif,Mot,Obstacle
Dipumbishibua,Absence,Afwesigheid,-2.0,Negatif,Mot,Absence
Dipunga diyi,Consentement mutuel,Wedersydse toestemming,4.0,Positif,Mot,Mutual consent
Dipungi,Fatigue ,Moegheid,-3.0,Negatif,Mot,Fatigue 
Dipuyakana,Respiration,Asemhaling,2.0,Positif,Mot,Breathing
Disakidila,Gratitude,Dankbaarheid,5.0,Positif,Mot,Gratitude
Disalayi,Satellite,Satelliet,0.0,Neutre,Mot,Satellite
Disalayi dilami dia tshitudilu,Préfet du prétoire,Praetoriaanse prefek,0.0,Neutre,Mot,Prefect of the Praetorian Guard
Disama,Fléau,Plaag,-8.0,Negatif,Mot,Scourge
Disama dia mashi apatuka,Flux,Vloei,-2.0,Positif,Mot,Flow
Disama dia mubidi kapia,Fièvre,Koors,-5.0,Negatif,Mot,Fever
Disambakana,Rencontre,Vergadering,3.0,Positif,Mot,Encounter
Disambi,Consolation,Troosting,4.0,Positif,Mot,Consolation
Disangisha,Rassemblement,Vergadering,2.0,Positif,Mot,Gathering
Disangisha dia bintu,Collecte,Versamel,1.0,Neutre,Mot,Collection
Disanka,Plaisir,Plesier,6.0,Positif,Mot,Pleasure
Disanka (dia dijidila dia ntempelo),Grande joie,Groot vreugde,5.0,Positif,Mot,Great joy
Disanka (ne),Joyeusement,Vreugdevol,4.0,Positif,Mot,Joyfully
Disanka dia muoyo,Volupté,Welligheid,2.0,Positif,Mot,Pleasure
Disanka dinene (ne),Transpor,Vervoer,0.0,Neutre,Mot,Transport
Disele,Roseau,Riet,0.0,Neutre,Mot,Reed
Disengelela; ditendekena,Supplication,Smeekbede,3.0,Positif,Mot,Supplication
Dishima,Tromperie,Misleiding,-7.0,Negatif,Mot,Deception
Dishimbuka,Ruine,Ruïne,-8.0,Negatif,Mot,Ruin
Dishiya,Rive,Kus,1.0,Neutre,Mot,Shore
Disolayi,Soldat,Soldaat,2.0,Positif,Mot,Soldier
Disombuela,Vengeance,Wraak,-6.0,Negatif,Mot,Revenge
Disoso,Déchirure,Traan,-4.0,Negatif,Mot,Tear
Disu,Œil,Oog,1.0,Neutre,Mot,Eye
Disu (disoso),Trou,Gat,-2.0,Positif,Mot,Hole
Disua,Souhait,Wens,2.0,Positif,Mot,Wish
Ditua (dia muele wa nvita),Tranchant ,Skerp,2.0,Positif,Mot,Sharp 
Ditua mikemu,Gémissement,Kreun,-3.0,Negatif,Mot,Groan
Dituaya,Tablier,Voorskoot,0.0,Neutre,Mot,Apron
Dituayi,Mouchoir,Sakdoek,0.0,Neutre,Mot,Handkerchief
Ditubula,Pénétrant,Deurdringend,1.0,Positif,Mot,Penetrating
Dituku,Jour,Dag,2.0,Positif,Mot,Day
Dituku dia Diledibua,Anniversaire de naissance,Verjaarsdag,3.0,Positif,Mot,Birthday
Dituku dia disanka,Fête,Fees,4.0,Positif,Mot,Party
"Dituku dia
Mukelenge",Jour du Seigneur,Dag van die Here,5.0,Positif,Mot,Lord&#39;s Day
Ditumbisha,Louange,Lofprysing,6.0,Positif,Mot,Praise
Ditumikila,Soumission,Onderwerping,3.0,Positif,Mot,Submission
Ditupakana,Ignorance,Onkunde,-5.0,Negatif,Mot,Ignorance
Ditutu,Nuée,Wolk,0.0,Neutre,Mot,Cloud
Diulu,Ciel,Hemel,4.0,Positif,Mot,Sky
Diumusha,Enlèvement,Verrukking,2.0,Positif,Mot,Kidnapping
Diumusha mu ditunga dia bantu kuya nabu mu ditunga dikuabu,Transportation,Vervoer,0.0,Neutre,Mot,Transportation
Diunvuika,Retentissant,Draaiend,2.0,Positif,Mot,Resounding
Divulangana,Débordement,Oorvloeiend,5.0,Positif,Mot,Overflow
Divuluka,Souvenir,Herinnering,3.0,Positif,Mot,Memory
Divundulula,Mouvement,Beweging,0.0,Neutre,Mot,Movement
Diya,Départ,Vertrek,0.0,Neutre,Mot,Departure
Diyi,Voix,Stem,2.0,Positif,Verbe,Voice
Diyi (diunvua),Message,Boodskap,3.0,Positif,Mot,Message
Diyi dimue,Accord,Akkoord,4.0,Positif,Mot,Agreement
Diyisha,Prédication,Prediking,4.0,Positif,Mot,Preaching
Diyisha (meyi),Doctrine,Leerstelling,3.0,Positif,Mot,Doctrine
Diyoyi,Clameur,Geroep,5.0,Positif,Mot,Clamor
Diyoyo,Crierie,Skreeu,-5.0,Negatif,Mot,Crying
"Diyoyo, Disumpakana",Confusion,Verwarring,-6.0,Negatif,Mot,Confusion
Diyu,Œuf,Eier,0.0,Neutre,Mot,Egg
"E (Bulelela
menemene)",Certes,Beslis,0.0,Neutre,Mot,Certainly
Ekola,École,Skool,3.0,Positif,Mot,School
"Eku ne eku
(Kutangadika)",Ça et là,Hier en Daar,0.0,Neutre,Mot,Here and there
Emeraude,Émeraude,Smaragd,2.0,Positif,Mot,Emerald
Epikuleo,Épicurien,Epikureër,5.0,Positif,Mot,Epicurean
Esete,Orient,Ooste,1.0,Neutre,Mot,East
Etata,Ephphatha,Effata,5.0,Positif,Mot,Ephphatha
Kufila mulubu,Rapporter,Bring Terug,1.0,Positif,Verbe,Report
Kufinda,Sombre,Donker,4.0,Positif,Verbe,Dark
Kufinda kua Nvula,Orage,Storm,5.0,Positif,Verbe,Thunderstorm
Kufua,Mourir,Sterf,7.0,Positif,Verbe,Die
Kufua luse,Apaiser,Pas,6.0,Positif,Verbe,To soothe
Kufuana,Ressembler,Soek soos,9.0,Positif,Verbe,Look like
Kufuangikija,Supposer,Veronderstel,8.0,Positif,Verbe,Assume
Kufuanyikija,Représenter,Verteenwoordig,4.0,Positif,Verbe,Represent
Kufuanyikila,Imagination,Verbeelding,4.0,Positif,Verbe,Imagination
Kufubidisha,Sécher,Droog,9.0,Positif,Verbe,Dry
Kufubila,Flétrir,Verdor,9.0,Positif,Verbe,Wither
Kufuilangana,Interdire,Verbied,9.0,Positif,Verbe,To forbid
Kufuka,Créer,Skep,9.0,Positif,Verbe,Create
Kufuma,Revenir,Terugkeer,8.0,Positif,Mot,To come back
Kufuna (bulobo),Déchaîner,Ontketen,8.0,Positif,Mot,Unleash
Kufunafuna,Jactance,Spoggerigtheid,-1.0,Negatif,Mot,Boastfulness
Kufunda,Prescrire,Voorskryf,7.0,Positif,Mot,Prescribe
Kufunda,Rédiger,Skryf,7.0,Positif,Verbe,Write
Kufunda,Inscrire,Inskryf,7.0,Positif,Mot,Register
Kufunda pa tshintu tshikole (dibue …),Graver,Graveer,-1.0,Negatif,Mot,Engrave
"Kufunda, kusangisha",Composer,Komponeer,1.0,Positif,Mot,Composer
Kufundisha,Enregistrer,Opneem,1.0,Positif,Mot,Save
Kufuta,Payer,Betaal,3.0,Positif,Mot,Pay
Kufuta dibanza,Dépenser,Spandeer,4.0,Positif,Mot,Spend
Kuiba,Dérober,Steel,5.0,Positif,Mot,Steal
Kuibaka,Bâtir,Bou,-3.0,Negatif,Mot,Build
kuibakulula,Réédifier,Herbou,6.0,Positif,Mot,Rebuild
Kuidikija,Imiter,Imiteer,8.0,Positif,Verbe,Imitate
Kuidikisha,Départir,Vertrek,8.0,Positif,Mot,Depart
Kuikala,Exister,Bestaan,9.0,Positif,Mot,Exist
Kuikala (muaku wa pa muanda),Être,Wees,8.0,Positif,Mot,Be
Kuikala (muaku),Être,Wees,-3.0,Negatif,Mot,Be
