CILUBA,French,Afrikaans,Zulu,Score,Sentiment,Nature,English_Translation
Disalayi dilami dia tshitudilu,Préfet du prétoire,Praetoriaanse Prefek,PREETORIAN PERCECT,0.0,Neutre,Mot,Prefect of the Praetorian Guard
Disama, Maladie,Siekte,Isifo,-8.0,Negatif,Mot, Disease
Disama dia mashi apatuka,Flux,Vloei,Thuntululeka,-3.0,Negatif,Mot,Flow
Disama dia mubidi kapia,Fièvre,Koors,Imfiva,-5.0,Negatif,Mot,Fever
Disambakana,Rencontre,Vergadering,Hlangana,5.0,Positif,Mot,Encounter
Disambi,Consolation,Troosting,Iduta,8.0,Positif,Mot,Consolation
Disangisha,Rassemblement,Versameling,Idili,0.0,Neutre,Mot,Gathering
Disangisha dia bintu,Collecte,Versamel,Izinto ezibuthelwe ndawonye,4.0,Positif,Mot,Collection
Disanka,Bonheur,Geluk,Injabulo,9.0,Positif,Mot,Happiness
Disanka (dia dijidila dia ntempelo),Dédicace,Toewyding,Ukunikela,7.0,Positif,Mot,Dedication
Disanka (ne),Joyeusement,Vreugdevol,-Nengelo,8.0,Positif,Mot,Joyfully
Disanka dia muoyo,Volupté,Welligheid,Ukuzinikela,7.0,Positif,Mot,Pleasure
Disanka dinene (ne),Transport ,Vervoer,Ukuthutha,6.0,Positif,Mot,Transportation 
Disele,Roseau,Riet,Umnyathi,0.0,Neutre,Mot,Reed
Disengelela; ditendekena,Supplication,Smeking,Ukunxusa,8.0,Positif,Mot,Supplication
Dishima,Mensonge,Leuen,Ginqika,-8.0,Negatif,Mot,Lie
Dishimbuka,Ruine,Ruïne,Ingqile incithakalikayo,-9.0,Negatif,Mot,Ruin
Dishiya,Rive,Kus,Ugu,0.0,Neutre,Mot,Shore
Disolayi,Soldat,Soldaat,Ibutho,2.0,Neutre,Mot,Soldier
Disombuela,Vengeance,Wraak,Ukuphindisela,-8.0,Negatif,Mot,Revenge
Disoso,Déchirure,Traan,Ukudabula,-6.0,Negatif,Mot,Tear
Disu,Œil,Oog,Ihlo,0.0,Neutre,Mot,Eye
Disu (disoso),Trou,Gat,Umgodi,-3.0,Negatif,Mot,Hole
Disua,Souhait,Wens,Fisa,6.0,Positif,Mot,Wish
Disua,Volonté,Wil,Isifiso,7.0,Positif,Mot,Will
Disumakaja,Grincement,Maal,Ntswininiza,-5.0,Negatif,Mot,Squeaking
Disuminyina,Diligence,Ywerigheid,Inkuthalo,7.0,Positif,Verbe,Diligence
Disungula,Choix,Keuse,Ukukhetha,6.0,Positif,Mot,Choice
Disunsula (tshintu),Détail,Detail,Umniningwane,0.0,Neutre,Mot,Detail
Ditabala (mesu),Recouvrement,Herstel,Ukululama,5.0,Positif,Mot,Recovery
Ditabuja,Réception,Ontvangs,Ihhovisi elamukela izivakashi ehhotela,6.0,Positif,Mot,Reception
Ditabuja (ditabuja dia buena kilisto),Fo,Voor,Faka,9.0,Positif,Mot,Fo
Ditabuja dikese,Petite foi,Klein Geloof,Little Faith,-3.0,Negatif,Mot,Little faith
Ditabujija,Perte,Verlies,Ukulahlekelwa,-7.0,Negatif,Mot,Loss
Ditalala,Paix,Vrede,Ukuthula,8.0,Positif,Mot,Peace
Ditama,Joue,Wang,Idlala,0.0,Neutre,Mot,Plays
Ditamba,Branche,Tak,Igatsha,7.0,Positif,Mot,Branch
Ditamba dia mutshi,Sarment,Tak,Ubuhlanya,4.0,Positif,Mot,Sarment
"Ditamba, ditshimuna (kulombola mu)",Triomphe,Triomf,Ngokunqoba,9.0,Positif,Mot,Triumph
Ditangila (dilua),Visitation,Besoek,Ukuhanjelwa,6.0,Positif,Mot,Visitation
Ditapuluka,Intrigue,Intrige,Isakhiwo sendaba,-6.0,Negatif,Mot,Plot
Ditapulula,Différence,Verskil,Umahluko,0.0,Neutre,Mot,Difference
Ditatshisha,Importunité,Belangrikheid,Ukwelulwa kwabahli,-5.0,Negatif,Mot,Importunity
Ditekemena,Espérance,Hoop,Ithemba,9.0,Positif,Mot,Hope
Ditendelela,Culte,Aanbidding,Dumisa,8.0,Positif,Mot,Worship
Ditengula,Circoncision,Besnydenis,Ukusoka,0.0,Neutre,Mot,Circumcision
"Ditengula, divula",Dépouillement,Streeping,Ukubalwa,-6.0,Negatif,Mot,Counting
Ditentekesha dia bianza,Imposition des mains,Handoplegging,Ukulala izandla,7.0,Positif,Mot,Laying on of hands
Diteta,Épreuve,Beproewing,Ukuzama,-5.0,Negatif,Mot,Test
Ditoka dikole,Blancheur,Witheid,Ubumsulwa,6.0,Positif,Mot,Whiteness
Ditomboka,Sédition,Opstandigheid,Ukubangela,-8.0,Negatif,Mot,Sedition
Ditombokela (Nzambi),Apostasie,Afvalligheid,Ukuphuza kakhulu,-9.0,Negatif,Mot,Apostasy
"Ditonda, dikula",Confession,Belydenis,Ukuvuma,8.0,Positif,Mot,Confession
Ditontolola,Contradiction,Teenstrydigheid,Ukuphikisa,-6.0,Negatif,Mot,Contradiction
Ditshina,Persécuter,Vervolging,Nqamuleza,-8.0,Negatif,Verbe,Persecute
Ditshiu,Oreille,Oor,Indlebe,0.0,Neutre,Mot,Ear
Ditu,Forêt,Woud,Ihlathi,0.0,Neutre,Mot,Forest
Ditua (dia muele wa nvita),Tranchant ,Skerp,-Bukhali,-3.0,Negatif,Mot,Sharp 
Ditua mikemu,Gémissement,Kreun,Ukugquma,-6.0,Negatif,Mot,Groan
Dituaya,Tablier,Voorskoot,Iphinifa,0.0,Neutre,Mot,Apron
Dituayi,Mouchoir,Sakdoek,Ihengeshi,0.0,Neutre,Mot,Handkerchief
Ditubula,Pénétrant,Deurdringend,Ukungeniswa,5.0,Positif,Mot,Penetrating
Dituku,"Jour, Journée","Dag, Dag","Usuku, usuku",4.0,Positif,Mot,"Day, Day"
Dituku dia Diledibua,Anniversaire de naissance,Verjaarsdag,Usuku lokuzalwa,6.0,Positif,Mot,Birthday
Dituku dia disanka,Fête,Fees,Inhlangano,8.0,Positif,Mot,Party
Dituku dia Mukelenge,Jour du Seigneur,Dag van die Here,Usuku LeNkosi,9.0,Positif,Mot,Lord&#39;s Day
Ditumbisha,Louange,Lofprysing,Dumisa,9.0,Positif,Mot,Praise
Ditumikila,Soumission,Onderwerping,Ukuthobela,8.0,Positif,Mot,Submission
Ditupakana,Ignorance,Onkunde,Ukungazi,-7.0,Negatif,Mot,Ignorance
Ditutu,Nuée,Wolk,Amafu,0.0,Neutre,Mot,Cloud
Diulu,Ciel,Hemel,Isibhakabhaka,9.0,Positif,Mot,Sky
Diumusha,Enlèvement,Verlading,Ukuthwala,6.0,Positif,Mot,Kidnapping
Diumusha mu ditunga dia bantu kuya nabu mu ditunga dikuabu,Transportation,Vervoer,Ukuthutha,4.0,Positif,Mot,Transportation
Diunvuika,Retentissant,Draaiend,-Ndumisa,5.0,Positif,Mot,Resounding
Divulangana,Débordement,Oorvloeiend,Phuphuma,-4.0,Negatif,Mot,Overflow
Divuluka,Souvenir,Herinnering,Ukukhumbula,6.0,Positif,Mot,Memory
Divundulula,Mouvement,Beweging,Ukuzamazama,4.0,Positif,Mot,Movement
Diya,Départ,Vertrek,Ukuhamba,0.0,Neutre,Mot,Departure
Diyi,Voix,Stem,Iphimbo,5.0,Positif,Mot,Voice
Diyi (diunvua),Message,Boodskap,Izwi elithunyelweyo,6.0,Positif,Mot,Message
Diyi dimue,Accord,Ooreenkoms,Isivumelwano,7.0,Positif,Mot,Agreement
Diyisha,Prédication,Prediking,Ukushumayela,8.0,Positif,Mot,Preaching
Diyisha (meyi),Doctrine,Leerstelling,Imfundiso,6.0,Positif,Mot,Doctrine
Diyoyi,Clameur,Geroep,Umkhumbi wakhomba,-5.0,Negatif,Mot,Clamor
Diyoyo,rouble,Roebel,iceble,-6.0,Negatif,Mot,ruble
Disumpakana,Confusion,Verwarring,Isidididi,-8.0,Negatif,Mot,Confusion
Diyu,Œuf,Eier,Iqanda,0.0,Neutre,Mot,Egg
Tshilulu,Voile,Sluier,Iveyili,0.0,Neutre,Mot,Veil
Tshilulu tshia line tshitoke,Linceul,Lykkleed,Shwimvu,-5.0,Negatif,Mot,Shroud
Tshilumbu,Procès,Verhoor,Ukuqulwa,-6.0,Negatif,Mot,Trial
Tshilumbuluidi,SaTribunal,Tribunaal,Isinanazelo,0.0,Neutre,Mot,His Court
Tshimanu Tshitokesha,Paroi blanchie,Gewitte Muur,Udonga olumhlophe,-3.0,Negatif,Mot,Whitewashed wall
Tshimanyibue,Apparent,Skynbaar,-Bonakele,0.0,Neutre,Mot,Apparent
Tshimanyinu,Preuve,Bewys,Ubufakazi,4.0,Positif,Mot,Evidence
Tshimanyishilu (ne),Marqué,Gemerk,Phawula,0.0,Neutre,Mot,Brand
Tshimenga,Province,Provinsie,Ingxenye yezwe,0.0,Neutre,Mot,Province
"Tshimenga, Musoko",Ville,Stad,Idolobha,5.0,Positif,Mot,City
Tshimpe,Agréé,Goedgekeur,-Vunyelwe,7.0,Positif,Mot,Approved
Tshimuanyi,Dispersion,Verspreiding,Ukuhlakazeka,-4.0,Negatif,Mot,Dispersion
Tshimuenenu, Apparence,Verskyning,Ukubonakala,0.0,Neutre,Mot, Appearance
Tshimuma,Fruit,Vrug,Isithelo,6.0,Positif,Mot,Fruit
Tshimunyi,Flambeau,Fakkel,Isihlonti,5.0,Positif,Mot,Torch
Tshinayi,Quart,Kwartier,Iqhezu elilodwa,0.0,Neutre,Mot,Quarter
Tshindelele,Perplexité,Verwarring,Ukucabanga,-5.0,Negatif,Mot,Perplexity
Tshinefuke,Précieux,Kosbaar,-Nqabile,8.0,Positif,Mot,Precious
Tshinema,Pesant,Weeg,Isisindo,-3.0,Negatif,Mot,Heavy
Tshinene,Large,Groot,-Banzi,0.0,Neutre,Mot,Wide
"Tshinene, tshitumbe (tshia)",Grandement,Baie,Kakhulu,6.0,Positif,Mot,Greatly
Tshinfuanyi,Copie,Kopie,Kopisha,2.0,Neutre,Mot,Copy
Tshinfuanyikiji,Type,Tipe,-Nomusa,3.0,Neutre,Mot,Kind
Tshinfuanyikiji (Eb. 1.3),Empreinte,Afdruk,Umaka wonyawo enhlabathini,5.0,Positif,Mot,Footprint
Tshinfuanyikishi,Image,Beeld,Isithombe,6.0,Positif,Mot,Picture
Tshinfuanyikishi,Ressemblance,Gelykenis,Inswebu,7.0,Positif,Mot,Resemblance
Tshinfyanyi,Conforme,Konformiteit,-Vumelayo,6.0,Positif,Mot,Compliant
Tshinkonya (tshia mayi),Baie,Baai,Itheku,0.0,Neutre,Mot,Bay
Tshintu,Objet,Voorwerp,Nqaba,0.0,Neutre,Mot,Object
Tshintu tshia (tshidi muntu mupete),Possession,Besit,Ukuba nempahla,5.0,Positif,Mot,Possession
Tshintu tshia luse,Aumône,Aalmoese,Izipho,7.0,Positif,Mot,Alms
Tshintu tshia nvita,Arme,Wapen,-Hlomile,0.0,Neutre,Mot,Armed
Tshintu tshinyenga,Chose extorquée,Ding afgepers,Into ekhishwe,-6.0,Negatif,Mot,Extorted item
"Tshintu, Tshiena
bualu",Affaire,Affêre,Indaba,0.0,Neutre,Mot,Affair
Tshintuluntulu,Subit,Gely,Indawo,-4.0,Negatif,Mot,Sudden
Tshinu,Genou,Knie,Idolo,2.0,Neutre,Mot,Knee
Tshinunu,Mille,Duisend,Inkulungwane,0.0,Neutre,Nombre,Thousand
Tshinyangu,Dissipation,Verswakking,Ukuhlakazeka,-7.0,Negatif,Mot,Dissipation
"Tshinyenga (mu
nvita)",Butin,Stewel,Butha,4.0,Positif,Mot,Booty
Tshiona,Son,Klank,Yona,0.0,Neutre,Mot,Her
"Tshioshelu tshia
manananshi",Encensoir,Donderbaar,Umcengeli,6.0,Positif,Mot,Censer
"Tshioshelu, tshishipelu",Autel,Altaar,Ilathi,7.0,Positif,Mot,Altar
Tshiota,Famille,Familie,Umndeni,8.0,Positif,Mot,Family
Tshipambuke,Désordonné,Ongeordend,-Nembayo,-6.0,Negatif,Mot,Messy
"Tshipanza, tshivuadi",Vaisseau,Vaartuig,Umkhumbi,0.0,Neutre,Mot,Vessel
Tshipapu tshia lubilu,Lice,Lys,Inkomba,0.0,Neutre,Mot,Lice
Tshipebua,Dépôt,Deposito,Faka,4.0,Positif,Mot,Deposit
Tshipela,Désert,Woestyn,Hlamuka,-3.0,Negatif,Mot,Desert
Tshipendu,Injure,Belediging,Eyisa,-8.0,Negatif,Mot,Insult
Tshipepele tshikone,Tempête,Storm,Isivunguvungu,-6.0,Negatif,Mot,Storm
Tshipepudi,Van,Van,Imoto eyisigadla,0.0,Neutre,Mot,Van
Tshipese,Morceau,Stuk,Isiqephu,2.0,Neutre,Mot,Piece
Tshipia,Neuf,Nege,Isishiyagalolunye,0.0,Neutre,Nombre,Nine
Tshipiminu,Balance,Balans,Ukuzimelela,0.0,Neutre,Mot,Balance
Tshipiminu tshia bujitu,Livre,Boek,Ibhuku,4.0,Positif,Mot,Book
"Tshipiminu tshia bule
bua mayi",Sonde,Sondering,Icala lolo munye noma,2.0,Neutre,Mot,Probe
Tshipimu,Proportion,Proportie,Ukulinganisa,5.0,Positif,Mot,Proportion
Tshipungidi,Alliance,Alliansie,Isivumelwano sokubambisana,8.0,Positif,Mot,Alliance
Tshipupu,Tourbillon,Warmewind,Shirlwind,-5.0,Negatif,Mot,Whirlpool
Wa lumu lunene,Fameux,Beroemd,-Dumile,6.0,Positif,Mot,Famous
Wa Luse,Miséricordieux,Barmhartig,Isihe,9.0,Positif,Mot,Merciful
Wa mabue,Rocailleux ,Rotsagtig,Namatshe,-4.0,Negatif,Mot,Rocky 
Wa muanda mukulu,Huitième,Agtste,-Sishayagalombili,0.0,Neutre,Numéral,Eighth
Wa Mubidi,Charnel,Vleslik,Intandane,-6.0,Negatif,Mot,Carnal
"Wa Nzambi
(mudimu)",Religieux,Godsdienstig,-Kholiwe,8.0,Positif,Mot,Religious
Wa tshijila,Pur,Suiwer,-Nalutho,9.0,Positif,Mot,Pure
Wa tshijila,Saint,Heilig,Usanti,9.0,Positif,Mot,Saint
Wa tshitema,Neuvième,Negende,Okwesishiyagalolunye,0.0,Neutre,Numéral,Ninth
Wende,Propre,Behoorlike,Vuma,6.0,Positif,Mot,Own
Weste,Occident,Wes,Intshonalanga,0.0,Neutre,Mot,West
Tulu,Sommeil,Slaap,Ukulala,4.0,Positif,Mot,Sleep
Tumuma nvinyo,Raisin,Druif,Amagilebhisi,0.0,Neutre,Mot,Grapes
Tunvi,Fumier,Mis,Ubulongwe,-7.0,Negatif,Mot,Manure
Tupamba,Filets,Nette,Inshiya,2.0,Neutre,Mot,Nets
Tuseka,Moquerie,Spot,Inkalo,5.0,Positif,Mot,Mockery
"Udi Kamama
(mukaji)",Vierge,Maagd,Intombi egcweleyo,8.0,Positif,Mot,Virgin
Udi kawuyi ukumbana,Indignement,Onwaardig,Ngokunukayo,-7.0,Negatif,Mot,Outrageously
Udi kayi disakidila,Ingrat,Ondankbaar,-Ngabongi,-8.0,Negatif,Mot,Ungrateful
Udi kayi muakanangane,Indigne,Onwaardig,-Ngafanele,-7.0,Negatif,Mot,Unworthy
Udi kayi mubingishibue,Inexcusable,Onverskoonbaar,Akunakuqhathaniswa,-9.0,Negatif,Mot,Inexcusable
Udi kayi mujame,Inexpérimenté,Onervare,Ongenalwazi,-6.0,Negatif,Mot,Inexperienced
Udi kayi mumanye mukanda,Illettré,Ongeletterd,-Ngakwazi ukufunda,-8.0,Negatif,Mot,Illiterate
Udi kayi mushindame,Incertain dans ses pensées,Onseker in sy Gedagtes,Ungaqinisekile emcabangweni wakhe,-5.0,Negatif,Mot,Uncertain in his thoughts
Udi kayi mutengula,Incirconcision,Onbesnede,-Ngasokile,-7.0,Negatif,Mot,Incircumcision
Udi kayi ne bualu,Innocent,Onskuldig,-Msulwa,8.0,Positif,Mot,Innocent
"Udi kayi ne
ditekemena kabidi",Désespérer,Wanhoop,Ukuphelelwa yithemba,-8.0,Negatif,Verbe,To despair
Udi kayi ne kudikanda,Incontinent,Onbeskaamd,-Ngavumelani,-6.0,Negatif,Mot,Incontinent
Udi mudifile,Adonné,Verslaaf,Unikele,-4.0,Negatif,Mot,Gave
Udi muela mulawu,Maudit,Vervloek,Kuqalekisiwe,-9.0,Negatif,Mot,Cursed
Udi muena mukoso,Médisant,Bakter,-Bhekabule emuva,-7.0,Negatif,Mot,Slanderous
Udi muitaje,Croyant,Gloend,Okhwalwayo,8.0,Positif,Mot,Believer
Udi mupambuke,Perverti,Verdraaid,Kuhlanekezelwe,-8.0,Negatif,Mot,Perverted
Udi musungula,Élu,Uitverkore,Ekhethwe,9.0,Positif,Mot,Elected
Udi ne bundu,Honteux,Skaam,-Jabhile,-6.0,Negatif,Mot,Ashamed
Udi ne buowa,Timide,Timide,-Esabayo,-4.0,Negatif,Mot,Shy
Udi ne bupole,Paisible,Vreedsaam,-Thulile,8.0,Positif,Mot,Peaceful
Udi ne disakidila,Reconnaître,Herken,Khumbula,9.0,Positif,Mot,Recognize
Udi ne disanka,Bienheureux,Geseënd,-Busisekile,9.0,Positif,Mot,Blessed
Udi ne lukuka lua biuma,Cupide,Gierig,-Hahile,-7.0,Negatif,Mot,Greedy
Udi ne lukunukunu,Zélé,Ywerig,Shisela,8.0,Positif,Mot,Zealous
Udi ne lulamatu,Fidèle,Getrou,-Thembekile,9.0,Positif,Mot,Faithful
Udi ne lumu lunene,Distingué,Vooraanstaande,Dilicaged,7.0,Positif,Mot,Distinguished
Udi ne lutulu,Patient,Geduldig,-Nesineke,8.0,Positif,Mot,Patient
Udi ne manyi,Gras,Vet,Amafutha,0.0,Neutre,Mot,Fat
Udi ne munana,Hydropique,Hidropies,Kwehla,-6.0,Negatif,Mot,Dropsical
Udi ne muoyo,Vivant,Lewend,-Zwayo,9.0,Positif,Mot,Alive
"Udi pabuipi (ne
muntu)",Voisin,Naaste,Umakhelwane,6.0,Positif,Mot,Neighbor
Udi udisuila,Volontaire,Gewillig,-Ngokuzinikela,8.0,Positif,Mot,Voluntary
"Udi ukenga, utata.",Affligé,Geteisterd,-Nobuhlungu,-7.0,Negatif,Mot,Afflicted
Udi ulama tshijila,Continent,Vasteland,Izwekazi,7.0,Positif,Mot,Continent
Udi ulonda ntedelelu wa buena Yuda,Prosélyte,Proseliet,Umguquki,6.0,Positif,Mot,Proselyte
Udi upita (malu bukole),Victorieux,Oorwinnend,-Nqobha,9.0,Positif,Mot,Victorious
Udi usama,Infirme,Siek,Kukhubazekile,-8.0,Negatif,Mot,Disabled
Udi usanka,Joyeux,Blydskapvol,-Thokozile,9.0,Positif,Mot,Happy
Udi uzakala,Tremblant,Bewend,-Bheshekayo,-6.0,Negatif,Mot,Trembling
Udi wenza bibi,Inconvenante,Onwelvoeglik,Empeleni empeleni,-7.0,Negatif,Mot,Inappropriate
Ufuafua,Mourant,Sterwend,Okokufa,-8.0,Negatif,Mot,Dying
Ukungula,Rugissant,Brul,Bhosa,-5.0,Negatif,Mot,Roaring
Umuepele,Unique,Uniek,-Hlukile,8.0,Positif,Mot,Unique
Unakila,Persévérant,Volhardend,Wabaphakelayo,9.0,Positif,Mot,Persevering
Utamba,Surabondant,Oorvloedig,-Banzi,8.0,Positif,Mot,Abundant
Utema,Ardent,Vurig,-Ngecebo,7.0,Positif,Mot,Ardent
Utema (kapia),Brûlant,Brandend,-Vulayo,6.0,Positif,Mot,Burning
Utshiana Wamuishibua,Nourrisson,Baba,Usana,5.0,Positif,Mot,Infant
Utshidi kamama,Chaste,Kuis,Umsulwa,9.0,Positif,Mot,Chaste
Tshisaka,Panier,Mandjie,Ubhasikidi,0.0,Neutre,Mot,Basket
Tshisalu,Marché,Mark,Vakasha,0.0,Neutre,Mot,Walk
Tshisamba,Tribu,Stam,Isizwana,5.0,Positif,Mot,Tribe
Tshisanga,Ile,Eiland,Isiqhingi,0.0,Neutre,Mot,Island
Tshisangisha,Mélange,Mengsel,Xubanisa,0.0,Neutre,Mot,Blend
Tshisanji,Harpe,Harp,Uhado,6.0,Positif,Mot,Harp
Tshisatu tshia pa,Tiers,Derde,Ilungu langaphandle,0.0,Neutre,Mot,Third party
Tshiseba,Cuir,Leer,Isikhumba esishukiweyo,0.0,Neutre,Mot,Leather
Tshiseba tshia kufundila,"Parchemin, Peau","Perkament, Vel","Isikhumba, fihla",0.0,Neutre,Mot,"Parchment, Skin"
Tshisenesha,Uni,Effens,-Hlangene,6.0,Positif,Mot,United
Tshishi,Teigne,Mot,Inhloso,-6.0,Negatif,Mot,Ringworm
Tshishiki,Entièrement,Heeltemal,Konke,7.0,Positif,Mot,Entirely
Tshishikula tshimue ne mbombo inayi ne binunu binayi,Cent quarante-quatre mille,Eenhonderd Vier-en-veertigduisend,Izinkulungwane eziyikhulu namashumi amane nane,0.0,Neutre,Nombre,One hundred and forty-four thousand
Tshishima,Miraculeux,Wonderbaarlik,Ngokuyisimangaliso,9.0,Positif,Mot,Miraculous
Tshishimikidi,Soutien,Ondersteuning,Singatha,8.0,Positif,Mot,Support
Tshishindame,Immobile,Immobiel,Indlovumula,4.0,Positif,Mot,Motionless
Tshishipelu,Boucherie,Slaghuis,Isitolo se-Butcher's,-8.0,Negatif,Mot,Butcher&#39;s shop
Tshisombedi,Siège,Beleër,Isihlalo,3.0,Neutre,Mot,Seat
Tshisonga,Chardon,Distel,Thi Tistle,-5.0,Negatif,Mot,Thistle
"Tshisuikidi, nkanu",Lien,Skakel,Ulungu lokuthile,4.0,Positif,Mot,Link
Tshisumbu,Compagnie,Geselskap,Iviyo,0.0,Neutre,Mot,Company
Tshisumbu (tshia banayi),Bande ,Orkes,Isibopho,0.0,Neutre,Mot,Band 
"Tshisumbu tshia
bantu",Attroupement,Vergadering,Idili,-4.0,Negatif,Mot,Crowd
Tshisumbu tshia bena nvita,Armée,Leër,Impi,6.0,Positif,Mot,Army
Tshisumbu tshia masalayi,Cohorte,Kohort,Cohort,5.0,Positif,Mot,Cohort
"Tshisumbu tshia
nyama",Troupeau,Kudde,Idanzi,0.0,Neutre,Mot,Herd
Tshisumbu tshienene tshia bantu,Populace,Bevolking,Ukuphindisa,-5.0,Negatif,Mot,Populace
Tshitadi (kulambula),Tribut,Huldeblyk,Okuhlonipha,4.0,Positif,Mot,Tribute
Tshitaku tshia buatu,Poupe,Streng,-Zithiba,0.0,Neutre,Mot,Stern
Tshitalale,Doux,Soet,-Potozelayo,8.0,Positif,Mot,Soft
Tshitambala,Suaire,Lykkleed,Shwimvu,-6.0,Negatif,Mot,Shroud
Tshitambe buimpe,Meilleur,Beste,-Hle kakhulu,9.0,Positif,Mot,Best
Tshitangidilu,Théâtre,Teater,Ithiyeta,5.0,Positif,Mot,Theater
Tshitapitapi,Onguent,Salf,Okokugcobisa umzimba,7.0,Positif,Mot,Ointment
Tshitekelu tshia makasa,Marchepied,Trappies,Ibhodi,4.0,Positif,Mot,Step stool
"Tshitekelu tshia
minda",Chandelier,Kandelaar,Ikhandlela,6.0,Positif,Mot,Candlestick
Tshitema,Brillant,Helder,-Gqamile,8.0,Positif,Mot,Bright
Tshitendelelu,Sanctuaire,Heiland,Isiphephelo,9.0,Positif,Mot,Sanctuary
Tshitoke,Blanc,Wit,Okumhlophe,7.0,Positif,Mot,White
Tshitoketoke,Livide,Lewendige,-Bubhegqayela,-6.0,Negatif,Mot,Livid
Tshitotshi,Boue,Modder,Ibishi,-7.0,Negatif,Mot,Mud
Tshitshiu,Dureté,Hardheid,Ubunzima,-5.0,Negatif,Mot,Hardness
Tshitua (muele anyi kele),Tranchant,Skerp,-Bukhali,-4.0,Negatif,Mot,Sharp
Tshituadilu tshia tshitalu,Bière,Bier,Ubhiya,0.0,Neutre,Mot,Beer
Tshitudilu,Camp,Kamp,Khempa,0.0,Neutre,Mot,Camp
Tshitue (tshiamua),Aigu,Skerp,-Hlabayo,5.0,Positif,Mot,Acute
Tshitue luepu,Salé,Sout,-Ngcolile,0.0,Neutre,Mot,Dirty
Tshituilu,Aire,Gebied,Indawo,0.0,Neutre,Mot,Area
Tshitupa tshipi,Bientôt,Binnekort,Ngokushesha,4.0,Positif,Mot,Soon
Tshiula,Grenouille,Padda,Iselesele,0.0,Neutre,Mot,Frog
Tshiûle,Plein,Vol,-Gcwele,6.0,Positif,Mot,Full
Tshiunvuika,Intelligible,Verstaanbaar,-Sobala,7.0,Positif,Mot,Intelligible
Tshiuyuya,Tiède,Warm,Lukewarm,-3.0,Negatif,Mot,Lukewarm
Tshivulangane,Varié,Gevarieerd,-Nhlobonhlobo,5.0,Positif,Mot,Varied
Tshivulukidi,Mémoire,Herinnering,Ukukhumbula,6.0,Positif,Mot,Memory
Tshiyole,Famine,Hongersnood,Indlala,-8.0,Negatif,Mot,Famine
Tshume,Sec,Droog,-Omile,-4.0,Negatif,Mot,Dry
Tshuwidi,Plénitude,Volheid,Ukugcwele,8.0,Positif,Mot,Fullness
Tsilulu tshipuekele,Costume décent,Kostuum ordentlik,I-HORTENT Suit,7.0,Positif,Mot,Decent suit
Tsjiji,Rage,Woede,Intukuthelo esabisayo,-7.0,Negatif,Mot,Rage
Tujila,Ruelle,Stegie,Umhubhe,0.0,Neutre,Mot,Alley
Tshidime,Cultivateur,Boer,Umninipulazi,5.0,Positif,Mot,Farmer
Tshidimu,Année,Jaar,Unyaka,0.0,Neutre,Mot,Year
"Tshidimu tshia
mashika",Hiver,Winter,Ubusika,0.0,Neutre,Mot,Winter
Tshidimu tshia mayowa,Été,Somer,Ihlobo,5.0,Positif,Mot,Summer
Tshiena bualu,Sujet,Onderwerp,Beka,0.0,Neutre,Mot,Subject
Tshiena lomo,Latin,Latyn,IsiLatini,0.0,Neutre,Mot,Latin
Tshiendelele,A Jamais,Vir Altyd,Naphakade,9.0,Positif,Mot,Forever
Tshiendelu,Parvis,Parvis,Igceke,4.0,Positif,Mot,Forecourt
Tshienzedi,Action,Aksie,Ukwenza,6.0,Positif,Mot,Action
"Tshienzedi, malu",Œuvre,Werk,Ubuciko,7.0,Positif,Mot,Artwork
Tshieya,Garant,Borg,Umphathi,5.0,Positif,Mot,Guarantor
Tshifuafua,Mortel,Sterflik,-Phethe,-6.0,Negatif,Mot,Mortal
Tshifufu,Complot,Plot,Umbimbi,-7.0,Negatif,Mot,Conspiracy
Tshifukibua,Créature,Skepsel,Isilwane,6.0,Positif,Mot,Creature
"Tshifukibua tshipia
tshipia",Nouvelle création,Nuwe Skepping,Indalo entsha,8.0,Positif,Mot,New creation
Tshifulu,Casque,Helm,Umgqomo,4.0,Positif,Mot,Helmet
Tshifulu tshia butumbi,Diadème,Diara,Tisana,7.0,Positif,Mot,Tiara
Tshiji,Colère,Woede,Intukuthelo,-7.0,Negatif,Mot,Anger
Tshiji,Colère ,Toorn,Intukuthelo,-6.0,Negatif,Mot,Anger 
Tshiji (tshikole),Fureur,Fuurheid,Isibhengubhengu,-8.0,Negatif,Mot,Fury
Tshijidila,Sacré,Heilig,-Ngcwele,9.0,Positif,Mot,Sacred
Tshijila,Sainteté,Heilig,Ubungcwele,9.0,Positif,Mot,Holiness
Tshijila (mu),Saintement,Heilig,'-Ngcwele,8.0,Positif,Mot,Holyly
Tshijila (wa),Saint,Heilig,Usanti,9.0,Positif,Mot,Saint
Tshikaminu,Pressoir,Wynpers,Gcinezela,0.0,Neutre,Mot,Press
Tshikanga,Cuit,Gekook,Iphekwe,0.0,Neutre,Mot,Cooked
Tshikankanyi,Talon,Hakskeen,Isithende,0.0,Neutre,Mot,Heel
Tshikena kumona,Vision,Visie,Umbono,8.0,Positif,Mot,Vision
"Tshikole adi, tshidi",Grave,Graf,-Khulu,-4.0,Negatif,Mot,Severe
Tshikololo,Corbeau,Raaf,Igwababa,0.0,Neutre,Mot,Crow
Tshikololo; Mukanku,Aigle,Arend,Ukhozi,5.0,Positif,Mot,Eagle
