CILUBA,French,Afrikaans,Zulu,Score,Sentiment,Nature,English_Translation,Tsonga_Translation
Muntu ne mukuabu,Mutuel,Wedersyds,Okubambisene,3.0,Positif,Mot,Mutual,Ntwanano
Muntu ne muntu,Individuellement,Individueel,Umuntu ngamunye,0.0,Neutre,Mot,Individually,Hi munhu hi xiyexe
"Muntu udi mupudikile, ne
mupange dikima",Femmelette,Swak,I-Femmelette,-5.0,Negatif,Mot,Little woman,Wansati lontsongo
Muntu utshiena kamama (mulume anyi mukaji),Virginité,Maagdelikheid,Ubuntombi,3.0,Positif,Mot,Virginity,Vunhwana
Muntu wa munda,Homme intérieur,Innere Mens,Umuntu Wangaphakathi,2.0,Positif,Mot,Inner Man,Munhu wa le Ndzeni
Muntu wa Nzambi,Homme de Dieu,Man van God,Umuntu kaNkulunkulu,5.0,Positif,Mot,Man of God,Munhu wa Xikwembu
Munu,Doigt,Vinger,Umunwe,0.0,Neutre,Mot,Finger,Ritiho
Munu (wa maluvu),Buveur,Drinker,Umuntu ophuzayo,-4.0,Negatif,Mot,Drinker,Munwi wa swakunwa
Munvui,Auditeur,Luisteraar,Umcwaningi mabhuku,2.0,Positif,Mot,Listener,Muyingiseri
Munyenganganyi,Sacrilège,Heiligheilig,Sacrilege,-8.0,Negatif,Mot,Sacrilege,Ku rhuketela
Munyengi,Ravisseur,Ontvoerder,I-Ravisseur,-7.0,Negatif,Mot,Abductor,Muphangi wa swilo
Munyenyi,"Brigand, Larron","Rower, Dief","I-Brigand, Isela",-8.0,Negatif,Mot,"Brigand, Thief","Brigand, Muyivi"
"Munyingalaja
(kuikala)",Indigné,Verontwaardig,Kuyathukuthelisa,-3.0,Negatif,Mot,Unworthy,A swi faneleki
Munyingalala,Peiné,Gepyn,Okudwetshiwe,-4.0,Negatif,Mot,Penalty,Nxupulo
Munyinyi munene wa mu mayi,Cétacé,Walvis,I-Cetacean,0.0,Neutre,Mot,Cetacean,Xiharhi xa Cetacean
"Munyinyi wa mu mayi, Mushipa",Poisson,Vis,Inhlanzi,0.0,Neutre,Mot,Fish,Hlampfi
Muomumue,Égal,Gelyke,Ilingana,3.0,Positif,Mot,Equal,Ndzingano
Muondapi; nganga buka,Médecin,Geneesheer,Udokotela,4.0,Positif,Mot,Doctor,Dokodela
Muonji (lukanu),Câble,Kabel,Ikhebula,0.0,Neutre,Mot,Cable,Cable
Muosa,Poil,Haar,Izinwele,0.0,Neutre,Mot,Hair,Nsisi
Muoyo,Vie,Lewe,Impilo,5.0,Positif,Mot,Life,Vutomi
Muoyo (tshidi ne),Vif,Lewendig,Okugqamile,3.0,Positif,Mot,Lively,Ku hanya
Muoyo (udi ne muoyo),Vivant,Lewendige,Uyaphila,4.0,Positif,Mot,Alive,Hanya
Muoyo wa tshiendelele,Vie éternelle,Ewige Lewe Verleier,Ukuphila okuphakade,6.0,Positif,Mot,Eternal life,Vutomi lebyi nga heriki
Mupambuishi,Séducteur,Swerwer,Umuntu oyengayo,-6.0,Negatif,Mot,Seducer,Mukanganyisi
Mupambuke,Errant,Onkundig,I-stray,-3.0,Negatif,Mot,Wandering,Ku rhendzeleka-rhendzeleka
Mupangi,Ignorant,Verkoper,Ukungazinaki,-5.0,Negatif,Mot,Ignorant,Ku pfumala vutivi
Mupanyi,Vendeur,Behoeftig,Umthengisi,0.0,Neutre,Mot,Seller,Muxavisi
Mupele,Nécessiteuse,Godslasteraar,Kuyadingeka,-4.0,Negatif,Mot,Needy,Lava pfumalaka
Mupendianganyi,Blasphémateur Outrageux,Skordaat,Umhlambalazi Ohlambalazayo,-8.0,Negatif,Mot,Outrageous blasphemer,Musandzi la hlundzukisaka
Mupenya,Éclair,Weerlig,Umbani,0.0,Neutre,Mot,Flash,Rihati
Mupepele,Aisé,Gerieflik,Amanani angabizi,3.0,Positif,Mot,Easy,Olova
Mupia-mupia,nouvelle,Nuwe,okusha,2.0,Positif,Mot,new,xintshwa
Mupiamupia mu Bualu bua Nzambi (mukudimune mutshima),Converti,Bekeerling,Kuguquliwe,4.0,Positif,Mot,Converted,Ku hundzukile
Mupianyi,Héritier,Erfgenaam,Indlalifa,5.0,Positif,Mot,Heir,Mudyandzhaka
Mupika,Esclave,Slaaf,Isigqila,-6.0,Negatif,Mot,Slave,Hlonga
Mupika mukaji,Servante,Dienskneg,Incekukazi,0.0,Neutre,Mot,Servant,Nandza
"Mupika, muena mudimu",,,,2.0,Positif,Mot,,nan
Mupile,Coupable,Skuldig,Unecala,-7.0,Negatif,Mot,Guilty,Nandzu
Mupinganyi,Successeur,Opvolger,Olandelayo,3.0,Positif,Mot,Successor,Mutlhandlami wa yena
Mupote,Fou,Mal,Uyahlanya,-6.0,Negatif,Mot,Mad,Penga
Muprofete,Prophète,Profeet,Umprofethi,5.0,Positif,Mot,Prophet,Muprofeta
Muprofete mukaji,Prophétesse,Profetes,Umprofethikazi,5.0,Positif,Mot,Prophetess,Muprofeta wa xisati
Mupstolo,Apôtre,Apostel,Umphostoli,5.0,Positif,Mot,Apostle,Muapostola
Mupuekele,Moindre,Minder,Okuncane,-3.0,Negatif,Mot,Lesser,Leswitsongo
Mupumbishibue,Absent,Afwesig,Kude,-2.0,Negatif,Mot,Absent,Xwa
Mupuya,Odeur,Reuk,Iphunga,0.0,Neutre,Mot,Smell,Risema
Mupuya wa Nzambi,Inspiré de Dieu,Geïnspireer deur God,Ukuphefumulelwa nguNkulunkulu,6.0,Positif,Mot,Inspired by God,Hi ku huhuteriwa hi Xikwembu
Musadoke,Sadducéen,Sadduseër,I-Sadducee,0.0,Neutre,Mot,Sadducee,Musaduki
Musambu,Cantique,Lied,Ingoma,4.0,Positif,Mot,Hymn,Risimu ra Xitsonga
Musame,Malade,Siek,Ukugula,-6.0,Negatif,Mot,Sick,Vabya
Musame wa kaneke,Paralysé,Verlam,Ikhubazekile,-7.0,Negatif,Mot,Paralyzed,Ku oma swirho
Musamu,Oreiller,Kussing,Umcamelo,0.0,Neutre,Mot,Pillow,Xikhigelo
Musangishi wa milambu,Publicain,Tollenaar,I-Publican,-2.0,Positif,Mot,Publican,Muhakeri wa xibalo
"Musangu, Misangu",Foi,Geloof,Ukholo,0.0,Neutre,Mot,Faith,Ripfumelo
Musanke (kuikala),Satisfait,Tevrede,Wanelisekile,3.0,Positif,Mot,Satisfied,Eneriseka
"Musanke, mupole",Content,Bly,Okuqukethwe,4.0,Positif,Mot,Thrilled,Nyanyula
"Musankididi wa
benyi",,,,4.0,Positif,Mot,,nan
Museki,Moqueur,Spotter,Ukuhleka usulu,-5.0,Negatif,Mot,Mocking,Ku hlekula
Musenji,Barbare,Barbaar,I-Barbarian,-6.0,Negatif,Mot,Barbarous,Barbarous
Mushamusha,Moinea,Moinea,E-Moinea,2.0,Positif,Mot,Moinea,Moinea
Mushete,Boisseau,Buissel,I-Boisseau,0.0,Neutre,Mot,Bushel,Bushel
Mushiku,Ouverture,Openende,Inani le-aperture:,2.0,Positif,Mot,Opening,Ku pfula
Mushikuwa mbelu,Porte,Deur,Umnyango,1.0,Neutre,Mot,Door,Rivanti
Mushimi,Menteur,Leuenaar,Umqambimanga,-7.0,Negatif,Mot,Liar,Muhembi
Mushimianganyi,Trompeur,Bedrieër,Umkhohlisi,-7.0,Negatif,Mot,Misleading,Ku hambukisa
Mushindu,Façon,Weg,Indlela,0.0,Neutre,Mot,Way,Ndlela
Mushindu (nyama…),Espèce,Spesie,Izinhlobo,0.0,Neutre,Mot,Species,Muxaka
Mushindu eu,Sorte,Soort,Hlunga,0.0,Neutre,Mot,Sort,Hlela
Mushindu mubi,Injustement,Onregverdig,Akulungile,-6.0,Negatif,Mot,Unfairly,Hi ndlela leyi nga lulamangiki
"Mushindu udi kawuyi
wa Nzambi",Impiement,Goddeloos,Ukukhokhela,-7.0,Negatif,Mot,Impiety,Ku pfumala Xikwembu
Mushindu wa kuikala,Manière d'être,Weg van Wees,Indlela yokuba,0.0,Neutre,Mot,Way of being,Ndlela yo va kona
Mushinga,Valeur,Waarde,Inani,2.0,Positif,Mot,Value,Nkoka
"Mushinga, tshuwidi, disangisha",Somme,Som,Isamba,0.0,Neutre,Mot,Sum,Ntsengo
Mushintakaji,Changeur,Wisselaar,Ukushintsha,0.0,Neutre,Mot,Money changer,Mucinci wa mali
Mushipi,Destructeur,Vernietiger,Umcekela phansi,-8.0,Negatif,Mot,Destructive,Swi onha
Mushipi wa bipungidi,Implacable,Mededogenloos,Ukungakhululeki,-7.0,Negatif,Mot,Implacable,A swi nga rivaleki
Mushipi wa mikenji,Transgresseur,Oortreder,Isiphambeko,-8.0,Negatif,Mot,Transgressor,Mudyohi
Mushipianganyi,Meurtrier,Moordenaar,Umbulali,-9.0,Negatif,Mot,Murderer,Mudlayi
Mushipu,Automne,Herfs,Ukwindla,0.0,Neutre,Mot,Autumn,Xixikana
Musoko,Cité,Stad,Kucashunwe,0.0,Neutre,Mot,Quoted,Ku tshahiwile
Musoko mukese,Village,Dorp,Idolobhana,2.0,Positif,Mot,Village,Tiko
Musokoko,Secret,Geheim,Imfihlo,-1.0,Positif,Mot,Secret,Xihundla
Musokome (muaba),Secret,Geheim,Imfihlo,-1.0,Positif,Mot,Secret,Xihundla
Musombeshanganyi,Créancier,Skuldeiser,Umuntu okweleta imali,0.0,Neutre,Mot,Creditor,Mukoloti
Musombuedi,Vengeur,Wraaker,Umphindiseli,-6.0,Negatif,Mot,Avenger,Murihiseri
Musonga,Faîte,Rand,Yenza,2.0,Positif,Mot,Done,Endlile
Musonguedianganyi,Délateur,Informant,Umhlengi,-8.0,Negatif,Mot,Informer,Mutivi wa mahungu
Musuka,Âme,Siel,Soul,5.0,Positif,Mot,Soul,Moya
Musukulampampa,Éponge,Spons,Isiponji,0.0,Neutre,Mot,Sponge,Xiponci
Musulu,Fleuve,Rivier,Umfula,2.0,Positif,Mot,River,Nambu
Musumba,Multitude,Menigte,Ubuningi,0.0,Neutre,Mot,Multitude,Vunyingi bya vanhu
Musungidi,auveur,Verlosser,i-auveur,6.0,Positif,Mot,light,rivoni
Mutabale (kuikala),Vigilant,Waaksaam,Uqaphile,5.0,Positif,Mot,Vigilant,Ku xalamuka
Mutalela,Humidité,Vogtigheid,Umswakama,0.0,Neutre,Mot,Humidity,Nkahelo
Mutambe (mushintuludi),Fort,Sterk,Inamandla,0.0,Neutre,Mot,Strong,Tiya
Mutanda,Pâte,Deeg,Inhlama,0.0,Neutre,Mot,Dough,Dowu
Mutangadiki,Évangéliste,Evangelis,Umvangeli,5.0,Positif,Mot,Evangelist,Muvuri wa Evhangeli
Mutangidi,Surveillant,Oopsiener,Umphathi,2.0,Positif,Mot,Supervisor,Mulanguteri
Mutatakane,Inconstant,Wisselvas,Akuvumelani,-4.0,Negatif,Mot,Inconstant,Ku nga tshamiseki
Mutekete,Faible,Swak,Phansi,-5.0,Negatif,Mot,Weak,Vevuka
Mutekete (muntu),Impotent,Impotent,Kukhokhiswa intela,-6.0,Negatif,Mot,Impotent,Ku pfumala matimba
Mutelu (katshiyi),Couture,Naaiwerk,Ukuthunga,-2.0,Negatif,Mot,Sewing,Ku rhunga
Mutempeshi wa mbuku,Exorciste,Drywer,I-exorcist,3.0,Positif,Mot,Exorcist,Muhlongori wa mademona
"Mutendeledi wa
mpingu",Idolâtre,Afgodedienaar,Ukukhonza izithombe,-8.0,Negatif,Mot,Idolatrous,Ku gandzela swikwembu swa hava
Mutentekedi,Agent secret,Geheime Agent,I-Ejenti Eyimfihlo,-3.0,Positif,Mot,Secret agent,Muyimeri wa xihundla
Muteyi,Tentateur,Versoeker,Umlingi,-7.0,Negatif,Mot,Tempter,Muringi
Mutoke,,,,2.0,Positif,Mot,,nan
Mutontolodi,Murmurateur,Murmureerder,Umuntu ohlebayo,-6.0,Negatif,Mot,Murmurer,Mumundzuku
Mutoto,Étoile,Ster,Inkanyezi,3.0,Positif,Mot,Star,Nyeleti
Mutoto wa nkesha,Étoile du matin,Môrester,Inkanyezi Yasekuseni,4.0,Positif,Mot,Morning Star,Nyeleti ya Mixo
Mutoyi,Mélodie,Melodie,I-melody,3.0,Positif,Mot,Melody,Melody ya vuyimbeleri
Mutshi,Plante végétale,Plant,Isitshalo,2.0,Positif,Mot,Plant,Ximila
Mutshi munene,Poutre,Balk,I-Beam,0.0,Neutre,Mot,Beam,Rivoni
"Mutshi
mutshiamakane",Bois,Hout,Izinkuni,0.0,Neutre,Mot,Drink,Nwana
Mutshi mutshiamakane,Croix,Kruis,Uphawu,5.0,Positif,Mot,Cross,Tsemakanya
Mutshi wa Nfigi,Figuier,Vy Boom,Isihlahla somkhiwane,2.0,Positif,Mot,Fig tree,Murhi wa nkuwa
Mutshi wa tshikokedi,Joug,Juk,I-Yogi,-3.0,Negatif,Mot,Yoke,Joko
Mutshi wa tshikunyibua,Tige,Roede,Induku,0.0,Neutre,Mot,Stem,Nsinya
Mutshima,Cœur,Hart,Inhliziyo,5.0,Positif,Mot,Heart,Mbilu
Mutshima munene,Serrement,Beklemtoning,Ukuqina,-2.0,Negatif,Mot,Tightening,Ku tiyisisa
"Mutshima, kondo ka mutshima",Conscience,Gewete,Ukuqwashisa,4.0,Positif,Mot,Awareness,Vulemukisi
Dibungama,Regret,Spyt,Ukuzisola,-5.0,Negatif,Mot,Regret,Tisola
Dibungi,Nuage,Wolk,I-Cloud,0.0,Neutre,Mot,Cloud,Papa
Dibungibungi,Vapeur,Damp,Umusi,0.0,Neutre,Mot,Steam,Nkahelo
Dibutuka,Destruction,Vernietiging,Ukubhujiswa,-8.0,Negatif,Mot,Destruction,Onha
Didia dia disanka,Festin,Feesmaal,Idili,4.0,Positif,Mot,Feast,Swakudya
Didianjila,Avance,Vooruitgang,Kusengaphambili,2.0,Positif,Mot,Advance,Hundzela
"Didianjila kukosa
bualu mu mutshima",Préférence,Voorkeur,Okukhethayo,3.0,Positif,Mot,Preference,Tsakela
Didianjila kumanya,Préconnaissance,Voorkennis,Ukwazi kusengaphambili,2.0,Positif,Mot,Prior knowledge,Vutivi bya le mahlweni
Didibingisha,Excuse,Verskoning,Ukuxolisa,0.0,Neutre,Mot,Excuse,Tlhenguka
Dididishi,Fenêtre,Venster,iwindi,0.0,Neutre,Mot,Window,Fasitere
Didikanda,Tempérance,Matigheid,Izinga lokushisa,4.0,Positif,Mot,Temperance,Ku tikhoma
"Didimuisha, dilongesha, kalasa",Discipline,Dissipline,Isiyalo,3.0,Positif,Mot,Discipline,Tshinya
Didinga,Fraude,Bedrog,Ukukhwabanisa,-7.0,Negatif,Mot,Fraud,Vuxisi
Didisankisha,Satisfaction,Tevredenheid,Ukwaneliseka,4.0,Positif,Mot,Satisfaction,Eneriseka
Didisua; diambu,Orgueil,Trots,Ukuziqhenya,-6.0,Negatif,Mot,Pride,Manyunyu
Didiunda,Croissance,Groei,Ukukhula,5.0,Positif,Mot,Growth,Ku kula
Didiundisha,Avancemen,Vordering,Ukuqhubeka,5.0,Positif,Mot,Advancement,Ku ya emahlweni
Dieba,Épine,Doring,Umhlanga,-4.0,Negatif,Mot,Spiked,Spiked
Diedibua dia manyi,Onction,Salwing,Ukugcoba,5.0,Positif,Mot,Anointing,Ku tota
Dienza,Opérant,Bedryf,Opharetha,3.0,Positif,Mot,Operating,Ku tirha
Dienzeja dia dipambuka,Énergie d'erreur,Energie van Dwaling,Amandla wephutha,-6.0,Negatif,Mot,Error energy,Enerji ya swihoxo
Dienzejibua ku bukole,Contrainte,Beperking,Isithiyo,-3.0,Negatif,Mot,Constraint,Xihinga
Difika dia munda,Courroux,Woede,Ulaka,-7.0,Negatif,Mot,Wrath,Vukarhi
Difikisha munda,Irritation,Irritasie,Ukucasuka,0.0,Negatif,Mot,Irritation,Ku hlundzuka
Difu,Estomac,Maag,Isisu,0.0,Neutre,Mot,Stomach,Khwiri
Difuma,Lance,Spies,I-Lance,-2.0,Negatif,Mot,Spear,Xitlhangu xa xirhendzevutani
Difutu,Dépens,Koste,Izindleko,3.0,Positif,Mot,Expenses,Madurhelo
Difutu,Salaire,Loon,Umholo,3.0,Positif,Mot,Salary,Muholo
Dijadika,Convictio,Oortuiging,I-Convictio,4.0,Positif,Mot,Conviction,Ku khorwiseka
Dijadikibua,Expérience,Ervaring,Okokuzithokozisa,3.0,Positif,Mot,Experience,Hlangana
Dijalame,Légal,Regs,Ezomthetho,2.0,Positif,Mot,Legal,Xinawu
Dijanguluka,Retardement,Vertraging,Ukubambezeleka,-2.0,Negatif,Mot,Delay,Hlwela
Dijiba,La,Die,I,0.0,Neutre,Mot,There,Kwalaho
Dijikula,Profession,Beroep,Umsebenzi,2.0,Positif,Mot,Occupation,Ntirho
Dijimbu,Obscurément,Onderskeidbaar,Okungaqondakali,-2.0,Negatif,Mot,Obscurely,Hi ndlela leyi nga twisisekiki
Dijimija,Pervers,Pervers,Abahlanekezeli,-8.0,Negatif,Mot,Pervert,Muxanisi wa vaxisati
"Dijimija, kulekelela (bubi)",Rémission,Kwytskelding,Ukubuyiswa kwemali,4.0,Positif,Mot,Remission,Ku rivaleriwa
Dijimina,Disparaître,Verdwyn,Zinyamalale,-1.0,Positif,Mot,Disappear,Nyamalala
Dijimina dikole,Dommage,Skade,Umonakalo,-4.0,Negatif,Mot,Damage,Onhaka
Dijinga,Besoin,Nood,Isidingo,1.0,Positif,Mot,Need,Xilaveko
Dijingulula,Discernemen,Onderskeidingsvermoë,Abaqondayo,4.0,Positif,Mot,Discernment,Ku twisisa
Dijula,Relèvement,Opstaan,Ibombo:,4.0,Positif,Mot,Relief,Mpfuno
Dikalu,Char,Strydwa,Ishaja,0.0,Neutre,Mot,Tank,Tanki ya xirhendzevutani
Dikamakama,Fourberie,Bedrog,Ubuqili,-7.0,Negatif,Mot,Deceit,Vuxisi
Dikankamaja,Rafraîchissement,Verfrissing,Ukuqabuleka,3.0,Positif,Mot,Refreshment,Ku phyuphyisa
Dikanyina,Menace,Bedreiging,Usongo,-6.0,Negatif,Mot,Threat,Nxungeto
Dikasa,Piège,Valstrik,Ugibe,-3.0,Positif,Mot,Trap,Xirimbana
Dikatshi,Rayon,Straal,Umsakazo,2.0,Positif,Mot,Radius,Radius ya xirhendzevutani
Dikelemesha,Égalité,Gelykheid,Ukulingana,4.0,Positif,Mot,Equality,Ku ringana
Dikema,Étonnement,Verbasing,Ukumangala,-2.0,Positif,Mot,Astonishment,Ku hlamala
Dikenga,Misère,Ellende,Ubumpofu,-8.0,Negatif,Mot,Misery,Maxangu
Dikenga,Tribulation,Verdrukking,Usizi,-7.0,Negatif,Mot,Tribulation,Nhlomulo
Dikenga (dikole),Détresse,Nood,Usizi,-7.0,Negatif,Mot,Distress,Maxangwini
Dikenga dia bintu,Privation,Ontbering,Ukuncishwa,-6.0,Negatif,Mot,Deprivation,Ku pfumala swilo
Dikengeshibua,Oppression,Onderdrukking,Ukucindezelwa,-8.0,Negatif,Mot,Oppression,Ku tshikileriwa
Dikenke,Éclat,Helderheid,Ukukhanya,3.0,Positif,Mot,Glow,Vangama
Dikima,Assuranc,Versekering,I-Assuranc,4.0,Positif,Mot,Insurance,Ndzindzakhombo
Dikisha,Repos,Rus,Phumula,3.0,Positif,Mot,Rest,Wisa
Dikolesha,Exhortation,Vermaning,Isikhuthazo,2.0,Positif,Mot,Exhortation,Xikhutazo
Dikonka,Question,Vraag,Umbuzo,0.0,Neutre,Mot,Question,Xivutiso
Dikuatshisha,Profit,Wins,Inzuzo,4.0,Positif,Mot,Profit,Bindzula
Dikuatshishangana,Fournissement,Voorsiening,Nikeza,3.0,Positif,Mot,Supply,Phakela
Dikudimuka,Variation,Variasie,Ukuhlukahluka,-1.0,Positif,Mot,Variation,Ku hambana ka swilo
Dikudimuna,Changement,Verandering,Shintsha,1.0,Positif,Mot,Change,Cinca
Dikudimuna dia mutshima,Repentance,Bekering,Ukuphenduka,4.0,Positif,Mot,Repentance,Ku hundzuka
"Dikuma dia mutshima bipeta mu
njila mibi",Avide d'un gain honteux,Gulsig vir skandelike wins,Ukulangazelela inzuzo eyihlazo,-7.0,Negatif,Mot,Greedy for shameful gain,Makwanga ya ku vuyeriwa hi tingana
Dikuma dia mutshima ku biuma,Avarice,Gierigheid,I-Avarice,-6.0,Negatif,Mot,Avarice,Ku navela ka rimbewu
Dikumbana,Accomplissement ,Prestasie,Ukufeza,5.0,Positif,Mot,Achievement ,Fikelela 
Dikumi,Dix,Tien,Eziyishumi,0.0,Neutre,Mot,Ten,Khume
Dikumi ne binayi,Quatorze,Veertien,Ishumi nane,0.0,Neutre,Mot,Fourteen,Khumemune
Dikumi ne ibidi,Douze,Twaalf,Ishumi nambili,0.0,Neutre,Mot,Twelve,Khumembirhi
Dikumi ne itanu,Quinze,Vyftien,Ishumi nanhlanu,0.0,Neutre,Mot,Fifteen,Khumentlhanu
Dikumi ne muanda mukulu,Dix-huit,Agtien,Ishumi nesishiyagalombili,0.0,Neutre,Mot,Eighteen,Khumenhungu
Dikumi ne umue,Onzième,Elfde,Eyeshumi nanye,0.0,Neutre,Nombre,Eleventh,Xa vukhume-n’we
Dikunji,Colonne,Kolom,Ikholomu,0.0,Neutre,Mot,Column,Kholomo
Dikunyibua,Implanté,Ingeplant,Kufakelwe,2.0,Positif,Mot,Implanted,Ku nghenisiwa
Dikunza,Roux,Rooi,Okubomvu,0.0,Neutre,Mot,Redhead,Nhloko yo tshwuka
Dikuta,Monnaie,Geld,Ikharensi,0.0,Neutre,Mot,Cash,Khexe
Dikuta dikese,Sou,Sou,I-Sou,0.0,Neutre,Mot,Sou,Sou
Diledibua kua tshiakabidi,Régénération,Regenerasie,Ukuvuselelwa kabusha,5.0,Positif,Mot,Regeneration,Ku tswariwa nakambe
Dileja dia mampa,Propositions des pains,Voorstelle van brode,Iziphakamiso zesinkwa,2.0,Positif,Mot,Bread suggestions,Swiringanyeto swa xinkwa
Dileja tshilema,Reproche,Verwyt,Ukusola,-4.0,Negatif,Mot,Reproach,Ku rhuketeriwa
"Dilelela, tshidi tshia kueyemenyibua",Certain,Sekere,Okuqinisekile,2.0,Positif,Mot,Certain,Tiyisisa
Dilengeja,Purification,Suiwering,Ukuhlanza,4.0,Positif,Mot,Purification,Ku basisiwa
Dilengejibua,Perfection,Volmaaktheid,Ukuphelela,5.0,Positif,Mot,Perfection,Ku hetiseka
Dilengesha,Parure,Versiering,Ukuhloba,3.0,Positif,Mot,Jewelry,Xingwavila
Dileta,Lettre,Brief,Incwadi,1.0,Neutre,Mot,Letter,Papila
Diloba,Pêche,Visvang,Ukudoba,0.0,Neutre,Mot,Fishing,Ku phasa tinhlampfi
Dilobo,Port,Hawe,Imbobo yokuxhumana,0.0,Neutre,Mot,Port,Ribuweni
Dilolo,Soir,Aand,Kusihlwa,0.0,Neutre,Mot,Evening,Madyambu
Dilomba,Demande,Versoek,Isicelo,0.0,Neutre,Mot,Request,Xikombelo
"Dilondolola dia
ndelanganyi",Généalogie,Genealogie,izizukulwane,2.0,Positif,Mot,Genealogy,Nxaxamelo wa rixaka
Dilonga,Bassin,Bekken,imbali,0.0,Neutre,Mot,Basin,Basin
Dilonga (dialabale),Plat,Plat,Ifulethi,0.0,Neutre,Mot,Flat,Pavalala
Dilongesha,Enseignement,Onderrig,Imfundo,4.0,Positif,Mot,Education,Dyondzo
Dilongolola,Redressement,Herstel,buyisela,3.0,Positif,Mot,Recovery,Kuma nakambe
Dilua,Arrivée,Aankoms,ukufika,2.0,Positif,Mot,Arrival,Fika
Diluangana,Lutte,Stryd,impi,2.0,Positif,Mot,Struggle,Kayakaya
Dilubakana,Embarras,Verleentheid,Ukuhlazeka,-3.0,Negatif,Mot,Embarrassment,Ku khomiwa hi tingana
Dilulama,Droiture,Opregtheid,Ukulunga,5.0,Positif,Mot,Righteousness,Ku lulama
Dilumbuluisha,Jugement,Oordeel,Isahlulelo,1.0,Positif,Mot,Judgement,Ku avanyisa
Dima,Argile,Klei,Ubumba,0.0,Neutre,Mot,Clay,Vumba
Dimanya,Savoir,Kennis,Ulwazi,4.0,Positif,Mot,Know,Tiva
"Dimanya, lungenyi",Connaissance,Kennis,Ulwazi,4.0,Positif,Mot,Awareness,Vulemukisi
Dimanyisha,Information,Inligting,Imininingwane,3.0,Positif,Mot,Information,Marungula
Dimiamina,Aspersion,Besprinkeling,Ukufafaza,1.0,Neutre,Mot,Aspersion,Ku rhuketela
Diminu,Semence,Saad,Imbewu,2.0,Positif,Mot,Seed,Mbewu
Dimoma,Rouille,Roes,Ukugqwala,-3.0,Negatif,Mot,Rust,Rust
Dimueneka,Apparition,Voorkoms,Ukubukeka,3.0,Positif,Mot,Appearance,Xivumbeko
Dimuenesha,Démonstration,Demonstrasie,Umbukiso,3.0,Positif,Mot,Demonstration,Nkombiso
Dina,Fosse,Put,Umgodi,3.0,Positif,Mot,Ditch,Riwa
Dina dia mayi,Fontaine,Fontein,Umthombo,2.0,Positif,Mot,Fountain,Xihlovo
Dinanga,Amour,Liefde,Uthando,6.0,Positif,Mot,Love,Rirhandzu
"Dinanga, Kusua (kuimpe)",Affection ,Geneentheid,Uthando,5.0,Positif,Mot,Affection ,Ririrhandzu 
Dinanukila,Persévérer,Volhard,Phikelela,4.0,Positif,Mot,Persevere,Tiyisela
Dinda,Matin,Oggend,Ekuseni,2.0,Positif,Mot,Morning,Mixo
Dinda,Point du jour,Dagbreek,Ukukhanya kwasemini,2.0,Positif,Mot,Daybreak,Ku pfuka ka dyambu
Dinemekela,Révérence,Eerbied,Ukuhlonipha,4.0,Positif,Mot,Reverence,Ku xixima
Dinkenke,Splendeur,Prag,Okuhle kakhulu,5.0,Positif,Mot,Splendor,Ku vangama
Dinowa,Moisson,Oes,isitshalo,3.0,Positif,Mot,Harvest,Tshovela
Dinu,Dent,Tand,izinyo,0.0,Neutre,Mot,Tooth,Tino
Dinua,Boir,Drank,uphuzo,0.0,Neutre,Mot,Drink,Nwana
Dinunganyi,Rumeur,Gerug,indaba,-3.0,Negatif,Mot,Rumor,Mahungu
Dinungu,Jointure,Gewrig,imbali,1.0,Neutre,Mot,Joint,Mahlangana
"Dinvuenkenya, Lupuishi",Poussière,Stof,uthuli,2.0,Positif,Mot,Dust,Ritshuri
Dinyanguka,Corruption,Korrupsie,Inkohlakalo,-8.0,Negatif,Mot,Corruption,Vukungundzwana
Dinyanguka dia moyo,Dissolution,Ontbinding,Ukuncibilika,-6.0,Negatif,Mot,Dissolution,Ku n’oka
Dinyanguta,Avarie,Skade,Umonakalo,-5.0,Negatif,Mot,Damage,Onhaka
Dinyoka,Sentence,Vonnis,Umusho,5.0,Positif,Mot,Sentence,Xivulwa
Dinyunguluka,Tour,Toring,Umjikelezo,0.0,Neutre,Mot,Round,Rhandzavula
Diondoka,Profond,Diep,Ukujula,2.0,Positif,Mot,Deep,Enta
Dipa,Don,Geskenk,Umnikelo,5.0,Positif,Mot,Don,Don
Dipa dia luse,Don de grâce,Geskenk van genade,Isipho Somusa,6.0,Positif,Mot,Gift of grace,Nyiko ya tintswalo
Dipambuisha,Séduction,Verleiding,Ukuyenga,-6.0,Negatif,Mot,Seduction,Ku yenga
Dipambuka,Égarement,Misleiding,Ukuhlukaniswa,-7.0,Negatif,Mot,Disorientation,Ku pfilunganyeka ka mianakanyo
Dipandulula,Division,Verdeeldheid,Ukuhlukaniswa,-4.0,Negatif,Mot,Division,Ku avana
Dipanga dia kudikanda,Sans voix,Sprakeloos,Ngaphandle kokukhuluma,-6.0,Negatif,Verbe,Speechless,Heleriwa hi marito
Dipanga dikuatshisha,Inutilité,Nutteloosheid,Akusizi ngalutho,-5.0,Negatif,Mot,Uselessness,Ku pfumala nchumu
Dipanga dinyanguka,Incorruptibilité,Onkreukbaarheid,Ukungonakali,6.0,Positif,Mot,Incorruptibility,Ku nga onhaki
