French_norm,Nature_std,Score_int,Sentiment_std,priority,english,notes,source,qa_status_translate
éternellement,other,1.0,positive,low,eternally,auto:gcp,gcp,ok
étonne,verb,2.0,positive,low,surprised,auto:gcp,gcp,ok
étonnement,other,-2.0,positive,low,astonishment,auto:gcp,gcp,ok
étonner,other,0.0,neutral,low,to amaze,auto:gcp,gcp,ok
étrange,other,-2.0,negative,low,odd,auto:gcp,gcp,ok
étrangler,verb,2.0,positive,low,strangle,auto:gcp,gcp,ok
étudier,verb,1.0,positive,low,to study,auto:gcp,gcp,ok
île,other,1.0,positive,low,island,auto:gcp,gcp,ok
œil,other,1.0,positive,low,eye,auto:gcp,gcp,ok
œuf,other,0.0,neutral,low,egg,auto:gcp,gcp,ok
œuvre,other,0.0,neutral,low,artwork,auto:gcp,gcp,ok
œuvres,other,-2.0,negative,low,works,auto:gcp,gcp,ok
a jamais,expr,9.0,positive,high,forever,auto:gcp,gcp,ok
abominable,other,-8.0,negative,high,abominable,auto:gcp,gcp,ok
accepter,verb,-9.0,positive,high,accept,auto:gcp,gcp,ok
accusateur,other,-7.0,negative,high,accuser,auto:gcp,gcp,ok
administration,other,7.0,positive,high,administration,auto:gcp,gcp,ok
adorer,other,8.0,positive,high,worship,auto:gcp,gcp,ok
affermir,verb,8.0,positive,high,to strengthen,auto:gcp,gcp,ok
affligé,other,-7.0,negative,high,afflicted,auto:gcp,gcp,ok
agiter,verb,-8.0,negative,high,shake,auto:gcp,gcp,ok
agneau,other,7.0,positive,high,lamb,auto:gcp,gcp,ok
agréable agréer,expr,8.0,positive,high,pleasant to agree,auto:gcp,gcp,ok
agréé,other,7.0,positive,high,approved,auto:gcp,gcp,ok
alléluia,other,8.0,positive,high,alleluia,auto:gcp,gcp,ok
amen,other,8.0,positive,high,Amen,auto:gcp,gcp,ok
amèrement,other,-8.0,positive,high,bitterly,auto:gcp,gcp,ok
ange,other,9.0,positive,high,angel,auto:gcp,gcp,ok
apostasie,other,-9.0,negative,high,apostasy,auto:gcp,gcp,ok
arc en ciel,expr,9.0,positive,high,rainbow,auto:gcp,gcp,ok
archange,other,9.0,positive,high,archangel,auto:gcp,gcp,ok
architecte,other,7.0,positive,high,architect,auto:gcp,gcp,ok
arracher,other,-8.0,negative,high,to tear out,auto:gcp,gcp,ok
assassin,other,-9.0,negative,high,assassin,auto:gcp,gcp,ok
assembler,verb,9.0,positive,high,assemble,auto:gcp,gcp,ok
associé,other,7.0,positive,high,partner,auto:gcp,gcp,ok
attentif,other,-8.0,negative,high,attentive,auto:gcp,gcp,ok
auteur,other,7.0,positive,high,author,auto:gcp,gcp,ok
avarice,other,-7.0,negative,high,avarice,auto:gcp,gcp,ok
avenir,other,8.0,positive,high,future,auto:gcp,gcp,ok
avide d'un gain honteux,expr,-7.0,negative,high,greedy for shameful gain,auto:gcp,gcp,ok
balayer,other,-9.0,negative,high,sweep,auto:gcp,gcp,ok
bienfaiteur,other,9.0,positive,high,benefactor,auto:gcp,gcp,ok
bienséant,other,7.0,positive,high,decorous,auto:gcp,gcp,ok
blasphémateur outrageux,expr,-8.0,negative,high,outrageous blasphemer,auto:gcp,gcp,ok
boiteux,other,-7.0,negative,high,lame,auto:gcp,gcp,ok
bon,other,8.0,positive,high,Good,auto:gcp,gcp,ok
boucherie,other,-8.0,negative,high,butcher's shop,auto:gcp,gcp,ok
boue,other,-7.0,negative,high,mud,auto:gcp,gcp,ok
bourbier,other,-7.0,negative,high,quagmire,auto:gcp,gcp,ok
"bourreau,
persécution",other,-8.0,negative,high,"executioner,
persecution",auto:gcp,gcp,ok
"brigand, larron",expr,-8.0,negative,high,"brigand, thief",auto:gcp,gcp,ok
brièvement,other,7.0,positive,high,briefly,auto:gcp,gcp,ok
bâtard,other,-7.0,negative,high,bastard,auto:gcp,gcp,ok
c'est-à-dire,other,8.0,positive,high,that's to say,auto:gcp,gcp,ok
cadavre,other,-7.0,negative,high,corpse,auto:gcp,gcp,ok
captivité,other,-7.0,negative,high,captivity,auto:gcp,gcp,ok
casque,other,-8.0,negative,high,helmet,auto:gcp,gcp,ok
categorie,other,8.0,positive,high,category,auto:gcp,gcp,ok
categoriquement,other,7.0,positive,high,categorically,auto:gcp,gcp,ok
catégorique,other,9.0,positive,high,categorical,auto:gcp,gcp,ok
cause d'achoppement,expr,-7.0,negative,high,cause of stumbling,auto:gcp,gcp,ok
causer,other,8.0,positive,high,cause,auto:gcp,gcp,ok
caustique,other,7.0,positive,high,caustic,auto:gcp,gcp,ok
cavalcade,other,8.0,positive,high,cavalcade,auto:gcp,gcp,ok
cavalierement,other,9.0,positive,high,cavalierly,auto:gcp,gcp,ok
cave,other,8.0,positive,high,cellar,auto:gcp,gcp,ok
caveau,verb,7.0,positive,high,vault,auto:gcp,gcp,ok
caverneux,other,8.0,positive,high,cavernous,auto:gcp,gcp,ok
cavite,other,9.0,positive,high,cavity,auto:gcp,gcp,ok
ce qui est,expr,9.0,positive,high,what is,auto:gcp,gcp,ok
ceci,other,7.0,positive,high,this,auto:gcp,gcp,ok
ceinturer,other,-7.0,negative,high,belt,auto:gcp,gcp,ok
celer,other,-7.0,negative,high,celer,auto:gcp,gcp,ok
celle,other,9.0,positive,high,that,auto:gcp,gcp,ok
celui,other,-8.0,negative,high,the one,auto:gcp,gcp,ok
censure,other,-8.0,negative,high,censorship,auto:gcp,gcp,ok
centiare,other,9.0,positive,high,centiare,auto:gcp,gcp,ok
centième,other,8.0,positive,high,hundredth,auto:gcp,gcp,ok
centraliser,other,7.0,positive,high,centralize,auto:gcp,gcp,ok
centrifuge,other,-8.0,negative,high,centrifugal,auto:gcp,gcp,ok
centripète,other,-9.0,negative,high,centripetal,auto:gcp,gcp,ok
centurion,verb,-8.0,negative,high,centurion,auto:gcp,gcp,ok
cerceuil,other,8.0,positive,high,coffin,auto:gcp,gcp,ok
cerner,other,9.0,positive,high,to identify,auto:gcp,gcp,ok
cervelle,other,7.0,positive,high,brain,auto:gcp,gcp,ok
cervical,other,8.0,positive,high,cervical,auto:gcp,gcp,ok
cesser,other,-8.0,negative,high,cease,auto:gcp,gcp,ok
ceux,other,-9.0,negative,high,those,auto:gcp,gcp,ok
chacal,other,8.0,positive,high,jackal,auto:gcp,gcp,ok
chahut,other,9.0,positive,high,commotion,auto:gcp,gcp,ok
chahuter,other,7.0,positive,high,to heckle,auto:gcp,gcp,ok
chaine,other,8.0,positive,high,chain,auto:gcp,gcp,ok
chainer,other,7.0,positive,high,chain,auto:gcp,gcp,ok
chair,other,8.0,positive,high,flesh,auto:gcp,gcp,ok
chaire,other,-8.0,negative,high,chair,auto:gcp,gcp,ok
chalcide,other,-8.0,negative,high,chalcide,auto:gcp,gcp,ok
chalit,other,7.0,positive,high,bedstead,auto:gcp,gcp,ok
chalumeau,verb,7.0,positive,high,blowtorch,auto:gcp,gcp,ok
chambre,other,9.0,positive,high,bedroom,auto:gcp,gcp,ok
chameau,other,-7.0,positive,high,camel,auto:gcp,gcp,ok
chamelier,other,8.0,positive,high,camel driver,auto:gcp,gcp,ok
chansonner,other,7.0,positive,high,to sing,auto:gcp,gcp,ok
chantier,other,8.0,positive,high,construction site,auto:gcp,gcp,ok
chantonner,other,-8.0,negative,high,to hum,auto:gcp,gcp,ok
chantre,other,-9.0,negative,high,cantor,auto:gcp,gcp,ok
chançard,other,8.0,positive,high,lucky guy,auto:gcp,gcp,ok
chaotique,other,-8.0,negative,high,chaotic,auto:gcp,gcp,ok
chapelet,other,7.0,positive,high,rosary,auto:gcp,gcp,ok
chapelure,verb,7.0,positive,high,breadcrumbs,auto:gcp,gcp,ok
chapon,other,9.0,positive,high,capon,auto:gcp,gcp,ok
charançon,other,8.0,positive,high,weevil,auto:gcp,gcp,ok
charcuterie,other,9.0,positive,high,cold cuts,auto:gcp,gcp,ok
charcutier,other,8.0,positive,high,butcher,auto:gcp,gcp,ok
chardon,verb,7.0,positive,high,thistle,auto:gcp,gcp,ok
chargement,other,8.0,positive,high,loading,auto:gcp,gcp,ok
charger,other,9.0,positive,high,load,auto:gcp,gcp,ok
chargeur,other,7.0,positive,high,charger,auto:gcp,gcp,ok
charlatan,other,-8.0,negative,high,charlatan,auto:gcp,gcp,ok
charman,other,-7.0,negative,high,charming,auto:gcp,gcp,ok
charnier,other,7.0,positive,high,mass grave,auto:gcp,gcp,ok
charnu,other,9.0,positive,high,fleshy,auto:gcp,gcp,ok
charogne,other,-7.0,negative,high,carrion,auto:gcp,gcp,ok
charpentier,other,-7.0,negative,high,carpenter,auto:gcp,gcp,ok
charretier,other,8.0,positive,high,carter,auto:gcp,gcp,ok
charroyer,other,-8.0,negative,high,to cart,auto:gcp,gcp,ok
charrue,other,9.0,positive,high,plow,auto:gcp,gcp,ok
charte,other,-9.0,negative,high,charter,auto:gcp,gcp,ok
chasser,verb,-7.0,positive,high,to hunt,auto:gcp,gcp,ok
chassie,other,-8.0,negative,high,chase,auto:gcp,gcp,ok
chat-haut,other,7.0,positive,high,cat-top,auto:gcp,gcp,ok
chatier,other,8.0,positive,high,cattery,auto:gcp,gcp,ok
chaton,other,-8.0,negative,high,kitten,auto:gcp,gcp,ok
chatouiller,other,8.0,positive,high,tickle,auto:gcp,gcp,ok
chatouilleux,other,9.0,positive,high,ticklish,auto:gcp,gcp,ok
chatoyer,other,7.0,positive,high,shimmer,auto:gcp,gcp,ok
chaussette,other,7.0,positive,high,sock,auto:gcp,gcp,ok
chauvin,other,7.0,positive,high,chauvinist,auto:gcp,gcp,ok
chef-lieu,other,8.0,positive,high,capital,auto:gcp,gcp,ok
cheminement,other,8.0,positive,high,path,auto:gcp,gcp,ok
cheminée,other,-7.0,negative,high,chimney,auto:gcp,gcp,ok
chenal,other,7.0,positive,high,channel,auto:gcp,gcp,ok
chenil,other,9.0,positive,high,kennel,auto:gcp,gcp,ok
chevalet,verb,-8.0,negative,high,easel,auto:gcp,gcp,ok
chevreau,other,9.0,positive,high,kid,auto:gcp,gcp,ok
chevrette,other,8.0,positive,high,goat,auto:gcp,gcp,ok
chevrier,other,-7.0,negative,high,goatherd,auto:gcp,gcp,ok
chevronner,other,9.0,positive,high,chevron,auto:gcp,gcp,ok
chic,other,-9.0,negative,high,chic,auto:gcp,gcp,ok
chicaner,other,9.0,positive,high,to quarrel,auto:gcp,gcp,ok
chicote,other,8.0,positive,high,whip,auto:gcp,gcp,ok
chiffon,other,-8.0,negative,high,cloth,auto:gcp,gcp,ok
chimère,other,8.0,positive,high,chimera,auto:gcp,gcp,ok
chiper,other,9.0,positive,high,to steal,auto:gcp,gcp,ok
chipie,other,7.0,positive,high,brat,auto:gcp,gcp,ok
chipoter,other,8.0,positive,high,to quibble,auto:gcp,gcp,ok
chique,other,7.0,positive,high,quid,auto:gcp,gcp,ok
chrysalide,verb,7.0,positive,high,chrysalis,auto:gcp,gcp,ok
chrème,other,9.0,positive,high,chrème,auto:gcp,gcp,ok
chrétien,other,8.0,positive,high,Christian,auto:gcp,gcp,ok
chuiner,other,8.0,positive,high,to whine,auto:gcp,gcp,ok
chute,other,9.0,positive,high,fall,auto:gcp,gcp,ok
chuter,other,7.0,positive,high,fall,auto:gcp,gcp,ok
chéri,other,-8.0,negative,high,Dear,auto:gcp,gcp,ok
chérir,other,-9.0,negative,high,cherish,auto:gcp,gcp,ok
chétif,other,8.0,positive,high,puny,auto:gcp,gcp,ok
cierge,other,-7.0,negative,high,candle,auto:gcp,gcp,ok
ciliaire,other,9.0,positive,high,ciliary,auto:gcp,gcp,ok
cime,other,-7.0,negative,high,peak,auto:gcp,gcp,ok
cimenter,other,-7.0,negative,high,cement,auto:gcp,gcp,ok
cinqième,other,9.0,positive,high,fifth,auto:gcp,gcp,ok
cinquante,other,-8.0,negative,high,fifty,auto:gcp,gcp,ok
cinéma,other,8.0,positive,high,movie theater,auto:gcp,gcp,ok
clair,other,8.0,negative,high,clear,auto:gcp,gcp,ok
compagnon,other,7.0,positive,high,companion,auto:gcp,gcp,ok
compatissant,other,8.0,positive,high,compassionate,auto:gcp,gcp,ok
complot,other,-7.0,negative,high,conspiracy,auto:gcp,gcp,ok
condamnation,other,-9.0,negative,high,conviction,auto:gcp,gcp,ok
confession,other,8.0,positive,high,confession,auto:gcp,gcp,ok
conformité de,expr,8.0,positive,high,conformity of,auto:gcp,gcp,ok
confusion,other,-8.0,negative,high,confusion,auto:gcp,gcp,ok
conseil,other,8.0,positive,high,advice,auto:gcp,gcp,ok
consolateur,other,8.0,positive,high,comforter,auto:gcp,gcp,ok
continent,other,7.0,positive,high,continent,auto:gcp,gcp,ok
contrainte,other,-7.0,negative,high,constraint,auto:gcp,gcp,ok
convertir,other,7.0,positive,high,convert,auto:gcp,gcp,ok
convié,other,7.0,positive,high,invited,auto:gcp,gcp,ok
coparticipant,other,7.0,positive,high,co-participant,auto:gcp,gcp,ok
corruptible,other,-8.0,negative,high,corruptible,auto:gcp,gcp,ok
corruption,other,-8.0,negative,high,corruption,auto:gcp,gcp,ok
costume décent,expr,7.0,positive,high,decent suit,auto:gcp,gcp,ok
coupable,other,-7.0,negative,high,guilty,auto:gcp,gcp,ok
"couple, paire",expr,8.0,positive,high,"couple, pair",auto:gcp,gcp,ok
coureur,verb,7.0,positive,high,runner,auto:gcp,gcp,ok
courroux,other,-7.0,negative,high,wrath,auto:gcp,gcp,ok
crocodile,other,7.0,positive,high,crocodile,auto:gcp,gcp,ok
cruel,other,-8.0,negative,high,cruel,auto:gcp,gcp,ok
créateur,other,9.0,positive,high,Creator,auto:gcp,gcp,ok
cupide,other,-7.0,negative,high,greedy,auto:gcp,gcp,ok
céleste,other,-7.0,positive,high,celestial,auto:gcp,gcp,ok
célébre,other,7.0,positive,high,famous,auto:gcp,gcp,ok
célébrer,other,9.0,positive,high,celebrate,auto:gcp,gcp,ok
cénotaphe,other,8.0,positive,high,cenotaph,auto:gcp,gcp,ok
céréale,other,9.0,positive,high,cereal,auto:gcp,gcp,ok
cérébral,other,9.0,positive,high,cerebral,auto:gcp,gcp,ok
cérémonie,other,8.0,positive,high,ceremony,auto:gcp,gcp,ok
cérémonieux,other,-7.0,negative,high,ceremonious,auto:gcp,gcp,ok
césure,other,9.0,positive,high,caesura,auto:gcp,gcp,ok
cétace,other,7.0,positive,high,cetacean,auto:gcp,gcp,ok
desespoir,other,-7.0,negative,high,despair,auto:gcp,gcp,ok
destructeur,other,-8.0,negative,high,destructive,auto:gcp,gcp,ok
destruction,other,-9.0,negative,high,destruction,auto:gcp,gcp,ok
dette,other,9.0,positive,high,debt,auto:gcp,gcp,ok
diable,other,-9.0,negative,high,devil,auto:gcp,gcp,ok
diabolique,other,-8.0,negative,high,diabolical,auto:gcp,gcp,ok
diligence,verb,7.0,positive,high,diligence,auto:gcp,gcp,ok
discours,other,7.0,positive,high,speech,auto:gcp,gcp,ok
dissipation,other,-7.0,negative,high,dissipation,auto:gcp,gcp,ok
dissolution,other,-7.0,negative,high,dissolution,auto:gcp,gcp,ok
divin,other,9.0,positive,high,divine,auto:gcp,gcp,ok
domestique,other,7.0,positive,high,domestic,auto:gcp,gcp,ok
droit,other,7.0,positive,high,right,auto:gcp,gcp,ok
dur,other,8.0,positive,high,hard,auto:gcp,gcp,ok
débauche,other,-8.0,negative,high,debauchery,auto:gcp,gcp,ok
débonnaire,other,7.0,positive,high,good-natured,auto:gcp,gcp,ok
décevoir,verb,-7.0,negative,high,disappoint,auto:gcp,gcp,ok
décédée,other,-9.0,negative,high,deceased,auto:gcp,gcp,ok
dédicace,other,7.0,positive,high,dedication,auto:gcp,gcp,ok
dégoût,other,-7.0,negative,high,disgust,auto:gcp,gcp,ok
délateur,other,-8.0,negative,high,informer,auto:gcp,gcp,ok
démon,other,-8.0,negative,high,demon,auto:gcp,gcp,ok
démoniaque,other,-9.0,negative,high,demonic,auto:gcp,gcp,ok
départir,other,8.0,positive,high,to leave,auto:gcp,gcp,ok
désespérer,verb,-8.0,negative,high,to despair,auto:gcp,gcp,ok
désobéissant,other,-7.0,negative,high,disobedient,auto:gcp,gcp,ok
désordre,other,-8.0,negative,high,mess,auto:gcp,gcp,ok
désordres,other,-8.0,negative,high,disorders,auto:gcp,gcp,ok
détresse,other,-9.0,negative,high,distress,auto:gcp,gcp,ok
d’abord,other,8.0,positive,high,First of all,auto:gcp,gcp,ok
eloquant,other,7.0,positive,high,eloquent,auto:gcp,gcp,ok
"emplir, enfler",expr,-7.0,negative,high,"to fill, to swell",auto:gcp,gcp,ok
endurcissement,other,-7.0,negative,high,hardening,auto:gcp,gcp,ok
"enfant,
petit",other,7.0,positive,high,"child, small",auto:gcp,gcp,ok
enfer,other,-9.0,negative,high,hell,auto:gcp,gcp,ok
engager,verb,-8.0,negative,high,engage,auto:gcp,gcp,ok
entièrement,other,7.0,positive,high,entirely,auto:gcp,gcp,ok
entre,verb,7.0,positive,high,between,auto:gcp,gcp,ok
erreur,other,-7.0,negative,high,error,auto:gcp,gcp,ok
exactement,other,8.0,positive,high,Exactly,auto:gcp,gcp,ok
exceptionnel,other,9.0,positive,high,exceptional,auto:gcp,gcp,ok
extraordinaire,other,7.0,positive,high,extraordinary,auto:gcp,gcp,ok
faiblesse,verb,-7.0,negative,high,weakness,auto:gcp,gcp,ok
faillir,verb,-7.0,negative,high,fail,auto:gcp,gcp,ok
falsifier,verb,-7.0,negative,high,falsify,auto:gcp,gcp,ok
famine,other,-9.0,negative,high,famine,auto:gcp,gcp,ok
fardeau,other,-7.0,negative,high,burden,auto:gcp,gcp,ok
faute,other,-7.0,negative,high,mistake,auto:gcp,gcp,ok
favorable,other,7.0,positive,high,favorable,auto:gcp,gcp,ok
ferme,other,-8.0,negative,high,farm,auto:gcp,gcp,ok
fiel,other,-7.0,negative,high,gall,auto:gcp,gcp,ok
fils de la géhenne,expr,-9.0,negative,high,son of hell,auto:gcp,gcp,ok
fils de la lumière,expr,7.0,positive,high,sons of light,auto:gcp,gcp,ok
fils de perdition,expr,-8.0,negative,high,son of perdition,auto:gcp,gcp,ok
flatterie,other,-7.0,negative,high,flattery,auto:gcp,gcp,ok
fléau,other,-8.0,negative,high,scourge,auto:gcp,gcp,ok
fo,other,9.0,positive,high,fo,auto:gcp,gcp,ok
fornicateur,other,-8.0,negative,high,fornicator,auto:gcp,gcp,ok
fornication,other,-7.0,negative,high,fornication,auto:gcp,gcp,ok
fou,other,-7.0,negative,high,mad,auto:gcp,gcp,ok
fouetter,verb,-8.0,negative,high,whip,auto:gcp,gcp,ok
fourberie,other,-7.0,negative,high,trickery,auto:gcp,gcp,ok
fournaise,other,-7.0,negative,high,furnace,auto:gcp,gcp,ok
fraternel,other,8.0,positive,high,fraternal,auto:gcp,gcp,ok
fraude,other,-8.0,negative,high,fraud,auto:gcp,gcp,ok
frère,other,8.0,positive,high,brother,auto:gcp,gcp,ok
fumier,other,-7.0,negative,high,manure,auto:gcp,gcp,ok
fête de,expr,7.0,positive,high,party of,auto:gcp,gcp,ok
gangrène,other,-8.0,negative,high,gangrene,auto:gcp,gcp,ok
grâce,other,9.0,positive,high,grace,auto:gcp,gcp,ok
gré,other,7.0,positive,high,willingly,auto:gcp,gcp,ok
guerre,other,-7.0,negative,high,war,auto:gcp,gcp,ok
géhenne,other,-9.0,negative,high,Gehenna,auto:gcp,gcp,ok
hadès,other,-9.0,negative,high,Hades,auto:gcp,gcp,ok
haine,other,-8.0,negative,high,hate,auto:gcp,gcp,ok
hardiment,other,7.0,positive,high,boldly,auto:gcp,gcp,ok
haïssable,other,-9.0,negative,high,hateful,auto:gcp,gcp,ok
hier,other,9.0,positive,high,yesterday,auto:gcp,gcp,ok
holocauste,other,-8.0,negative,high,holocaust,auto:gcp,gcp,ok
honorable,other,8.0,positive,high,honorable,auto:gcp,gcp,ok
horriblement,other,-9.0,negative,high,horribly,auto:gcp,gcp,ok
hypocrite,other,-7.0,negative,high,hypocritical,auto:gcp,gcp,ok
idole,other,-8.0,negative,high,idol,auto:gcp,gcp,ok
idolâtre,other,-8.0,negative,high,idolatrous,auto:gcp,gcp,ok
ignorance,other,-7.0,negative,high,ignorance,auto:gcp,gcp,ok
illettré,other,-8.0,negative,high,illiterate,auto:gcp,gcp,ok
illicite,other,-8.0,negative,high,illicit,auto:gcp,gcp,ok
imiter,verb,8.0,positive,high,imitate,auto:gcp,gcp,ok
immonde,other,-8.0,negative,high,filthy,auto:gcp,gcp,ok
impiement,other,-7.0,negative,high,impiety,auto:gcp,gcp,ok
impiété,other,-8.0,negative,high,impiety,auto:gcp,gcp,ok
implacable,other,-7.0,negative,high,implacable,auto:gcp,gcp,ok
imposteur,other,-8.0,negative,high,impostor,auto:gcp,gcp,ok
imprécations,other,-8.0,negative,high,imprecations,auto:gcp,gcp,ok
impérissable,other,9.0,positive,high,imperishable,auto:gcp,gcp,ok
incertitude,other,-7.0,negative,high,uncertainty,auto:gcp,gcp,ok
incessamment,other,7.0,positive,high,shortly,auto:gcp,gcp,ok
incirconcision,other,-7.0,negative,high,uncircumcision,auto:gcp,gcp,ok
incontinence,other,-7.0,negative,high,incontinence,auto:gcp,gcp,ok
inconvenante,other,-7.0,negative,high,inappropriate,auto:gcp,gcp,ok
indigence,other,-8.0,positive,high,poverty,auto:gcp,gcp,ok
indignation,other,-8.0,negative,high,indignation,auto:gcp,gcp,ok
indigne,other,-7.0,negative,high,unworthy,auto:gcp,gcp,ok
indignement,other,-7.0,negative,high,indignantly,auto:gcp,gcp,ok
inexcusable,other,-9.0,negative,high,inexcusable,auto:gcp,gcp,ok
infernal,other,-8.0,negative,high,infernal,auto:gcp,gcp,ok
infiniment plus,expr,8.0,positive,high,infinitely more,auto:gcp,gcp,ok
infirme,other,-8.0,negative,high,crippled,auto:gcp,gcp,ok
infâme,other,-8.0,negative,high,infamous,auto:gcp,gcp,ok
ingrat,other,-8.0,negative,high,ungrateful,auto:gcp,gcp,ok
injure,other,-8.0,negative,high,insult,auto:gcp,gcp,ok
injurieux,other,-8.0,negative,high,insulting,auto:gcp,gcp,ok
injuste,other,-7.0,negative,high,unfair,auto:gcp,gcp,ok
inscrire,other,7.0,positive,high,register,auto:gcp,gcp,ok
intellectuel,other,9.0,positive,high,intellectual,auto:gcp,gcp,ok
intempérance,other,-7.0,negative,high,intemperance,auto:gcp,gcp,ok
intercession,other,9.0,positive,high,intercession,auto:gcp,gcp,ok
interdi,other,-8.0,negative,high,forbidden,auto:gcp,gcp,ok
interdire,verb,9.0,positive,high,to forbid,auto:gcp,gcp,ok
inventeur,other,7.0,positive,high,inventor,auto:gcp,gcp,ok
jabardise,other,8.0,positive,high,jabardise,auto:gcp,gcp,ok
jaboter,other,8.0,positive,high,to chatter,auto:gcp,gcp,ok
jacasser,other,-8.0,negative,high,to chatter,auto:gcp,gcp,ok
jacasserie,other,-9.0,negative,high,chatter,auto:gcp,gcp,ok
jadis,other,-8.0,negative,high,formerly,auto:gcp,gcp,ok
jalousement,other,7.0,positive,high,jealously,auto:gcp,gcp,ok
jalousie,other,-8.0,negative,high,jealousy,auto:gcp,gcp,ok
jalousie,verb,7.0,positive,high,jealousy,auto:gcp,gcp,ok
jambière,other,9.0,positive,high,leg warmers,auto:gcp,gcp,ok
jante,other,-7.0,negative,high,rim,auto:gcp,gcp,ok
japper,other,7.0,positive,high,to bark,auto:gcp,gcp,ok
jardinage,other,9.0,positive,high,gardening,auto:gcp,gcp,ok
jaser,other,9.0,positive,high,to chat,auto:gcp,gcp,ok
jaserie,other,8.0,positive,high,chatter,auto:gcp,gcp,ok
jauge,other,7.0,positive,high,gauge,auto:gcp,gcp,ok
jaune,other,-8.0,negative,high,YELLOW,auto:gcp,gcp,ok
jaunir,other,-9.0,negative,high,yellow,auto:gcp,gcp,ok
jaunissement,other,8.0,positive,high,yellowing,auto:gcp,gcp,ok
javelot,verb,-8.0,negative,high,javelin,auto:gcp,gcp,ok
jeunefemme,other,7.0,positive,high,young woman,auto:gcp,gcp,ok
jeunehomme,other,9.0,positive,high,young man,auto:gcp,gcp,ok
jeunesse,other,8.0,positive,high,youth,auto:gcp,gcp,ok
jeûner,verb,-7.0,negative,high,fast,auto:gcp,gcp,ok
jeûneur,other,9.0,positive,high,faster,auto:gcp,gcp,ok
joaillerie,other,9.0,positive,high,jewelry,auto:gcp,gcp,ok
joint,other,9.0,positive,high,seal,auto:gcp,gcp,ok
jouet,other,7.0,positive,high,toy,auto:gcp,gcp,ok
joueur,other,8.0,positive,high,player,auto:gcp,gcp,ok
journalier,other,7.0,positive,high,daily,auto:gcp,gcp,ok
joussance,other,-8.0,negative,high,enjoyment,auto:gcp,gcp,ok
jucher,other,8.0,positive,high,to perch,auto:gcp,gcp,ok
juchoir,other,7.0,positive,high,perch,auto:gcp,gcp,ok
judicieux,other,7.0,positive,high,judicious,auto:gcp,gcp,ok
juif,other,8.0,positive,high,Jewish,auto:gcp,gcp,ok
jumeler,other,9.0,positive,high,pair up,auto:gcp,gcp,ok
jument,other,8.0,positive,high,mare,auto:gcp,gcp,ok
jungle,verb,7.0,positive,high,jungle,auto:gcp,gcp,ok
jurer,other,9.0,positive,high,swear,auto:gcp,gcp,ok
jureur,other,8.0,positive,high,swearer,auto:gcp,gcp,ok
justement,other,9.0,positive,high,exactly,auto:gcp,gcp,ok
lancer,other,-8.0,negative,high,throw,auto:gcp,gcp,ok
levol,other,-7.0,negative,high,theft,auto:gcp,gcp,ok
libre,other,9.0,positive,high,free,auto:gcp,gcp,ok
libéral,other,8.0,positive,high,liberal,auto:gcp,gcp,ok
libéralement,other,9.0,positive,high,liberally,auto:gcp,gcp,ok
loisir,verb,-8.0,negative,high,leisure,auto:gcp,gcp,ok
luminaire,other,7.0,positive,high,light fixture,auto:gcp,gcp,ok
législateur,other,8.0,positive,high,legislator,auto:gcp,gcp,ok
malade,other,-8.0,negative,high,sick,auto:gcp,gcp,ok
malfaiteur,other,-8.0,negative,high,criminal,auto:gcp,gcp,ok
malin,other,-7.0,negative,high,clever,auto:gcp,gcp,ok
malédiction,other,-9.0,negative,high,curse,auto:gcp,gcp,ok
manne,other,8.0,positive,high,manna,auto:gcp,gcp,ok
manquer,verb,-9.0,negative,high,miss,auto:gcp,gcp,ok
manteau,other,8.0,positive,high,coat,auto:gcp,gcp,ok
