CILUBA,French,French_norm,Score,Score_int,Sentiment,Sentiment_std,Nature,Nature_std,qa_status,english,notes,source,qa_status_translate
Mukuabu,Autrui,autrui,0.0,0.0,Neutre,neutral,Mot,other,ok,others,auto:gcp,gcp,ok
Mukuatshibue (ne menji amue),Animé,animé,3.0,3.0,Positif,positive,Mot,other,ok,animated,auto:gcp,gcp,ok
Mukuatshibue (ne dinanga),Animé,animé,,,,,Mot,other,needs_spotcheck,animated,auto:gcp,gcp,ok
"Mukuatshiki wa
maluvu",Ivrogne,ivrogne,-6.0,-6.0,Negatif,negative,Mot,other,ok,drunkard,auto:gcp,gcp,ok
Mukuatshishanganyi wa mudimu,Collaborateur,collaborateur,3.0,3.0,Positif,positive,Mot,other,ok,collaborator,auto:gcp,gcp,ok
Mukuatshishi,Tuteur,tuteur,2.0,2.0,Positif,positive,Mot,other,ok,tutor,auto:gcp,gcp,ok
Mukudi,Orateur,orateur,3.0,3.0,Positif,positive,Mot,other,ok,speaker,auto:gcp,gcp,ok
Mukuebe,Prochain,prochain,2.0,2.0,Positif,positive,Mot,other,ok,next,auto:gcp,gcp,ok
Mukukuidi,Adorateur,adorateur,3.0,3.0,Positif,positive,Mot,other,ok,worshipper,auto:gcp,gcp,ok
Mukulu (muaku),Ancien ,ancien,2.0,2.0,Positif,positive,Mot,other,ok,ancient,auto:gcp,gcp,ok
Mukumbane,Parfait,parfait,5.0,5.0,Positif,positive,Mot,other,ok,Perfect,auto:gcp,gcp,ok
"Mukumianganyi, mushipianganyi",Batteur,batteur,1.0,1.0,Positif,positive,Mot,other,ok,drummer,auto:gcp,gcp,ok
Mukumike,Abattu,abattu,-6.0,-6.0,Negatif,negative,Mot,other,ok,shot dead,auto:gcp,gcp,ok
Mukumu,Soufflet,soufflet,-4.0,-4.0,Negatif,negative,Mot,other,ok,bellows,auto:gcp,gcp,ok
Mukuna,Colline,colline,2.0,2.0,Positif,positive,Mot,other,ok,hill,auto:gcp,gcp,ok
Mukuna mukese,Coteau,coteau,,,,,Mot,other,needs_spotcheck,hill,auto:gcp,gcp,ok
Mukungulu,Tonnerre,tonnerre,1.0,1.0,Positif,positive,Mot,other,ok,thunder,auto:gcp,gcp,ok
Mukunze kunzu,Écarlate,écarlate,0.0,0.0,Neutre,neutral,Mot,other,ok,scarlet,auto:gcp,gcp,ok
Mûla,Myrrhe,myrrhe,3.0,3.0,Positif,positive,Mot,other,ok,myrrh,auto:gcp,gcp,ok
"Mulalmi wa nzubu
wa lukanu",Geôlier,geôlier,-5.0,-5.0,Negatif,negative,Mot,other,ok,gaoler,auto:gcp,gcp,ok
Mulambu,Impôt,impôt,1.0,1.0,Positif,positive,Mot,other,ok,tax,auto:gcp,gcp,ok
"Mulambu wa kuosha
pa kapia",Holocauste,holocauste,-8.0,-8.0,Negatif,negative,Mot,other,ok,holocaust,auto:gcp,gcp,ok
Mulami,Berger,berger,4.0,4.0,Positif,positive,Mot,other,ok,shepherd,auto:gcp,gcp,ok
Mulami wa bintu,ÉcoMote,écomote,2.0,2.0,Positif,positive,Mot,other,ok,eco-motor,auto:gcp,gcp,ok
Mulami wa bintu bia mukelenge,Chambellan,chambellan,1.0,1.0,Neutre,neutral,Mot,other,ok,chamberlain,auto:gcp,gcp,ok
Mulami wa budimi bua nvinyo,Vigneron,vigneron,2.0,2.0,Positif,positive,Mot,other,ok,winemaker,auto:gcp,gcp,ok
"Mulami wa kutshibi, nsentedi (mulume anyi mukaji)",Portier,portier,0.0,0.0,Neutre,neutral,Mot,other,ok,porter,auto:gcp,gcp,ok
"Mulami wa
tshibutshilu",Intendant,intendant,1.0,1.0,Positif,positive,Mot,other,ok,steward,auto:gcp,gcp,ok
Mulami wa tshilala benyi,Hôtelier,hôtelier,0.0,0.0,Neutre,neutral,Mot,other,ok,hotelier,auto:gcp,gcp,ok
Mulamibue (kuikala),Gardé ,gardé,1.0,1.0,Positif,positive,Mot,other,ok,guard,auto:gcp,gcp,ok
Mulawu,Malédiction,malédiction,-9.0,-9.0,Negatif,negative,Mot,other,ok,curse,auto:gcp,gcp,ok
Mulayi,Promesse,promesse,5.0,5.0,Positif,positive,Mot,other,ok,promise,auto:gcp,gcp,ok
Muledi,Parent,parent,3.0,3.0,Positif,positive,Mot,other,ok,parent,auto:gcp,gcp,ok
Mulema,Perclus,perclus,-5.0,-5.0,Negatif,negative,Mot,other,ok,crippled,auto:gcp,gcp,ok
Mulembakane,Inutile,inutile,-6.0,-6.0,Negatif,negative,Mot,other,ok,useless,auto:gcp,gcp,ok
Mulengele,Beau,beau,5.0,5.0,Positif,positive,Mot,other,ok,beautiful,auto:gcp,gcp,ok
Mulengeshi,Instructeur,instructeur,4.0,4.0,Positif,positive,Mot,other,ok,instructor,auto:gcp,gcp,ok
Mulobi,Pêcheur,pêcheur,0.0,0.0,Positif,positive,Mot,other,ok,fisherman,auto:gcp,gcp,ok
Mulombi,Mendiant,mendiant,-4.0,-4.0,Negatif,negative,Mot,other,ok,beggar,auto:gcp,gcp,ok
Mulombodi,Conducteur,conducteur,2.0,2.0,Positif,positive,Mot,other,ok,driver,auto:gcp,gcp,ok
Mulondo,Cruche,cruche,,,Neutre,neutral,Mot,other,ok,jug,auto:gcp,gcp,ok
Mulondo (ya biseba),Outre,outre,0.0,0.0,Neutre,neutral,Mot,other,ok,besides,auto:gcp,gcp,ok
"Mulondo wa
alabasta",Albâtre,albâtre,3.0,3.0,Neutre,neutral,Mot,other,ok,alabaster,auto:gcp,gcp,ok
"Mulondo, mushete",Vase,vase,4.0,4.0,Neutre,neutral,Mot,other,ok,vase,auto:gcp,gcp,ok
Mulongo,Classe,classe,2.0,2.0,Positif,positive,Mot,other,ok,class,auto:gcp,gcp,ok
Mulongo,Rang,rang,2.0,2.0,Positif,positive,Mot,other,ok,rank,auto:gcp,gcp,ok
Mulopo,Ambassadeur,ambassadeur,3.0,3.0,Positif,positive,Mot,other,ok,ambassador,auto:gcp,gcp,ok
"Mulopo, Ngovena",Gouverneur,gouverneur,2.0,2.0,Positif,positive,Mot,other,ok,governor,auto:gcp,gcp,ok
Mulotshi wa bilota,Rêveur,rêveur,1.0,1.0,Positif,positive,Mot,other,ok,dreamer,auto:gcp,gcp,ok
Muluate,Habillé,habillé,2.0,2.0,Positif,positive,Mot,other,ok,dressed,auto:gcp,gcp,ok
Mulubu,Rapport,rapport,0.0,0.0,Neutre,neutral,Mot,other,ok,report,auto:gcp,gcp,ok
Muluishi,Opposant,opposant,-2.0,-2.0,Negatif,negative,Mot,other,ok,opponent,auto:gcp,gcp,ok
Mulumbuludi,Magistrat,magistrat,,,,,Mot,other,needs_spotcheck,magistrate,auto:gcp,gcp,ok
Mulumbuluishi,Préteur,préteur,2.0,2.0,Positif,positive,Mot,other,ok,lender,auto:gcp,gcp,ok
Mulume,Mari,mari,3.0,3.0,Positif,positive,Mot,other,ok,husband,auto:gcp,gcp,ok
Mulume wa ngombe,Taureau,taureau,0.0,0.0,Neutre,neutral,Mot,other,ok,bull,auto:gcp,gcp,ok
Mulunda,Ami,ami,4.0,4.0,Positif,positive,Mot,other,ok,friend,auto:gcp,gcp,ok
Mulunda wa mubaki wa mukashi,Fils de la chambre nuptiale,fils de la chambre nuptiale,4.0,4.0,Positif,positive,Mot,other,ok,nan,,,
Mulunda wa pa muoyo,Intime,intime,3.0,3.0,Positif,positive,Mot,other,ok,respondent,auto:gcp,gcp,ok
Mumanyishi,Témoin,témoin,2.0,2.0,Positif,positive,Mot,other,ok,witness,auto:gcp,gcp,ok
Mumiaminyi,Semeur,semeur,2.0,2.0,Positif,positive,Mot,other,ok,sower,auto:gcp,gcp,ok
Muminu,Gosier,gosier,0.0,0.0,Neutre,neutral,Mot,other,ok,throat,auto:gcp,gcp,ok
Muna mukole,Chaud,chaud,2.0,2.0,Positif,positive,Mot,other,ok,hot,auto:gcp,gcp,ok
Munanga,Bien-aimé,bien-aimé,5.0,5.0,Positif,positive,Mot,other,ok,beloved,auto:gcp,gcp,ok
Munangibue,Affectionné,affectionné,4.0,4.0,Positif,positive,Mot,other,ok,affectionate,auto:gcp,gcp,ok
Munda,Intérieur,intérieur,1.0,1.0,Neutre,neutral,Mot,other,ok,interior,auto:gcp,gcp,ok
Munda mashi,Dysenterie,dysenterie,-6.0,-6.0,Negatif,negative,Mot,other,ok,dysentery,auto:gcp,gcp,ok
"Munda, mu difu",Ventre,ventre,0.0,0.0,Neutre,neutral,Mot,other,ok,belly,auto:gcp,gcp,ok
Mundankulu,Minuit,minuit,0.0,0.0,Neutre,neutral,Mot,other,ok,midnight,auto:gcp,gcp,ok
Mundidimbi,Ombre,ombre,-1.0,-1.0,Positif,positive,Mot,other,ok,shadow,auto:gcp,gcp,ok
Munene,Principal,principal,4.0,4.0,Positif,positive,Mot,other,ok,main,auto:gcp,gcp,ok
"Munene wa masalayi
abena lomo",,nan,-3.0,-3.0,Negatif,negative,Mot,other,ok,nan,,,
Munowi,Moissonneur,moissonneur,2.0,2.0,Positif,positive,Mot,other,ok,reaper,auto:gcp,gcp,ok
Muntu,Gens,gens,0.0,0.0,Neutre,neutral,Mot,other,ok,people,auto:gcp,gcp,ok
Muntu Muakane,Juste,juste,5.0,5.0,Positif,positive,Mot,other,ok,just,auto:gcp,gcp,ok
Muntu mubi,,nan,-8.0,-8.0,Negatif,negative,Mot,other,ok,nan,,,
Muntu mubi,Profane,profane,-8.0,-8.0,Negatif,negative,Mot,other,ok,profane,auto:gcp,gcp,ok
Muntu mubi (muaku),Injuste ,injuste,-7.0,-7.0,Negatif,negative,Mot,other,ok,unfair,auto:gcp,gcp,ok
Muntu mubi (mufidi muleji ngikadilu),Injuste ,injuste,-7.0,-7.0,Negatif,negative,Mot,other,ok,unfair,auto:gcp,gcp,ok
Muntu mukole,Homme fait,homme fait,2.0,2.0,Positif,positive,Mot,other,ok,nan,,,
Muntu munene,Noble,noble,4.0,4.0,Positif,positive,Mot,other,ok,noble,auto:gcp,gcp,ok
Muntu ne mukuabu,Mutuel,mutuel,3.0,3.0,Positif,positive,Mot,other,ok,mutual,auto:gcp,gcp,ok
Muntu ne muntu,Individuellement,individuellement,0.0,0.0,Neutre,neutral,Mot,other,ok,individually,auto:gcp,gcp,ok
"Muntu udi mupudikile, ne
mupange dikima",Femmelette,femmelette,-5.0,-5.0,Negatif,negative,Mot,other,ok,sissy,auto:gcp,gcp,ok
Muntu utshiena kamama (mulume anyi mukaji),Virginité,virginité,3.0,3.0,Positif,positive,Mot,other,ok,virginity,auto:gcp,gcp,ok
Muntu wa munda,Homme intérieur,homme intérieur,2.0,2.0,Positif,positive,Mot,other,ok,nan,,,
Muntu wa Nzambi,Homme de Dieu,homme de dieu,5.0,5.0,Positif,positive,Mot,other,ok,nan,,,
Munu,Doigt,doigt,0.0,0.0,Neutre,neutral,Mot,other,ok,finger,auto:gcp,gcp,ok
Munu (wa maluvu),Buveur,buveur,-4.0,-4.0,Negatif,negative,Mot,other,ok,drinker,auto:gcp,gcp,ok
Munvui,Auditeur,auditeur,2.0,2.0,Positif,positive,Mot,other,ok,listener,auto:gcp,gcp,ok
Munyenganganyi,Sacrilège,sacrilège,-8.0,-8.0,Negatif,negative,Mot,other,ok,sacrilege,auto:gcp,gcp,ok
Munyengi,Ravisseur,ravisseur,-7.0,-7.0,Negatif,negative,Mot,other,ok,abductor,auto:gcp,gcp,ok
Munyenyi,"Brigand, Larron","brigand, larron",-8.0,-8.0,Negatif,negative,Mot,other,ok,nan,,,
"Munyingalaja
(kuikala)",Indigné,indigné,-3.0,-3.0,Negatif,negative,Mot,other,ok,unworthy,auto:gcp,gcp,ok
Munyingalala,Peiné,peiné,-4.0,-4.0,Negatif,negative,Mot,other,ok,penalty,auto:gcp,gcp,ok
Munyinyi munene wa mu mayi,Cétacé,cétacé,0.0,0.0,Neutre,neutral,Mot,other,ok,cetacean,auto:gcp,gcp,ok
"Munyinyi wa mu mayi, Mushipa",Poisson,poisson,0.0,0.0,Neutre,neutral,Mot,other,ok,fish,auto:gcp,gcp,ok
Muomumue,Égal,égal,3.0,3.0,Positif,positive,Mot,other,ok,equal,auto:gcp,gcp,ok
Muondapi; nganga buka,Médecin,médecin,4.0,4.0,Positif,positive,Mot,other,ok,doctor,auto:gcp,gcp,ok
Muonji (lukanu),Câble,câble,0.0,0.0,Neutre,neutral,Mot,other,ok,cable,auto:gcp,gcp,ok
Muosa,Poil,poil,0.0,0.0,Neutre,neutral,Mot,other,ok,hair,auto:gcp,gcp,ok
Muoyo,Vie,vie,5.0,5.0,Positif,positive,Mot,other,ok,life,auto:gcp,gcp,ok
Muoyo (tshidi ne),Vif,vif,3.0,3.0,Positif,positive,Mot,other,ok,lively,auto:gcp,gcp,ok
Muoyo (udi ne muoyo),Vivant,vivant,4.0,4.0,Positif,positive,Mot,other,ok,alive,auto:gcp,gcp,ok
Muoyo wa tshiendelele,Vie éternelle,vie éternelle,6.0,6.0,Positif,positive,Mot,other,ok,nan,,,
Mupambuishi,Séducteur,séducteur,-6.0,-6.0,Negatif,negative,Mot,other,ok,seducer,auto:gcp,gcp,ok
Mupambuke,Errant,errant,-3.0,-3.0,Negatif,negative,Mot,other,ok,wandering,auto:gcp,gcp,ok
Mupangi,Ignorant,ignorant,-5.0,-5.0,Negatif,negative,Mot,other,ok,ignorant,auto:gcp,gcp,ok
Mupanyi,Vendeur,vendeur,0.0,0.0,Neutre,neutral,Mot,other,ok,seller,auto:gcp,gcp,ok
Mupele,Nécessiteuse,nécessiteuse,-4.0,-4.0,Negatif,negative,Mot,other,ok,needy,auto:gcp,gcp,ok
Mupendianganyi,Blasphémateur Outrageux,blasphémateur outrageux,-8.0,-8.0,Negatif,negative,Mot,other,ok,nan,,,
Mupenya,Éclair,éclair,0.0,0.0,Neutre,neutral,Mot,other,ok,flash,auto:gcp,gcp,ok
Mupepele,Aisé,aisé,3.0,3.0,Positif,positive,Mot,other,ok,easy,auto:gcp,gcp,ok
Mupia-mupia,nouvelle,nouvelle,2.0,2.0,Positif,positive,Mot,other,ok,new,auto:gcp,gcp,ok
Mupiamupia mu Bualu bua Nzambi (mukudimune mutshima),Converti,converti,4.0,4.0,Positif,positive,Mot,other,ok,converted,auto:gcp,gcp,ok
Mupianyi,Héritier,héritier,5.0,5.0,Positif,positive,Mot,other,ok,heir,auto:gcp,gcp,ok
Mupika,Esclave,esclave,-6.0,-6.0,Negatif,negative,Mot,other,ok,slave,auto:gcp,gcp,ok
Mupika mukaji,Servante,servante,0.0,0.0,Neutre,neutral,Mot,other,ok,servant,auto:gcp,gcp,ok
"Mupika, muena mudimu",,nan,2.0,2.0,Positif,positive,Mot,other,ok,nan,,,
Mupile,Coupable,coupable,-7.0,-7.0,Negatif,negative,Mot,other,ok,guilty,auto:gcp,gcp,ok
Mupinganyi,Successeur,successeur,3.0,3.0,Positif,positive,Mot,other,ok,successor,auto:gcp,gcp,ok
Mupote,Fou,fou,-6.0,-6.0,Negatif,negative,Mot,other,ok,mad,auto:gcp,gcp,ok
Muprofete,Prophète,prophète,5.0,5.0,Positif,positive,Mot,other,ok,prophet,auto:gcp,gcp,ok
Muprofete mukaji,Prophétesse,prophétesse,5.0,5.0,Positif,positive,Mot,other,ok,prophetess,auto:gcp,gcp,ok
Mupstolo,Apôtre,apôtre,5.0,5.0,Positif,positive,Mot,other,ok,apostle,auto:gcp,gcp,ok
Mupuekele,Moindre,moindre,-3.0,-3.0,Negatif,negative,Mot,other,ok,lesser,auto:gcp,gcp,ok
Mupumbishibue,Absent,absent,-2.0,-2.0,Negatif,negative,Mot,other,ok,absent,auto:gcp,gcp,ok
Mupuya,Odeur,odeur,0.0,0.0,Neutre,neutral,Mot,other,ok,smell,auto:gcp,gcp,ok
Mupuya wa Nzambi,Inspiré de Dieu,inspiré de dieu,6.0,6.0,Positif,positive,Mot,other,ok,nan,,,
Musadoke,Sadducéen,sadducéen,0.0,0.0,Neutre,neutral,Mot,other,ok,Sadducee,auto:gcp,gcp,ok
Musambu,Cantique,cantique,4.0,4.0,Positif,positive,Mot,other,ok,hymn,auto:gcp,gcp,ok
Musame,Malade,malade,-6.0,-6.0,Negatif,negative,Mot,other,ok,sick,auto:gcp,gcp,ok
Musame wa kaneke,Paralysé,paralysé,-7.0,-7.0,Negatif,negative,Mot,other,ok,paralyzed,auto:gcp,gcp,ok
Musamu,Oreiller,oreiller,0.0,0.0,Neutre,neutral,Mot,other,ok,pillow,auto:gcp,gcp,ok
Musangishi wa milambu,Publicain,publicain,-2.0,-2.0,Positif,positive,Mot,other,ok,publican,auto:gcp,gcp,ok
"Musangu, Misangu",Foi,foi,0.0,0.0,Neutre,neutral,Mot,other,ok,faith,auto:gcp,gcp,ok
Musanke (kuikala),Satisfait,satisfait,3.0,3.0,Positif,positive,Mot,other,ok,satisfied,auto:gcp,gcp,ok
"Musanke, mupole",Content,content,4.0,4.0,Positif,positive,Mot,other,ok,thrilled,auto:gcp,gcp,ok
"Musankididi wa
benyi",,nan,4.0,4.0,Positif,positive,Mot,other,ok,nan,,,
Museki,Moqueur,moqueur,-5.0,-5.0,Negatif,negative,Mot,other,ok,mocking,auto:gcp,gcp,ok
Musenji,Barbare,barbare,-6.0,-6.0,Negatif,negative,Mot,other,ok,barbarous,auto:gcp,gcp,ok
Mushamusha,Moinea,moinea,2.0,2.0,Positif,positive,Mot,other,ok,monk,auto:gcp,gcp,ok
Mushete,Boisseau,boisseau,0.0,0.0,Neutre,neutral,Mot,other,ok,bushel,auto:gcp,gcp,ok
Mushiku,Ouverture,ouverture,2.0,2.0,Positif,positive,Mot,other,ok,opening,auto:gcp,gcp,ok
Mushikuwa mbelu,Porte,porte,1.0,1.0,Neutre,neutral,Mot,other,ok,door,auto:gcp,gcp,ok
Mushimi,Menteur,menteur,-7.0,-7.0,Negatif,negative,Mot,other,ok,liar,auto:gcp,gcp,ok
Mushimianganyi,Trompeur,trompeur,-7.0,-7.0,Negatif,negative,Mot,other,ok,misleading,auto:gcp,gcp,ok
Mushindu,Façon,façon,0.0,0.0,Neutre,neutral,Mot,other,ok,way,auto:gcp,gcp,ok
Mushindu (nyama…),Espèce,espèce,0.0,0.0,Neutre,neutral,Mot,other,ok,species,auto:gcp,gcp,ok
Mushindu eu,Sorte,sorte,0.0,0.0,Neutre,neutral,Mot,other,ok,sort,auto:gcp,gcp,ok
Mushindu mubi,Injustement,injustement,-6.0,-6.0,Negatif,negative,Mot,other,ok,unfairly,auto:gcp,gcp,ok
"Mushindu udi kawuyi
wa Nzambi",Impiement,impiement,-7.0,-7.0,Negatif,negative,Mot,other,ok,impiety,auto:gcp,gcp,ok
Mushindu wa kuikala,Manière d'être,manière d'être,0.0,0.0,Neutre,neutral,Mot,other,ok,nan,,,
Mushinga,Valeur,valeur,2.0,2.0,Positif,positive,Mot,other,ok,value,auto:gcp,gcp,ok
"Mushinga, tshuwidi, disangisha",Somme,somme,0.0,0.0,Neutre,neutral,Mot,other,ok,sum,auto:gcp,gcp,ok
Mushintakaji,Changeur,changeur,0.0,0.0,Neutre,neutral,Mot,other,ok,changer,auto:gcp,gcp,ok
Mushipi,Destructeur,destructeur,-8.0,-8.0,Negatif,negative,Mot,other,ok,destructive,auto:gcp,gcp,ok
Mushipi wa bipungidi,Implacable,implacable,-7.0,-7.0,Negatif,negative,Mot,other,ok,implacable,auto:gcp,gcp,ok
Mushipi wa mikenji,Transgresseur,transgresseur,-8.0,-8.0,Negatif,negative,Mot,other,ok,transgressor,auto:gcp,gcp,ok
Mushipianganyi,Meurtrier,meurtrier,-9.0,-9.0,Negatif,negative,Mot,other,ok,murderer,auto:gcp,gcp,ok
Mushipu,Automne,automne,0.0,0.0,Neutre,neutral,Mot,other,ok,autumn,auto:gcp,gcp,ok
Musoko,Cité,cité,0.0,0.0,Neutre,neutral,Mot,other,ok,quoted,auto:gcp,gcp,ok
Musoko mukese,Village,village,2.0,2.0,Positif,positive,Mot,other,ok,village,auto:gcp,gcp,ok
Musokoko,Secret,secret,-1.0,-1.0,Positif,positive,Mot,other,ok,secret,auto:gcp,gcp,ok
Musokome (muaba),Secret,secret,-1.0,-1.0,Positif,positive,Mot,other,ok,secret,auto:gcp,gcp,ok
Musombeshanganyi,Créancier,créancier,0.0,0.0,Neutre,neutral,Mot,other,ok,creditor,auto:gcp,gcp,ok
Musombuedi,Vengeur,vengeur,-6.0,-6.0,Negatif,negative,Mot,other,ok,avenger,auto:gcp,gcp,ok
Musonga,Faîte,faîte,2.0,2.0,Positif,positive,Mot,other,ok,done,auto:gcp,gcp,ok
Musonguedianganyi,Délateur,délateur,-8.0,-8.0,Negatif,negative,Mot,other,ok,informer,auto:gcp,gcp,ok
Musuka,Âme,âme,5.0,5.0,Positif,positive,Mot,other,ok,soul,auto:gcp,gcp,ok
Musukulampampa,Éponge,éponge,0.0,0.0,Neutre,neutral,Mot,other,ok,sponge,auto:gcp,gcp,ok
Musulu,Fleuve,fleuve,2.0,2.0,Positif,positive,Mot,other,ok,river,auto:gcp,gcp,ok
Musumba,Multitude,multitude,0.0,0.0,Neutre,neutral,Mot,other,ok,multitude,auto:gcp,gcp,ok
Musungidi,auveur,auveur,6.0,6.0,Positif,positive,Mot,other,ok,author,auto:gcp,gcp,ok
Mutabale (kuikala),Vigilant,vigilant,5.0,5.0,Positif,positive,Mot,other,ok,vigilant,auto:gcp,gcp,ok
Mutalela,Humidité,humidité,0.0,0.0,Neutre,neutral,Mot,other,ok,humidity,auto:gcp,gcp,ok
Mutambe (mushintuludi),Fort,fort,0.0,0.0,Neutre,neutral,Mot,other,ok,strong,auto:gcp,gcp,ok
Mutanda,Pâte,pâte,0.0,0.0,Neutre,neutral,Mot,other,ok,dough,auto:gcp,gcp,ok
Mutangadiki,Évangéliste,évangéliste,5.0,5.0,Positif,positive,Mot,other,ok,evangelist,auto:gcp,gcp,ok
Mutangidi,Surveillant,surveillant,2.0,2.0,Positif,positive,Mot,other,ok,supervisor,auto:gcp,gcp,ok
Mutatakane,Inconstant,inconstant,-4.0,-4.0,Negatif,negative,Mot,other,ok,inconstant,auto:gcp,gcp,ok
Mutekete,Faible,faible,-5.0,-5.0,Negatif,negative,Mot,other,ok,weak,auto:gcp,gcp,ok
Mutekete (muntu),Impotent,impotent,-6.0,-6.0,Negatif,negative,Mot,other,ok,impotent,auto:gcp,gcp,ok
Mutelu (katshiyi),Couture,couture,-2.0,-2.0,Negatif,negative,Mot,other,ok,sewing,auto:gcp,gcp,ok
Mutempeshi wa mbuku,Exorciste,exorciste,3.0,3.0,Positif,positive,Mot,other,ok,exorcist,auto:gcp,gcp,ok
"Mutendeledi wa
mpingu",Idolâtre,idolâtre,-8.0,-8.0,Negatif,negative,Mot,other,ok,idolatrous,auto:gcp,gcp,ok
Mutentekedi,Agent secret,agent secret,-3.0,-3.0,Positif,positive,Mot,other,ok,nan,,,
Muteyi,Tentateur,tentateur,-7.0,-7.0,Negatif,negative,Mot,other,ok,tempter,auto:gcp,gcp,ok
Mutoke,,nan,2.0,2.0,Positif,positive,Mot,other,ok,nan,,,
Mutontolodi,Murmurateur,murmurateur,-6.0,-6.0,Negatif,negative,Mot,other,ok,murmurer,auto:gcp,gcp,ok
Mutoto,Étoile,étoile,3.0,3.0,Positif,positive,Mot,other,ok,star,auto:gcp,gcp,ok
Mutoto wa nkesha,Étoile du matin,étoile du matin,4.0,4.0,Positif,positive,Mot,other,ok,nan,,,
Mutoyi,Mélodie,mélodie,3.0,3.0,Positif,positive,Mot,other,ok,melody,auto:gcp,gcp,ok
Mutshi,Plante végétale,plante végétale,2.0,2.0,Positif,positive,Mot,other,ok,nan,,,
Mutshi munene,Poutre,poutre,0.0,0.0,Neutre,neutral,Mot,other,ok,beam,auto:gcp,gcp,ok
"Mutshi
mutshiamakane",Bois,bois,0.0,0.0,Neutre,neutral,Mot,other,ok,drink,auto:gcp,gcp,ok
Mutshi mutshiamakane,Croix,croix,5.0,5.0,Positif,positive,Mot,other,ok,cross,auto:gcp,gcp,ok
Mutshi wa Nfigi,Figuier,figuier,2.0,2.0,Positif,positive,Mot,other,ok,fig tree,auto:gcp,gcp,ok
Mutshi wa tshikokedi,Joug,joug,-3.0,-3.0,Negatif,negative,Mot,other,ok,yoke,auto:gcp,gcp,ok
Mutshi wa tshikunyibua,Tige,tige,0.0,0.0,Neutre,neutral,Mot,other,ok,stem,auto:gcp,gcp,ok
Mutshima,Cœur,cœur,5.0,5.0,Positif,positive,Mot,other,ok,heart,auto:gcp,gcp,ok
Mutshima munene,Serrement,serrement,-2.0,-2.0,Negatif,negative,Mot,other,ok,tightening,auto:gcp,gcp,ok
"Mutshima, kondo ka mutshima",Conscience,conscience,4.0,4.0,Positif,positive,Mot,other,ok,awareness,auto:gcp,gcp,ok
Dibungama,Regret,regret,-5.0,-5.0,Negatif,negative,Mot,other,ok,regret,auto:gcp,gcp,ok
Dibungi,Nuage,nuage,0.0,0.0,Neutre,neutral,Mot,other,ok,cloud,auto:gcp,gcp,ok
Dibungibungi,Vapeur,vapeur,0.0,0.0,Neutre,neutral,Mot,other,ok,steam,auto:gcp,gcp,ok
Dibutuka,Destruction,destruction,-8.0,-8.0,Negatif,negative,Mot,other,ok,destruction,auto:gcp,gcp,ok
Didia dia disanka,Festin,festin,4.0,4.0,Positif,positive,Mot,other,ok,feast,auto:gcp,gcp,ok
Didianjila,Avance,avance,2.0,2.0,Positif,positive,Mot,other,ok,advance,auto:gcp,gcp,ok
"Didianjila kukosa
bualu mu mutshima",Préférence,préférence,3.0,3.0,Positif,positive,Mot,other,ok,preference,auto:gcp,gcp,ok
Didianjila kumanya,Préconnaissance,préconnaissance,2.0,2.0,Positif,positive,Mot,other,ok,foreknowledge,auto:gcp,gcp,ok
Didibingisha,Excuse,excuse,0.0,0.0,Neutre,neutral,Mot,other,ok,excuse,auto:gcp,gcp,ok
Dididishi,Fenêtre,fenêtre,0.0,0.0,Neutre,neutral,Mot,other,ok,window,auto:gcp,gcp,ok
Didikanda,Tempérance,tempérance,4.0,4.0,Positif,positive,Mot,other,ok,temperance,auto:gcp,gcp,ok
"Didimuisha, dilongesha, kalasa",Discipline,discipline,3.0,3.0,Positif,positive,Mot,other,ok,discipline,auto:gcp,gcp,ok
Didinga,Fraude,fraude,-7.0,-7.0,Negatif,negative,Mot,other,ok,fraud,auto:gcp,gcp,ok
Didisankisha,Satisfaction,satisfaction,4.0,4.0,Positif,positive,Mot,other,ok,satisfaction,auto:gcp,gcp,ok
Didisua; diambu,Orgueil,orgueil,-6.0,-6.0,Negatif,negative,Mot,other,ok,pride,auto:gcp,gcp,ok
Didiunda,Croissance,croissance,5.0,5.0,Positif,positive,Mot,other,ok,growth,auto:gcp,gcp,ok
Didiundisha,Avancemen,avancemen,5.0,5.0,Positif,positive,Mot,other,ok,advancement,auto:gcp,gcp,ok
Dieba,Épine,épine,-4.0,-4.0,Negatif,negative,Mot,other,ok,spiked,auto:gcp,gcp,ok
Diedibua dia manyi,Onction,onction,5.0,5.0,Positif,positive,Mot,other,ok,anointing,auto:gcp,gcp,ok
Dienza,Opérant,opérant,3.0,3.0,Positif,positive,Mot,other,ok,operating,auto:gcp,gcp,ok
Dienzeja dia dipambuka,Énergie d'erreur,énergie d'erreur,-6.0,-6.0,Negatif,negative,Mot,other,ok,nan,,,
Dienzejibua ku bukole,Contrainte,contrainte,-3.0,-3.0,Negatif,negative,Mot,other,ok,constraint,auto:gcp,gcp,ok
Difika dia munda,Courroux,courroux,-7.0,-7.0,Negatif,negative,Mot,other,ok,wrath,auto:gcp,gcp,ok
Difikisha munda,Irritation,irritation,0.0,0.0,Negatif,negative,Mot,other,ok,irritation,auto:gcp,gcp,ok
Difu,Estomac,estomac,0.0,0.0,Neutre,neutral,Mot,other,ok,stomach,auto:gcp,gcp,ok
