CILUBA,French,French_norm,Score,Score_int,Sentiment,Sentiment_std,Nature,Nature_std,qa_status
Diluangana,Lutte,lutte,2.0,2.0,Positif,positive,Mot,other,ok
Dilubakana,Embarras,embarras,-3.0,-3.0,Negatif,negative,Mot,other,ok
Dilulama,Droiture,droiture,5.0,5.0,Positif,positive,Mot,other,ok
Dilumbuluisha,Jugement,jugement,1.0,1.0,Positif,positive,Mot,other,ok
Dima,Argile,argile,0.0,0.0,Neutre,neutral,Mot,other,ok
Dimanya,Savoir,savoir,4.0,4.0,Positif,positive,Mot,other,ok
"Dimanya, lungenyi",Connaissance,connaissance,4.0,4.0,Positif,positive,Mot,other,ok
Dimanyisha,Information,information,3.0,3.0,Positif,positive,Mot,other,ok
Dimiamina,Aspersion,aspersion,1.0,1.0,Neutre,neutral,Mot,other,ok
Diminu,Semence,semence,2.0,2.0,Positif,positive,Mot,other,ok
Dimoma,Rouille,rouille,-3.0,-3.0,Negatif,negative,Mot,other,ok
Dimueneka,Apparition,apparition,3.0,3.0,Positif,positive,Mot,other,ok
Dimuenesha,Démonstration,démonstration,3.0,3.0,Positif,positive,Mot,other,ok
Dina,Fosse,fosse,3.0,3.0,Positif,positive,Mot,other,ok
Dina dia mayi,Fontaine,fontaine,2.0,2.0,Positif,positive,Mot,other,ok
Dinanga,Amour,amour,6.0,6.0,Positif,positive,Mot,other,ok
"Dinanga, Kusua (kuimpe)",Affection ,affection,5.0,5.0,Positif,positive,Mot,other,ok
Dinanukila,Persévérer,persévérer,4.0,4.0,Positif,positive,Mot,other,ok
Dinda,Matin,matin,2.0,2.0,Positif,positive,Mot,other,ok
Dinda,Point du jour,point du jour,2.0,2.0,Positif,positive,Mot,other,ok
Dinemekela,Révérence,révérence,4.0,4.0,Positif,positive,Mot,other,ok
Dinkenke,Splendeur,splendeur,5.0,5.0,Positif,positive,Mot,other,ok
Dinowa,Moisson,moisson,3.0,3.0,Positif,positive,Mot,other,ok
Dinu,Dent,dent,0.0,0.0,Neutre,neutral,Mot,other,ok
Dinua,Boir,boir,0.0,0.0,Neutre,neutral,Mot,other,ok
Dinunganyi,Rumeur,rumeur,-3.0,-3.0,Negatif,negative,Mot,other,ok
Dinungu,Jointure,jointure,1.0,1.0,Neutre,neutral,Mot,other,ok
"Dinvuenkenya, Lupuishi",Poussière,poussière,2.0,2.0,Positif,positive,Mot,other,ok
Dinyanguka,Corruption,corruption,-8.0,-8.0,Negatif,negative,Mot,other,ok
Dinyanguka dia moyo,Dissolution,dissolution,-6.0,-6.0,Negatif,negative,Mot,other,ok
Dinyanguta,Avarie,avarie,-5.0,-5.0,Negatif,negative,Mot,other,ok
Dinyoka,Sentence,sentence,5.0,5.0,Positif,positive,Mot,other,ok
Dinyunguluka,Tour,tour,0.0,0.0,Neutre,neutral,Mot,other,ok
Diondoka,Profond,profond,2.0,2.0,Positif,positive,Mot,other,ok
Dipa,Don,don,5.0,5.0,Positif,positive,Mot,other,ok
Dipa dia luse,Don de grâce,don de grâce,6.0,6.0,Positif,positive,Mot,other,ok
Dipambuisha,Séduction,séduction,-6.0,-6.0,Negatif,negative,Mot,other,ok
Dipambuka,Égarement,égarement,-7.0,-7.0,Negatif,negative,Mot,other,ok
Dipandulula,Division,division,-4.0,-4.0,Negatif,negative,Mot,other,ok
Dipanga dia kudikanda,Sans voix,sans voix,-6.0,-6.0,Negatif,negative,Verbe,verb,ok
Dipanga dikuatshisha,Inutilité,inutilité,-5.0,-5.0,Negatif,negative,Mot,other,ok
Dipanga dinyanguka,Incorruptibilité,incorruptibilité,6.0,6.0,Positif,positive,Mot,other,ok
Dipangadija,Propos,propos,0.0,0.0,Neutre,neutral,Mot,other,ok
Dipatuka,Sortie,sortie,0.0,0.0,Neutre,neutral,Mot,other,ok
Dipeta,Acquisition,acquisition,3.0,3.0,Positif,positive,Mot,other,ok
Dipetu,Mépris,mépris,-8.0,-8.0,Negatif,negative,Mot,other,ok
Dipikula,Rédemption,rédemption,6.0,6.0,Positif,positive,Mot,other,ok
Dipila,Se donner,se donner,-7.0,-7.0,Negatif,negative,Verbe,verb,ok
"Dipingana, dipingaja",Retour,retour,2.0,2.0,Positif,positive,Mot,other,ok
Dipita (bukole),Victoire,victoire,6.0,6.0,Positif,positive,Mot,other,ok
Dipumbisha,Obstacle,obstacle,-3.0,-3.0,Negatif,negative,Mot,other,ok
Dipumbishibua,Absence,absence,-2.0,-2.0,Negatif,negative,Mot,other,ok
Dipunga diyi,Consentement mutuel,consentement mutuel,4.0,4.0,Positif,positive,Mot,other,ok
Dipungi,Fatigue ,fatigue,-3.0,-3.0,Negatif,negative,Mot,other,ok
Dipuyakana,Respiration,respiration,2.0,2.0,Positif,positive,Mot,other,ok
Disakidila,Gratitude,gratitude,5.0,5.0,Positif,positive,Mot,other,ok
Disalayi,Satellite,satellite,0.0,0.0,Neutre,neutral,Mot,other,ok
Disalayi dilami dia tshitudilu,Préfet du prétoire,préfet du prétoire,0.0,0.0,Neutre,neutral,Mot,other,ok
Disama,Fléau,fléau,-8.0,-8.0,Negatif,negative,Mot,other,ok
Disama dia mashi apatuka,Flux,flux,-2.0,-2.0,Positif,positive,Mot,other,ok
Disama dia mubidi kapia,Fièvre,fièvre,-5.0,-5.0,Negatif,negative,Mot,other,ok
Disambakana,Rencontre,rencontre,3.0,3.0,Positif,positive,Mot,other,ok
Disambi,Consolation,consolation,4.0,4.0,Positif,positive,Mot,other,ok
Disangisha,Rassemblement,rassemblement,2.0,2.0,Positif,positive,Mot,other,ok
Disangisha dia bintu,Collecte,collecte,1.0,1.0,Neutre,neutral,Mot,other,ok
Disanka,Plaisir,plaisir,6.0,6.0,Positif,positive,Mot,other,ok
Disanka (dia dijidila dia ntempelo),Grande joie,grande joie,5.0,5.0,Positif,positive,Mot,other,ok
Disanka (ne),Joyeusement,joyeusement,4.0,4.0,Positif,positive,Mot,other,ok
Disanka dia muoyo,Volupté,volupté,2.0,2.0,Positif,positive,Mot,other,ok
Disanka dinene (ne),Transpor,transpor,0.0,0.0,Neutre,neutral,Mot,other,ok
Disele,Roseau,roseau,0.0,0.0,Neutre,neutral,Mot,other,ok
Disengelela; ditendekena,Supplication,supplication,3.0,3.0,Positif,positive,Mot,other,ok
Dishima,Tromperie,tromperie,-7.0,-7.0,Negatif,negative,Mot,other,ok
Dishimbuka,Ruine,ruine,-8.0,-8.0,Negatif,negative,Mot,other,ok
Dishiya,Rive,rive,1.0,1.0,Neutre,neutral,Mot,other,ok
Disolayi,Soldat,soldat,2.0,2.0,Positif,positive,Mot,other,ok
Disombuela,Vengeance,vengeance,-6.0,-6.0,Negatif,negative,Mot,other,ok
Disoso,Déchirure,déchirure,-4.0,-4.0,Negatif,negative,Mot,other,ok
Disu,Œil,œil,1.0,1.0,Neutre,neutral,Mot,other,ok
Disu (disoso),Trou,trou,-2.0,-2.0,Positif,positive,Mot,other,ok
Disua,Souhait,souhait,2.0,2.0,Positif,positive,Mot,other,ok
Ditua (dia muele wa nvita),Tranchant ,tranchant,2.0,2.0,Positif,positive,Mot,other,ok
Ditua mikemu,Gémissement,gémissement,-3.0,-3.0,Negatif,negative,Mot,other,ok
Dituaya,Tablier,tablier,0.0,0.0,Neutre,neutral,Mot,other,ok
Dituayi,Mouchoir,mouchoir,0.0,0.0,Neutre,neutral,Mot,other,ok
Ditubula,Pénétrant,pénétrant,1.0,1.0,Positif,positive,Mot,other,ok
Dituku,Jour,jour,2.0,2.0,Positif,positive,Mot,other,ok
Dituku dia Diledibua,Anniversaire de naissance,anniversaire de naissance,3.0,3.0,Positif,positive,Mot,other,ok
Dituku dia disanka,Fête,fête,4.0,4.0,Positif,positive,Mot,other,ok
"Dituku dia
Mukelenge",Jour du Seigneur,jour du seigneur,5.0,5.0,Positif,positive,Mot,other,ok
Ditumbisha,Louange,louange,6.0,6.0,Positif,positive,Mot,other,ok
Ditumikila,Soumission,soumission,3.0,3.0,Positif,positive,Mot,other,ok
Ditupakana,Ignorance,ignorance,-5.0,-5.0,Negatif,negative,Mot,other,ok
Ditutu,Nuée,nuée,0.0,0.0,Neutre,neutral,Mot,other,ok
Diulu,Ciel,ciel,4.0,4.0,Positif,positive,Mot,other,ok
Diumusha,Enlèvement,enlèvement,2.0,2.0,Positif,positive,Mot,other,ok
Diumusha mu ditunga dia bantu kuya nabu mu ditunga dikuabu,Transportation,transportation,0.0,0.0,Neutre,neutral,Mot,other,ok
Diunvuika,Retentissant,retentissant,2.0,2.0,Positif,positive,Mot,other,ok
Divulangana,Débordement,débordement,5.0,5.0,Positif,positive,Mot,other,ok
Divuluka,Souvenir,souvenir,3.0,3.0,Positif,positive,Mot,other,ok
Divundulula,Mouvement,mouvement,0.0,0.0,Neutre,neutral,Mot,other,ok
Diya,Départ,départ,0.0,0.0,Neutre,neutral,Mot,other,ok
Diyi,Voix,voix,2.0,2.0,Positif,positive,Verbe,verb,ok
Diyi (diunvua),Message,message,3.0,3.0,Positif,positive,Mot,other,ok
Diyi dimue,Accord,accord,4.0,4.0,Positif,positive,Mot,other,ok
Diyisha,Prédication,prédication,4.0,4.0,Positif,positive,Mot,other,ok
Diyisha (meyi),Doctrine,doctrine,3.0,3.0,Positif,positive,Mot,other,ok
Diyoyi,Clameur,clameur,5.0,5.0,Positif,positive,Mot,other,ok
Diyoyo,Crierie,crierie,-5.0,-5.0,Negatif,negative,Mot,other,ok
"Diyoyo, Disumpakana",Confusion,confusion,-6.0,-6.0,Negatif,negative,Mot,other,ok
Diyu,Œuf,œuf,0.0,0.0,Neutre,neutral,Mot,other,ok
"E (Bulelela
menemene)",Certes,certes,0.0,0.0,Neutre,neutral,Mot,other,ok
Ekola,École,école,3.0,3.0,Positif,positive,Mot,other,ok
"Eku ne eku
(Kutangadika)",Ça et là,ça et là,0.0,0.0,Neutre,neutral,Mot,other,ok
Emeraude,Émeraude,émeraude,2.0,2.0,Positif,positive,Mot,other,ok
Epikuleo,Épicurien,épicurien,5.0,5.0,Positif,positive,Mot,other,ok
Esete,Orient,orient,1.0,1.0,Neutre,neutral,Mot,other,ok
Etata,Ephphatha,ephphatha,5.0,5.0,Positif,positive,Mot,other,ok
Kufila mulubu,Rapporter,rapporter,1.0,1.0,Positif,positive,Verbe,verb,ok
Kufinda,Sombre,sombre,4.0,4.0,Positif,positive,Verbe,verb,ok
Kufinda kua Nvula,Orage,orage,5.0,5.0,Positif,positive,Verbe,verb,ok
Kufua,Mourir,mourir,7.0,7.0,Positif,positive,Verbe,verb,ok
Kufua luse,Apaiser,apaiser,6.0,6.0,Positif,positive,Verbe,verb,ok
Kufuana,Ressembler,ressembler,9.0,9.0,Positif,positive,Verbe,verb,ok
Kufuangikija,Supposer,supposer,8.0,8.0,Positif,positive,Verbe,verb,ok
Kufuanyikija,Représenter,représenter,4.0,4.0,Positif,positive,Verbe,verb,ok
Kufuanyikila,Imagination,imagination,4.0,4.0,Positif,positive,Verbe,verb,ok
Kufubidisha,Sécher,sécher,9.0,9.0,Positif,positive,Verbe,verb,ok
Kufubila,Flétrir,flétrir,9.0,9.0,Positif,positive,Verbe,verb,ok
Kufuilangana,Interdire,interdire,9.0,9.0,Positif,positive,Verbe,verb,ok
Kufuka,Créer,créer,9.0,9.0,Positif,positive,Verbe,verb,ok
Kufuma,Revenir,revenir,8.0,8.0,Positif,positive,Mot,other,ok
Kufuna (bulobo),Déchaîner,déchaîner,8.0,8.0,Positif,positive,Mot,other,ok
Kufunafuna,Jactance,jactance,-1.0,-1.0,Negatif,negative,Mot,other,ok
Kufunda,Prescrire,prescrire,7.0,7.0,Positif,positive,Mot,other,ok
Kufunda,Rédiger,rédiger,7.0,7.0,Positif,positive,Verbe,verb,ok
Kufunda,Inscrire,inscrire,7.0,7.0,Positif,positive,Mot,other,ok
Kufunda pa tshintu tshikole (dibue …),Graver,graver,-1.0,-1.0,Negatif,negative,Mot,other,ok
"Kufunda, kusangisha",Composer,composer,1.0,1.0,Positif,positive,Mot,other,ok
Kufundisha,Enregistrer,enregistrer,1.0,1.0,Positif,positive,Mot,other,ok
Kufuta,Payer,payer,3.0,3.0,Positif,positive,Mot,other,ok
Kufuta dibanza,Dépenser,dépenser,4.0,4.0,Positif,positive,Mot,other,ok
Kuiba,Dérober,dérober,5.0,5.0,Positif,positive,Mot,other,ok
Kuibaka,Bâtir,bâtir,-3.0,-3.0,Negatif,negative,Mot,other,ok
kuibakulula,Réédifier,réédifier,6.0,6.0,Positif,positive,Mot,other,ok
Kuidikija,Imiter,imiter,8.0,8.0,Positif,positive,Verbe,verb,ok
Kuidikisha,Départir,départir,8.0,8.0,Positif,positive,Mot,other,ok
Kuikala,Exister,exister,9.0,9.0,Positif,positive,Mot,other,ok
Kuikala (muaku wa pa muanda),Être,être,8.0,8.0,Positif,positive,Mot,other,ok
Kuikala (muaku),Être,être,-3.0,-3.0,Negatif,negative,Mot,other,ok
Kuikala (mukumbane),Capable,capable,1.0,1.0,Positif,positive,Mot,other,ok
Kuikala mufue,Mort,mort,9.0,9.0,Positif,positive,Mot,other,ok
Kuikala munyokibue,Torturé,torturé,1.0,1.0,Positif,positive,Mot,other,ok
Kuikala musungudibue diambedi,Préordonner,préordonner,-9.0,-9.0,Negatif,negative,Mot,other,ok
Kuikala mutambibue,Vaincu ,vaincu,-8.0,-8.0,Negatif,negative,Mot,other,ok
Kuikala mutshimunyi,Vainqueur ,vainqueur,3.0,3.0,Positif,positive,Mot,other,ok
Kuikala ne (bukokeshi),Disposer ,disposer,2.0,2.0,Positif,positive,Mot,other,ok
Kuikala ne bua,Devoir,devoir,6.0,6.0,Positif,positive,Mot,other,ok
Kuikala ne dikima,Enhardir,enhardir,5.0,5.0,Positif,positive,Mot,other,ok
Kuikala ne Mukawu,Envieux ,envieux,8.0,8.0,Positif,positive,Mot,other,ok
Kuikala ne musangu (ne tshikondo),Vaquer,vaquer,9.0,9.0,Positif,positive,Verbe,verb,ok
Kuikala ne ntema,Attentif,attentif,1.0,1.0,Positif,positive,Verbe,verb,ok
Kuikala ne tshikondo,Loisir,loisir,-8.0,-8.0,Negatif,negative,Verbe,verb,ok
Kuikalaku ku mubidi,Présence,présence,4.0,4.0,Positif,positive,Verbe,verb,ok
Kuikalane muoyo,Vivre,vivre,5.0,5.0,Positif,positive,Verbe,verb,ok
Kuikisha,Récréer,récréer,9.0,9.0,Positif,positive,Verbe,verb,ok
Kuimana,Arrêter,arrêter,-5.0,-5.0,Negatif,negative,Mot,other,ok
Kuimansha,Arracher,arracher,-8.0,-8.0,Negatif,negative,Mot,other,ok
Kuimanyika,Suspendre,suspendre,3.0,3.0,Positif,positive,Verbe,verb,ok
Kuimanyika ku tshilumbuluidi,Traduire,traduire,4.0,4.0,Positif,positive,Mot,other,ok
Kuimba,Chanter,chanter,6.0,6.0,Positif,positive,Verbe,verb,ok
Kuina mu mayi manene,Noyer,noyer,-5.0,-5.0,Negatif,negative,Verbe,verb,ok
Kuinama,Baisser,baisser,7.0,7.0,Positif,positive,Verbe,verb,ok
Kuindila,Attendre,attendre,3.0,3.0,Positif,positive,Verbe,verb,ok
Kuinjidila,Renfermer,renfermer,7.0,7.0,Positif,positive,Verbe,verb,ok
Kuinyika,Motmer,motmer,9.0,9.0,Positif,positive,Verbe,verb,ok
"Kuinyika (dina), kubikila",Appeler,appeler,1.0,1.0,Positif,positive,Verbe,verb,ok
Kuinyisha,Plonger,plonger,6.0,6.0,Positif,positive,Mot,other,ok
Kuipata; kumusha,Chasser,chasser,1.0,1.0,Positif,positive,Verbe,verb,ok
Kuipatshila,Aborder,aborder,1.0,1.0,Positif,positive,Verbe,verb,ok
Kuipila,Déchausser,déchausser,5.0,5.0,Positif,positive,Verbe,verb,ok
Kuita buatu,Ramer,ramer,-9.0,-9.0,Negatif,negative,Verbe,verb,ok
Kuitabuja,Accepter,accepter,-9.0,-9.0,Negatif,negative,Verbe,verb,ok
Kuitabuja (bualu),Affirmer,affirmer,4.0,4.0,Positif,positive,Mot,other,ok
"Kuitabuja, kuangata ku mudimu",Engager,engager,-8.0,-8.0,Negatif,negative,Verbe,verb,ok
Kuitabujibua,Acceptation,acceptation,6.0,6.0,Positif,positive,Verbe,verb,ok
Kuitabusha,Pernicieux,pernicieux,2.0,2.0,Positif,positive,Verbe,verb,ok
Kuja,Danser,danser,1.0,1.0,Positif,positive,Verbe,verb,ok
Kûja,Remplir,remplir,4.0,4.0,Positif,positive,Verbe,verb,ok
Kujadika,Approuver,approuver,5.0,5.0,Positif,positive,Verbe,verb,ok
Kujalama,Ferme,ferme,2.0,2.0,Positif,positive,Verbe,verb,ok
Kujana,Murmurer,murmurer,1.0,1.0,Positif,positive,Verbe,verb,ok
Kujanguluka ,Tarder,tarder,3.0,3.0,Positif,positive,Verbe,verb,ok
Kujibika,Boucher ,boucher,3.0,3.0,Positif,positive,Verbe,verb,ok
Kujidila,Consacrer,consacrer,2.0,2.0,Positif,positive,Mot,other,ok
Kujika,Défaillir,défaillir,3.0,3.0,Positif,positive,Verbe,verb,ok
Kujikija,Accomplir,accomplir,4.0,4.0,Positif,positive,Verbe,verb,ok
Kujikuila,,nan,1.0,1.0,Positif,positive,Verbe,verb,ok
Kujila kua bia kudia,Jeûner,jeûner,-7.0,-7.0,Negatif,negative,Verbe,verb,ok
Kujima,Éteindre,éteindre,2.0,2.0,Positif,positive,Verbe,verb,ok
Kujimija,Abolition,abolition,1.0,1.0,Positif,positive,Verbe,verb,ok
Kujimika,Perle,perle,1.0,1.0,Positif,positive,Mot,other,ok
Kujimina,Effacer,effacer,1.0,1.0,Positif,positive,Mot,other,ok
Kujingila,Bander,bander,2.0,2.0,Positif,positive,Mot,other,ok
Kujingila,Emmailloter,emmailloter,-5.0,-5.0,Negatif,negative,Verbe,verb,ok
Kujinguluila,Expliquer,expliquer,-9.0,-9.0,Negatif,negative,Verbe,verb,ok
Kujingulula,Discerner,discerner,4.0,4.0,Positif,positive,Verbe,verb,ok
Kujula,Déraciner,déraciner,4.0,4.0,Positif,positive,Verbe,verb,ok
Kujula diyoyo,Contester,contester,4.0,4.0,Positif,positive,Mot,other,ok
"Kukama, kuma",Tarir,tarir,4.0,4.0,Positif,positive,Verbe,verb,ok
Kukanda,Bride,bride,4.0,4.0,Positif,positive,Verbe,verb,ok
Kukanda (Kakuyi),Empêchement,empêchement,4.0,4.0,Positif,positive,Verbe,verb,ok
Kukandika,Enjoindre,enjoindre,4.0,4.0,Positif,positive,Verbe,verb,ok
Kukanga,Fermer,fermer,-2.0,-2.0,Negatif,negative,Verbe,verb,ok
Kukangila,Enfermer,enfermer,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukanka,Frémir,frémir,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukanyina,Menacer,menacer,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukeba,Chercher,chercher,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukeba ne lukunukunu,Rechercher,rechercher,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukebulula,Sonder,sonder,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukema,Ému ,ému,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukemesha,Étonne,étonne,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukenga,"Souffrir, Subir","souffrir, subir",-4.0,-4.0,Negatif,negative,Mot,other,ok
Kukenga (bikole),Cruellement,cruellement,-4.0,-4.0,Negatif,negative,Mot,other,ok
"Kukengela, kuikala bikengela",Falloir,falloir,-4.0,-4.0,Negatif,negative,Mot,other,ok
Kukengesha,Dévaster,dévaster,1.0,1.0,Positif,positive,Mot,other,ok
Kukenka,Briller,briller,4.0,4.0,Positif,positive,Mot,other,ok
"Kukenka, kutema",Reluire,reluire,-2.0,-2.0,Negatif,negative,Verbe,verb,ok
Kukenkesha,Illuminer,illuminer,-3.0,-3.0,Negatif,negative,Mot,other,ok
Kukepesha,Abréger,abréger,1.0,1.0,Positif,positive,Verbe,verb,ok
Kukina,Horreu,horreu,-5.0,-5.0,Negatif,negative,Verbe,verb,ok
Kukina (kuikala ne lukuna),Haïr,haïr,2.0,2.0,Positif,positive,Mot,other,ok
Kukoka,Attirer,attirer,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukoka,Tirer,tirer,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukokela,Assujettir,assujettir,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukokesha,Alimenter,alimenter,2.0,2.0,Positif,positive,Mot,other,ok
Kukolesha,Affermir,affermir,-3.0,-3.0,Negatif,negative,Mot,other,ok
Kukolesha (mutshima),son cœur,son cœur,6.0,6.0,Positif,positive,Mot,other,ok
Kukolesha kua mutshima,Courage,courage,3.0,3.0,Positif,positive,Verbe,verb,ok
Kukomba,Balayer,balayer,-9.0,-9.0,Negatif,negative,Mot,other,ok
Kukonka,Interroger,interroger,1.0,1.0,Positif,positive,Verbe,verb,ok
Kukonkangana,Entre-demander ,entre-demander,1.0,1.0,Positif,positive,Mot,other,ok
Kukonya (binu),Ployer,ployer,1.0,1.0,Positif,positive,Verbe,verb,ok
Kukonyangaja,Tordre,tordre,1.0,1.0,Positif,positive,Mot,other,ok
Kukosa,Couper,couper,-1.0,-1.0,Negatif,negative,Mot,other,ok
Kukosa mutu,Décapiter,décapiter,2.0,2.0,Positif,positive,Mot,other,ok
Kukosa ne nsele,Scier,scier,4.0,4.0,Positif,positive,Mot,other,ok
Kukoyobuka,Dévoyer,dévoyer,4.0,4.0,Positif,positive,Mot,other,ok
Kukuabu,Ailleurs,ailleurs,4.0,4.0,Positif,positive,Verbe,verb,ok
Kukuamba,Rapporter,rapporter,4.0,4.0,Positif,positive,Verbe,verb,ok
Kukuata,Imposer,imposer,4.0,4.0,Positif,positive,Verbe,verb,ok
Kukuata mudimu,Administrer,administrer,4.0,4.0,Positif,positive,Verbe,verb,ok
Kukuatshika,Enivrer,enivrer,-3.0,-3.0,Negatif,negative,Verbe,verb,ok
Kukuatshika ne (… buowa),Emparer ,emparer,4.0,4.0,Positif,positive,Verbe,verb,ok
Kukuatshisha,Aider,aider,-2.0,-2.0,Negatif,negative,Verbe,verb,ok
Kukuatshisha (ne bintu),Kukuatshisha ,kukuatshisha,-1.0,-1.0,Negatif,negative,Verbe,verb,ok
Kukuatshisha ku didiunda,Contribuer à l'avancement,contribuer à l'avancement,-6.0,-6.0,Negatif,negative,Verbe,verb,ok
Kukuba,Épargner,épargner,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukudika,Pendre,pendre,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukudimuka,Convertir,convertir,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukudimuna,Changer,changer,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukudimuna kua mutshima,Conversion,conversion,-1.0,-1.0,Negatif,negative,Verbe,verb,ok
Kukuila,Hommage,hommage,5.0,5.0,Positif,positive,Verbe,verb,ok
Kukukuila,Adorer,adorer,6.0,6.0,Positif,positive,Verbe,verb,ok
Kukulakaja,Kukulakaja,kukulakaja,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukuma,Châtier,châtier,1.0,1.0,Positif,positive,Verbe,verb,ok
Kukuma dikasa ku,Heurter,heurter,-2.0,-2.0,Negatif,negative,Verbe,verb,ok
Kukuma ku mutshi mutshiamakane,Crucifier,crucifier,3.0,3.0,Positif,positive,Verbe,verb,ok
Kukuma mutshima,Convoiter,convoiter,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukumbaja,Compléter,compléter,4.0,4.0,Positif,positive,Verbe,verb,ok
"Kukumbaja, kuwuja",Abonder,abonder,4.0,4.0,Positif,positive,Mot,other,ok
Kukumbana,Suffisant,suffisant,4.0,4.0,Positif,positive,Mot,other,ok
Kukumbana ba bungi,Multiplier,multiplier,4.0,4.0,Positif,positive,Verbe,verb,ok
Kukumbanyina,Mériter,mériter,4.0,4.0,Positif,positive,Verbe,verb,ok
Kukuna,Planter,planter,4.0,4.0,Positif,positive,Verbe,verb,ok
Kukungija,Ramasser,ramasser,4.0,4.0,Positif,positive,Verbe,verb,ok
Kukungula,Rugir,rugir,4.0,4.0,Positif,positive,Verbe,verb,ok
Kukuobamisha,Courber,courber,4.0,4.0,Positif,positive,Verbe,verb,ok
Kukupa,Lancer,lancer,4.0,4.0,Positif,positive,Mot,other,ok
Kukupa mutu,Hocher,hocher,4.0,4.0,Positif,positive,Verbe,verb,ok
Kukupula,Essuyer,essuyer,4.0,4.0,Positif,positive,Verbe,verb,ok
Kukuta (ku meyi …),Surprendre,surprendre,4.0,4.0,Positif,positive,Verbe,verb,ok
Kukutshisha,Rassasier,rassasier,4.0,4.0,Positif,positive,Verbe,verb,ok
Kûla,"Emplir, Enfler","emplir, enfler",-7.0,-7.0,Negatif,negative,Mot,other,ok
Kula diyi bikole,Écrier ,écrier,-5.0,-5.0,Negatif,negative,Verbe,verb,ok
Kûla kua musulu,Inondation,inondation,4.0,4.0,Positif,positive,Verbe,verb,ok
Kulaba,Embaumer,embaumer,4.0,4.0,Positif,positive,Verbe,verb,ok
Kulaba manyi,Oindre,oindre,4.0,4.0,Positif,positive,Verbe,verb,ok
Kulabula,Goûter,goûter,4.0,4.0,Positif,positive,Verbe,verb,ok
Kulaka,Lécher,lécher,4.0,4.0,Positif,positive,Verbe,verb,ok
Kulala,Coucher,coucher,4.0,4.0,Positif,positive,Mot,other,ok
Kuloka,Pleuvoir,pleuvoir,4.0,4.0,Positif,positive,Verbe,verb,ok
"Kulala, kuladika",Loger,loger,4.0,4.0,Positif,positive,Verbe,verb,ok
Kulama,Conservation,conservation,4.0,4.0,Positif,positive,Verbe,verb,ok
"Kulama, kushiya",Réserver,réserver,4.0,4.0,Positif,positive,Mot,other,ok
Kulamakaja,Unir,unir,4.0,4.0,Positif,positive,Verbe,verb,ok
Kulamakajibua,Participation,participation,4.0,4.0,Positif,positive,Verbe,verb,ok
Kulamata,Dépendre,dépendre,4.0,4.0,Positif,positive,Verbe,verb,ok
Kulambuisha,Percevoir,percevoir,4.0,4.0,Positif,positive,Verbe,verb,ok
Kulambula,Sacrifier,sacrifier,4.0,4.0,Positif,positive,Verbe,verb,ok
Kulamika ditamba dia mutshi,Enter,enter,4.0,4.0,Positif,positive,Verbe,verb,ok
Kulaya,Ajourner,ajourner,-5.0,-5.0,Negatif,negative,Verbe,verb,ok
Kulayidila,Excuser,excuser,3.0,3.0,Positif,positive,Verbe,verb,ok
Kule (udi),Éloigné,éloigné,3.0,3.0,Positif,positive,Verbe,verb,ok
Kuledibua,Naissance,naissance,3.0,3.0,Positif,positive,Verbe,verb,ok
Kuledibua kua tshiakabidi,Naître de nouveau,naître de nouveau,3.0,3.0,Positif,positive,Verbe,verb,ok
Kuleja,Indiquer,indiquer,3.0,3.0,Positif,positive,Verbe,verb,ok
Kuleja tshilema,Reprocher,reprocher,3.0,3.0,Positif,positive,Verbe,verb,ok
Kulekela,Abandon,abandon,3.0,3.0,Positif,positive,Verbe,verb,ok
Kulekelela,Acquitter,acquitter,3.0,3.0,Positif,positive,Verbe,verb,ok
Kulekelela muntu bubi,Pardonner,pardonner,-3.0,-3.0,Negatif,negative,Verbe,verb,ok
Kulela,Accoucher,accoucher,-4.0,-4.0,Negatif,negative,Verbe,verb,ok
Kulelela tshia kabidi,Régénérer,régénérer,4.0,4.0,Positif,positive,Verbe,verb,ok
Kulenduisha,Scandaliser,scandaliser,4.0,4.0,Positif,positive,Verbe,verb,ok
Kulenduka,Broncher,broncher,-2.0,-2.0,Negatif,negative,Verbe,verb,ok
Kulenga,Toucher,toucher,5.0,5.0,Positif,positive,Verbe,verb,ok
Kulengeja,Orner,orner,5.0,5.0,Positif,positive,Verbe,verb,ok
