CILUBA,French,Score,Sentiment,Nature,
Mupambuke,Errant,-3,Negatif,Mot,
Mupangi,Ignorant,-5,Negatif,Mot,
Mupanyi,Vendeur,0,Neutre,Mot,
Mupele,Nécessiteuse,-4,Negatif,Mot,
Mupendianganyi,Blasphémateur Outrageux,-8,Negatif,Mot,
Mupenya,Éclair,0,Neutre,Mot,
Mupepele,Aisé,3,Positif,Mot,
Mupia-mupia,nouvelle,2,Positif,Mot,
Mupiamupia mu Bualu bua Nzambi (mukudimune mutshima),Converti,4,Positif,Mot,
Mupianyi,Héritier,5,Positif,Mot,
Mupika,Esclave,-6,Negatif,Mot,
Mupika mukaji,Servante,0,Neutre,Mot,
"Mupika, muena mudimu",,2,Positif,Mot,
Mupile,Coupable,-7,Negatif,Mot,
Mupinganyi,Successeur,3,Positif,Mot,
Mupote,Fou,-6,Negatif,Mot,
Muprofete,Prophète,5,Positif,Mot,
Muprofete mukaji,Prophétesse,5,Positif,Mot,
Mupstolo,Apôtre,5,Positif,Mot,
Mupuekele,Moindre,-3,Negatif,Mot,
Mupumbishibue,Absent,-2,Negatif,Mot,
Mupuya,Odeur,0,Neutre,Mot,
Mupuya wa Nzambi,Inspiré de Dieu,6,Positif,Mot,
Musadoke,Sadducéen,0,Neutre,Mot,
Musambu,Cantique,4,Positif,Mot,
Musame,Malade,-6,Negatif,Mot,
Musame wa kaneke,Paralysé,-7,Negatif,Mot,
Musamu,Oreiller,0,Neutre,Mot,
Musangishi wa milambu,Publicain,-2,Positif,Mot,
"Musangu, Misangu",Foi,0,Neutre,Mot,
Musanke (kuikala),Satisfait,3,Positif,Mot,
"Musanke, mupole",Content,4,Positif,Mot,
"Musankididi wa
benyi",,4,Positif,Mot,
Museki,Moqueur,-5,Negatif,Mot,
Musenji,Barbare,-6,Negatif,Mot,
Mushamusha,Moinea,2,Positif,Mot,
Mushete,Boisseau,0,Neutre,Mot,
Mushiku,Ouverture,2,Positif,Mot,
Mushikuwa mbelu,Porte,1,Neutre,Mot,
Mushimi,Menteur,-7,Negatif,Mot,
Mushimianganyi,Trompeur,-7,Negatif,Mot,
Mushindu,Façon,0,Neutre,Mot,
Mushindu (nyama…),Espèce,0,Neutre,Mot,
Mushindu eu,Sorte,0,Neutre,Mot,
Mushindu mubi,Injustement,-6,Negatif,Mot,
"Mushindu udi kawuyi
wa Nzambi",Impiement,-7,Negatif,Mot,
Mushindu wa kuikala,Manière d'être,0,Neutre,Mot,
Mushinga,Valeur,2,Positif,Mot,
"Mushinga, tshuwidi, disangisha",Somme,0,Neutre,Mot,
Mushintakaji,Changeur,0,Neutre,Mot,
Mushipi,Destructeur,-8,Negatif,Mot,
Mushipi wa bipungidi,Implacable,-7,Negatif,Mot,
Mushipi wa mikenji,Transgresseur,-8,Negatif,Mot,
Mushipianganyi,Meurtrier,-9,Negatif,Mot,
Mushipu,Automne,0,Neutre,Mot,
Musoko,Cité,0,Neutre,Mot,
Musoko mukese,Village,2,Positif,Mot,
Musokoko,Secret,-1,Positif,Mot,
Musokome (muaba),Secret,-1,Positif,Mot,
Musombeshanganyi,Créancier,0,Neutre,Mot,
Musombuedi,Vengeur,-6,Negatif,Mot,
Musonga,Faîte,2,Positif,Mot,
Musonguedianganyi,Délateur,-8,Negatif,Mot,
Musuka,Âme,5,Positif,Mot,
Musukulampampa,Éponge,0,Neutre,Mot,
Musulu,Fleuve,2,Positif,Mot,
Musumba,Multitude,0,Neutre,Mot,
Musungidi,auveur,6,Positif,Mot,
Mutabale (kuikala),Vigilant,5,Positif,Mot,
Mutalela,Humidité,0,Neutre,Mot,
Mutambe (mushintuludi),Fort,0,Neutre,Mot,
Mutanda,Pâte,0,Neutre,Mot,
Mutangadiki,Évangéliste,5,Positif,Mot,
Mutangidi,Surveillant,2,Positif,Mot,
Mutatakane,Inconstant,-4,Negatif,Mot,
Mutekete,Faible,-5,Negatif,Mot,
Mutekete (muntu),Impotent,-6,Negatif,Mot,
Mutelu (katshiyi),Couture,-2,Negatif,Mot,
Mutempeshi wa mbuku,Exorciste,3,Positif,Mot,
"Mutendeledi wa
mpingu",Idolâtre,-8,Negatif,Mot,
Mutentekedi,Agent secret,-3,Positif,Mot,
Muteyi,Tentateur,-7,Negatif,Mot,
Mutoke,,2,Positif,Mot,
Mutontolodi,Murmurateur,-6,Negatif,Mot,
Mutoto,Étoile,3,Positif,Mot,
Mutoto wa nkesha,Étoile du matin,4,Positif,Mot,
Mutoyi,Mélodie,3,Positif,Mot,
Mutshi,Plante végétale,2,Positif,Mot,
Mutshi munene,Poutre,0,Neutre,Mot,
"Mutshi
mutshiamakane",Bois,0,Neutre,Mot,
Mutshi mutshiamakane,Croix,5,Positif,Mot,
Mutshi wa Nfigi,Figuier,2,Positif,Mot,
Mutshi wa tshikokedi,Joug,-3,Negatif,Mot,
Mutshi wa tshikunyibua,Tige,0,Neutre,Mot,
Mutshima,Cœur,5,Positif,Mot,
Mutshima munene,Serrement,-2,Negatif,Mot,
"Mutshima, kondo ka mutshima",Conscience,4,Positif,Mot,
Dibungama,Regret,-5,Negatif,Mot,
Dibungi,Nuage,0,Neutre,Mot,
Dibungibungi,Vapeur,0,Neutre,Mot,
Dibutuka,Destruction,-8,Negatif,Mot,
Didia dia disanka,Festin,4,Positif,Mot,
Didianjila,Avance,2,Positif,Mot,
"Didianjila kukosa
bualu mu mutshima",Préférence,3,Positif,Mot,
Didianjila kumanya,Préconnaissance,2,Positif,Mot,
Didibingisha,Excuse,0,Neutre,Mot,
Dididishi,Fenêtre,0,Neutre,Mot,
Didikanda,Tempérance,4,Positif,Mot,
"Didimuisha, dilongesha, kalasa",Discipline,3,Positif,Mot,
Didinga,Fraude,-7,Negatif,Mot,
Didisankisha,Satisfaction,4,Positif,Mot,
Didisua; diambu,Orgueil,-6,Negatif,Mot,
Didiunda,Croissance,5,Positif,Mot,
Didiundisha,Avancemen,5,Positif,Mot,
Dieba,Épine,-4,Negatif,Mot,
Diedibua dia manyi,Onction,5,Positif,Mot,
Dienza,Opérant,3,Positif,Mot,
Dienzeja dia dipambuka,Énergie d'erreur,-6,Negatif,Mot,
Dienzejibua ku bukole,Contrainte,-3,Negatif,Mot,
Difika dia munda,Courroux,-7,Negatif,Mot,
Difikisha munda,Irritation,0,Negatif,Mot,
Difu,Estomac,0,Neutre,Mot,
Difuma,Lance,-2,Negatif,Mot,
Difutu,Dépens,3,Positif,Mot,
Difutu,Salaire,3,Positif,Mot,
Dijadika,Convictio,4,Positif,Mot,
Dijadikibua,Expérience,3,Positif,Mot,
Dijalame,Légal,2,Positif,Mot,
Dijanguluka,Retardement,-2,Negatif,Mot,
Dijiba,La,0,Neutre,Mot,
Dijikula,Profession,2,Positif,Mot,
Dijimbu,Obscurément,-2,Negatif,Mot,
Dijimija,Pervers,-8,Negatif,Mot,
"Dijimija, kulekelela (bubi)",Rémission,4,Positif,Mot,
Dijimina,Disparaître,-1,Positif,Mot,
Dijimina dikole,Dommage,-4,Negatif,Mot,
Dijinga,Besoin,1,Positif,Mot,
Dijingulula,Discernemen,4,Positif,Mot,
Dijula,Relèvement,4,Positif,Mot,
Dikalu,Char,0,Neutre,Mot,
Dikamakama,Fourberie,-7,Negatif,Mot,
Dikankamaja,Rafraîchissement,3,Positif,Mot,
Dikanyina,Menace,-6,Negatif,Mot,
Dikasa,Piège,-3,Positif,Mot,
Dikatshi,Rayon,2,Positif,Mot,
Dikelemesha,Égalité,4,Positif,Mot,
Dikema,Étonnement,-2,Positif,Mot,
Dikenga,Misère,-8,Negatif,Mot,
Dikenga,Tribulation,-7,Negatif,Mot,
Dikenga (dikole),Détresse,-7,Negatif,Mot,
Dikenga dia bintu,Privation,-6,Negatif,Mot,
Dikengeshibua,Oppression,-8,Negatif,Mot,
Dikenke,Éclat,3,Positif,Mot,
Dikima,Assuranc,4,Positif,Mot,
Dikisha,Repos,3,Positif,Mot,
Dikolesha,Exhortation,2,Positif,Mot,
Dikonka,Question,0,Neutre,Mot,
Dikuatshisha,Profit,4,Positif,Mot,
Dikuatshishangana,Fournissement,3,Positif,Mot,
Dikudimuka,Variation,-1,Positif,Mot,
Dikudimuna,Changement,1,Positif,Mot,
Dikudimuna dia mutshima,Repentance,4,Positif,Mot,
"Dikuma dia mutshima bipeta mu
njila mibi",Avide d'un gain honteux,-7,Negatif,Mot,
Dikuma dia mutshima ku biuma,Avarice,-6,Negatif,Mot,
Dikumbana,Accomplissement ,5,Positif,Mot,
Dikumi,Dix,0,Neutre,Mot,
Dikumi ne binayi,Quatorze,0,Neutre,Mot,
Dikumi ne ibidi,Douze,0,Neutre,Mot,
Dikumi ne itanu,Quinze,0,Neutre,Mot,
Dikumi ne muanda mukulu,Dix-huit,0,Neutre,Mot,
Dikumi ne umue,Onzième,0,Neutre,Nombre,
Dikunji,Colonne,0,Neutre,Mot,
Dikunyibua,Implanté,2,Positif,Mot,
Dikunza,Roux,0,Neutre,Mot,
Dikuta,Monnaie,0,Neutre,Mot,
Dikuta dikese,Sou,0,Neutre,Mot,
Diledibua kua tshiakabidi,Régénération,5,Positif,Mot,
Dileja dia mampa,Propositions des pains,2,Positif,Mot,
Dileja tshilema,Reproche,-4,Negatif,Mot,
"Dilelela, tshidi tshia kueyemenyibua",Certain,2,Positif,Mot,
Dilengeja,Purification,4,Positif,Mot,
Dilengejibua,Perfection,5,Positif,Mot,
Dilengesha,Parure,3,Positif,Mot,
Dileta,Lettre,1,Neutre,Mot,
Diloba,Pêche,0,Neutre,Mot,
Dilobo,Port,0,Neutre,Mot,
Dilolo,Soir,0,Neutre,Mot,
Dilomba,Demande,0,Neutre,Mot,
"Dilondolola dia
ndelanganyi",Généalogie,2,Positif,Mot,
Dilonga,Bassin,0,Neutre,Mot,
Dilonga (dialabale),Plat,0,Neutre,Mot,
Dilongesha,Enseignement,4,Positif,Mot,
Dilongolola,Redressement,3,Positif,Mot,
Dilua,Arrivée,2,Positif,Mot,
Diluangana,Lutte,2,Positif,Mot,
Dilubakana,Embarras,-3,Negatif,Mot,
Dilulama,Droiture,5,Positif,Mot,
Dilumbuluisha,Jugement,1,Positif,Mot,
Dima,Argile,0,Neutre,Mot,
Dimanya,Savoir,4,Positif,Mot,
"Dimanya, lungenyi",Connaissance,4,Positif,Mot,
Dimanyisha,Information,3,Positif,Mot,
Dimiamina,Aspersion,1,Neutre,Mot,
Diminu,Semence,2,Positif,Mot,
Dimoma,Rouille,-3,Negatif,Mot,
Dimueneka,Apparition,3,Positif,Mot,
Dimuenesha,Démonstration,3,Positif,Mot,
Dina,Fosse,3,Positif,Mot,
Dina dia mayi,Fontaine,2,Positif,Mot,
Dinanga,Amour,6,Positif,Mot,
"Dinanga, Kusua (kuimpe)",Affection ,5,Positif,Mot,
Dinanukila,Persévérer,4,Positif,Mot,
Dinda,Matin,2,Positif,Mot,
Dinda,Point du jour,2,Positif,Mot,
Dinemekela,Révérence,4,Positif,Mot,
Dinkenke,Splendeur,5,Positif,Mot,
Dinowa,Moisson,3,Positif,Mot,
Dinu,Dent,0,Neutre,Mot,
Dinua,Boir,0,Neutre,Mot,
Dinunganyi,Rumeur,-3,Negatif,Mot,
Dinungu,Jointure,1,Neutre,Mot,
"Dinvuenkenya, Lupuishi",Poussière,2,Positif,Mot,
Dinyanguka,Corruption,-8,Negatif,Mot,
Dinyanguka dia moyo,Dissolution,-6,Negatif,Mot,
Dinyanguta,Avarie,-5,Negatif,Mot,
Dinyoka,Sentence,5,Positif,Mot,
Dinyunguluka,Tour,0,Neutre,Mot,
Diondoka,Profond,2,Positif,Mot,
Dipa,Don,5,Positif,Mot,
Dipa dia luse,Don de grâce,6,Positif,Mot,
Dipambuisha,Séduction,-6,Negatif,Mot,
Dipambuka,Égarement,-7,Negatif,Mot,
Dipandulula,Division,-4,Negatif,Mot,
Dipanga dia kudikanda,Sans voix,-6,Negatif,Verbe,
Dipanga dikuatshisha,Inutilité,-5,Negatif,Mot,
Dipanga dinyanguka,Incorruptibilité,6,Positif,Mot,
Dipangadija,Propos,0,Neutre,Mot,
Dipatuka,Sortie,0,Neutre,Mot,
Dipeta,Acquisition,3,Positif,Mot,
Dipetu,Mépris,-8,Negatif,Mot,
Dipikula,Rédemption,6,Positif,Mot,
Dipila,Se donner,-7,Negatif,Verbe,
"Dipingana, dipingaja",Retour,2,Positif,Mot,
Dipita (bukole),Victoire,6,Positif,Mot,
Dipumbisha,Obstacle,-3,Negatif,Mot,
Dipumbishibua,Absence,-2,Negatif,Mot,
Dipunga diyi,Consentement mutuel,4,Positif,Mot,
Dipungi,Fatigue ,-3,Negatif,Mot,
Dipuyakana,Respiration,2,Positif,Mot,
Disakidila,Gratitude,5,Positif,Mot,
Disalayi,Satellite,0,Neutre,Mot,
Disalayi dilami dia tshitudilu,Préfet du prétoire,0,Neutre,Mot,
Disama,Fléau,-8,Negatif,Mot,
Disama dia mashi apatuka,Flux,-2,Positif,Mot,
Disama dia mubidi kapia,Fièvre,-5,Negatif,Mot,
Disambakana,Rencontre,3,Positif,Mot,
Disambi,Consolation,4,Positif,Mot,
Disangisha,Rassemblement,2,Positif,Mot,
Disangisha dia bintu,Collecte,1,Neutre,Mot,
Disanka,Plaisir,6,Positif,Mot,
Disanka (dia dijidila dia ntempelo),Grande joie,5,Positif,Mot,
Disanka (ne),Joyeusement,4,Positif,Mot,
Disanka dia muoyo,Volupté,2,Positif,Mot,
Disanka dinene (ne),Transpor,0,Neutre,Mot,
Disele,Roseau,0,Neutre,Mot,
Disengelela; ditendekena,Supplication,3,Positif,Mot,
Dishima,Tromperie,-7,Negatif,Mot,
Dishimbuka,Ruine,-8,Negatif,Mot,
Dishiya,Rive,1,Neutre,Mot,
Disolayi,Soldat,2,Positif,Mot,
Disombuela,Vengeance,-6,Negatif,Mot,
Disoso,Déchirure,-4,Negatif,Mot,
Disu,Œil,1,Neutre,Mot,
Disu (disoso),Trou,-2,Positif,Mot,
Disua,Souhait,2,Positif,Mot,
Ditua (dia muele wa nvita),Tranchant ,2,Positif,Mot,
Ditua mikemu,Gémissement,-3,Negatif,Mot,
Dituaya,Tablier,0,Neutre,Mot,
Dituayi,Mouchoir,0,Neutre,Mot,
Ditubula,Pénétrant,1,Positif,Mot,
Dituku,Jour,2,Positif,Mot,
Dituku dia Diledibua,Anniversaire de naissance,3,Positif,Mot,
Dituku dia disanka,Fête,4,Positif,Mot,
"Dituku dia
Mukelenge",Jour du Seigneur,5,Positif,Mot,
Ditumbisha,Louange,6,Positif,Mot,
Ditumikila,Soumission,3,Positif,Mot,
Ditupakana,Ignorance,-5,Negatif,Mot,
Ditutu,Nuée,0,Neutre,Mot,
Diulu,Ciel,4,Positif,Mot,
Diumusha,Enlèvement,2,Positif,Mot,
Diumusha mu ditunga dia bantu kuya nabu mu ditunga dikuabu,Transportation,0,Neutre,Mot,
Diunvuika,Retentissant,2,Positif,Mot,
Divulangana,Débordement,5,Positif,Mot,
Divuluka,Souvenir,3,Positif,Mot,
Divundulula,Mouvement,0,Neutre,Mot,
Diya,Départ,0,Neutre,Mot,
Diyi,Voix,2,Positif,Verbe,
Diyi (diunvua),Message,3,Positif,Mot,
Diyi dimue,Accord,4,Positif,Mot,
Diyisha,Prédication,4,Positif,Mot,
Diyisha (meyi),Doctrine,3,Positif,Mot,
Diyoyi,Clameur,5,Positif,Mot,
Diyoyo,Crierie,-5,Negatif,Mot,
"Diyoyo, Disumpakana",Confusion,-6,Negatif,Mot,
Diyu,Œuf,0,Neutre,Mot,
"E (Bulelela
menemene)",Certes,0,Neutre,Mot,
Ekola,École,3,Positif,Mot,
"Eku ne eku
(Kutangadika)",Ça et là,0,Neutre,Mot,
Emeraude,Émeraude,2,Positif,Mot,
Epikuleo,Épicurien,5,Positif,Mot,
Esete,Orient,1,Neutre,Mot,
Etata,Ephphatha,5,Positif,Mot,
Kufila mulubu,Rapporter,1,Positif,Verbe,
Kufinda,Sombre,4,Positif,Verbe,
Kufinda kua Nvula,Orage,5,Positif,Verbe,
Kufua,Mourir,7,Positif,Verbe,
Kufua luse,Apaiser,6,Positif,Verbe,
Kufuana,Ressembler,9,Positif,Verbe,
Kufuangikija,Supposer,8,Positif,Verbe,
Kufuanyikija,Représenter,4,Positif,Verbe,
Kufuanyikila,Imagination,4,Positif,Verbe,
Kufubidisha,Sécher,9,Positif,Verbe,
Kufubila,Flétrir,9,Positif,Verbe,
Kufuilangana,Interdire,9,Positif,Verbe,
Kufuka,Créer,9,Positif,Verbe,
Kufuma,Revenir,8,Positif,Mot,
Kufuna (bulobo),Déchaîner,8,Positif,Mot,
Kufunafuna,Jactance,-1,Negatif,Mot,
Kufunda,Prescrire,7,Positif,Mot,
Kufunda,Rédiger,7,Positif,Verbe,
Kufunda,Inscrire,7,Positif,Mot,
Kufunda pa tshintu tshikole (dibue …),Graver,-1,Negatif,Mot,
"Kufunda, kusangisha",Composer,1,Positif,Mot,
Kufundisha,Enregistrer,1,Positif,Mot,
Kufuta,Payer,3,Positif,Mot,
Kufuta dibanza,Dépenser,4,Positif,Mot,
Kuiba,Dérober,5,Positif,Mot,
Kuibaka,Bâtir,-3,Negatif,Mot,
kuibakulula,Réédifier,6,Positif,Mot,
Kuidikija,Imiter,8,Positif,Verbe,
Kuidikisha,Départir,8,Positif,Mot,
Kuikala,Exister,9,Positif,Mot,
Kuikala (muaku wa pa muanda),Être,8,Positif,Mot,
Kuikala (muaku),Être,-3,Negatif,Mot,
Kuikala (mukumbane),Capable,1,Positif,Mot,
Kuikala mufue,Mort,9,Positif,Mot,
Kuikala munyokibue,Torturé,1,Positif,Mot,
Kuikala musungudibue diambedi,Préordonner,-9,Negatif,Mot,
Kuikala mutambibue,Vaincu ,-8,Negatif,Mot,
Kuikala mutshimunyi,Vainqueur ,3,Positif,Mot,
Kuikala ne (bukokeshi),Disposer ,2,Positif,Mot,
Kuikala ne bua,Devoir,6,Positif,Mot,
Kuikala ne dikima,Enhardir,5,Positif,Mot,
Kuikala ne Mukawu,Envieux ,8,Positif,Mot,
Kuikala ne musangu (ne tshikondo),Vaquer,9,Positif,Verbe,
Kuikala ne ntema,Attentif,1,Positif,Verbe,
Kuikala ne tshikondo,Loisir,-8,Negatif,Verbe,
Kuikalaku ku mubidi,Présence,4,Positif,Verbe,
Kuikalane muoyo,Vivre,5,Positif,Verbe,
Kuikisha,Récréer,9,Positif,Verbe,
Kuimana,Arrêter,-5,Negatif,Mot,
Kuimansha,Arracher,-8,Negatif,Mot,
Kuimanyika,Suspendre,3,Positif,Verbe,
Kuimanyika ku tshilumbuluidi,Traduire,4,Positif,Mot,
Kuimba,Chanter,6,Positif,Verbe,
Kuina mu mayi manene,Noyer,-5,Negatif,Verbe,
Kuinama,Baisser,7,Positif,Verbe,
Kuindila,Attendre,3,Positif,Verbe,
Kuinjidila,Renfermer,7,Positif,Verbe,
Kuinyika,Motmer,9,Positif,Verbe,
"Kuinyika (dina), kubikila",Appeler,1,Positif,Verbe,
Kuinyisha,Plonger,6,Positif,Mot,
Kuipata; kumusha,Chasser,1,Positif,Verbe,
Kuipatshila,Aborder,1,Positif,Verbe,
Kuipila,Déchausser,5,Positif,Verbe,
Kuita buatu,Ramer,-9,Negatif,Verbe,
Kuitabuja,Accepter,-9,Negatif,Verbe,
Kuitabuja (bualu),Affirmer,4,Positif,Mot,
"Kuitabuja, kuangata ku mudimu",Engager,-8,Negatif,Verbe,
Kuitabujibua,Acceptation,6,Positif,Verbe,
Kuitabusha,Pernicieux,2,Positif,Verbe,
Kuja,Danser,1,Positif,Verbe,
Kûja,Remplir,4,Positif,Verbe,
Kujadika,Approuver,5,Positif,Verbe,
Kujalama,Ferme,2,Positif,Verbe,
Kujana,Murmurer,1,Positif,Verbe,
Kujanguluka ,Tarder,3,Positif,Verbe,
Kujibika,Boucher ,3,Positif,Verbe,
Kujidila,Consacrer,2,Positif,Mot,
Kujika,Défaillir,3,Positif,Verbe,
Kujikija,Accomplir,4,Positif,Verbe,
Kujikuila,,1,Positif,Verbe,
Kujila kua bia kudia,Jeûner,-7,Negatif,Verbe,
Kujima,Éteindre,2,Positif,Verbe,
Kujimija,Abolition,1,Positif,Verbe,
Kujimika,Perle,1,Positif,Mot,
Kujimina,Effacer,1,Positif,Mot,
Kujingila,Bander,2,Positif,Mot,
Kujingila,Emmailloter,-5,Negatif,Verbe,
Kujinguluila,Expliquer,-9,Negatif,Verbe,
Kujingulula,Discerner,4,Positif,Verbe,
Kujula,Déraciner,4,Positif,Verbe,
Kujula diyoyo,Contester,4,Positif,Mot,
"Kukama, kuma",Tarir,4,Positif,Verbe,
Kukanda,Bride,4,Positif,Verbe,
Kukanda (Kakuyi),Empêchement,4,Positif,Verbe,
Kukandika,Enjoindre,4,Positif,Verbe,
Kukanga,Fermer,-2,Negatif,Verbe,
Kukangila,Enfermer,2,Positif,Verbe,
Kukanka,Frémir,2,Positif,Verbe,
Kukanyina,Menacer,2,Positif,Verbe,
Kukeba,Chercher,2,Positif,Verbe,
Kukeba ne lukunukunu,Rechercher,2,Positif,Verbe,
Kukebulula,Sonder,2,Positif,Verbe,
Kukema,Ému ,2,Positif,Verbe,
Kukemesha,Étonne,2,Positif,Verbe,
Kukenga,"Souffrir, Subir",-4,Negatif,Mot,
Kukenga (bikole),Cruellement,-4,Negatif,Mot,
"Kukengela, kuikala bikengela",Falloir,-4,Negatif,Mot,
Kukengesha,Dévaster,1,Positif,Mot,
Kukenka,Briller,4,Positif,Mot,
"Kukenka, kutema",Reluire,-2,Negatif,Verbe,
Kukenkesha,Illuminer,-3,Negatif,Mot,
Kukepesha,Abréger,1,Positif,Verbe,
Kukina,Horreu,-5,Negatif,Verbe,
Kukina (kuikala ne lukuna),Haïr,2,Positif,Mot,
Kukoka,Attirer,2,Positif,Verbe,
Kukoka,Tirer,2,Positif,Verbe,
Kukokela,Assujettir,2,Positif,Verbe,
Kukokesha,Alimenter,2,Positif,Mot,
Kukolesha,Affermir,-3,Negatif,Mot,
Kukolesha (mutshima),son cœur,6,Positif,Mot,
Kukolesha kua mutshima,Courage,3,Positif,Verbe,
Kukomba,Balayer,-9,Negatif,Mot,
Kukonka,Interroger,1,Positif,Verbe,
Kukonkangana,Entre-demander ,1,Positif,Mot,
Kukonya (binu),Ployer,1,Positif,Verbe,
Kukonyangaja,Tordre,1,Positif,Mot,
Kukosa,Couper,-1,Negatif,Mot,
Kukosa mutu,Décapiter,2,Positif,Mot,
Kukosa ne nsele,Scier,4,Positif,Mot,
Kukoyobuka,Dévoyer,4,Positif,Mot,
Kukuabu,Ailleurs,4,Positif,Verbe,
Kukuamba,Rapporter,4,Positif,Verbe,
Kukuata,Imposer,4,Positif,Verbe,
Kukuata mudimu,Administrer,4,Positif,Verbe,
Kukuatshika,Enivrer,-3,Negatif,Verbe,
Kukuatshika ne (… buowa),Emparer ,4,Positif,Verbe,
Kukuatshisha,Aider,-2,Negatif,Verbe,
Kukuatshisha (ne bintu),Kukuatshisha ,-1,Negatif,Verbe,
Kukuatshisha ku didiunda,Contribuer à l'avancement,-6,Negatif,Verbe,
Kukuba,Épargner,2,Positif,Verbe,
Kukudika,Pendre,2,Positif,Verbe,
Kukudimuka,Convertir,2,Positif,Verbe,
Kukudimuna,Changer,2,Positif,Verbe,
Kukudimuna kua mutshima,Conversion,-1,Negatif,Verbe,
Kukuila,Hommage,5,Positif,Verbe,
Kukukuila,Adorer,6,Positif,Verbe,
Kukulakaja,Kukulakaja,2,Positif,Verbe,
Kukuma,Châtier,1,Positif,Verbe,
Kukuma dikasa ku,Heurter,-2,Negatif,Verbe,
Kukuma ku mutshi mutshiamakane,Crucifier,3,Positif,Verbe,
Kukuma mutshima,Convoiter,2,Positif,Verbe,
Kukumbaja,Compléter,4,Positif,Verbe,
"Kukumbaja, kuwuja",Abonder,4,Positif,Mot,
Kukumbana,Suffisant,4,Positif,Mot,
Kukumbana ba bungi,Multiplier,4,Positif,Verbe,
Kukumbanyina,Mériter,4,Positif,Verbe,
Kukuna,Planter,4,Positif,Verbe,
Kukungija,Ramasser,4,Positif,Verbe,
Kukungula,Rugir,4,Positif,Verbe,
Kukuobamisha,Courber,4,Positif,Verbe,
Kukupa,Lancer,4,Positif,Mot,
Kukupa mutu,Hocher,4,Positif,Verbe,
Kukupula,Essuyer,4,Positif,Verbe,
Kukuta (ku meyi …),Surprendre,4,Positif,Verbe,
Kukutshisha,Rassasier,4,Positif,Verbe,
Kûla,"Emplir, Enfler",-7,Negatif,Mot,
Kula diyi bikole,Écrier ,-5,Negatif,Verbe,
Kûla kua musulu,Inondation,4,Positif,Verbe,
Kulaba,Embaumer,4,Positif,Verbe,
Kulaba manyi,Oindre,4,Positif,Verbe,
Kulabula,Goûter,4,Positif,Verbe,
Kulaka,Lécher,4,Positif,Verbe,
Kulala,Coucher,4,Positif,Mot,
Kuloka,Pleuvoir,4,Positif,Verbe,
"Kulala, kuladika",Loger,4,Positif,Verbe,
Kulama,Conservation,4,Positif,Verbe,
"Kulama, kushiya",Réserver,4,Positif,Mot,
Kulamakaja,Unir,4,Positif,Verbe,
Kulamakajibua,Participation,4,Positif,Verbe,
Kulamata,Dépendre,4,Positif,Verbe,
Kulambuisha,Percevoir,4,Positif,Verbe,
Kulambula,Sacrifier,4,Positif,Verbe,
Kulamika ditamba dia mutshi,Enter,4,Positif,Verbe,
Kulaya,Ajourner,-5,Negatif,Verbe,
Kulayidila,Excuser,3,Positif,Verbe,
Kule (udi),Éloigné,3,Positif,Verbe,
Kuledibua,Naissance,3,Positif,Verbe,
Kuledibua kua tshiakabidi,Naître de nouveau,3,Positif,Verbe,
Kuleja,Indiquer,3,Positif,Verbe,
Kuleja tshilema,Reprocher,3,Positif,Verbe,
Kulekela,Abandon,3,Positif,Verbe,
Kulekelela,Acquitter,3,Positif,Verbe,
Kulekelela muntu bubi,Pardonner,-3,Negatif,Verbe,
Kulela,Accoucher,-4,Negatif,Verbe,
Kulelela tshia kabidi,Régénérer,4,Positif,Verbe,
Kulenduisha,Scandaliser,4,Positif,Verbe,
Kulenduka,Broncher,-2,Negatif,Verbe,
Kulenga,Toucher,5,Positif,Verbe,
Kulengeja,Orner,5,Positif,Verbe,
Kulengeja tshishiki,Perfidie,-6,Negatif,Verbe,
Kulengeja,Sanctifier,3,Positif,Verbe,
Kulengejibua,Perfectionnement,3,Positif,Verbe,
Kulengulula,Négliger,-5,Negatif,Mot,
Kulepa,Stature,7,Positif,Mot,
Kulepesha,Prolonger,7,Positif,Mot,
Kulesha,Présenter,7,Positif,Verbe,
Kuloba,Pêcher,7,Positif,Mot,
Nsumuinu ya malua a patupu,Fable,2,Positif,Mot,
Mpala,Face,0,Neutre,Mot,
Muena tshinyangu,Fâcheux,-6,Negatif,Mot,
Butekete,Facile,4,Positif,Mot,
Mushindu,Façon,0,Neutre,Mot,
Mutekete,Faible,-4,Negatif,Mot,
Butekete,Faiblesse,-5,Negatif,Mot,
Kulenduka,Faillir,-7,Negatif,Verbe,
Nzala,Faim,-3,Negatif,Mot,
Kuenza,Faire,1,Positif,Verbe,
Kunfila,Faire la conduite,-2,Negatif,Mot,
Muenji,Faiseur,0,Neutre,Mot,
Bienzedi,Fait,2,Positif,Mot,
Musonga,Faîte,1,Positif,Mot,
Mudiimu,Faix,-5,Negatif,Mot,
Kukengela,Falloir,0,Neutre,Verbe,
Kudinga,Falsifier,-7,Negatif,Verbe,
Wa lumu,Fameux,5,Positif,Mot,
Tshiyole,Famine,-9,Très Negatif,Mot,
Mukishi,Fantôme,-3,Negatif,Mot,
Bijitu,Fardeau,-6,Negatif,Mot,
Bukula,Farine,2,Positif,Mot,
Dipungi,Fatigue,-4,Negatif,Mot,
Kupungila,Fatiguer,-5,Negatif,Verbe,
Muele,Faucille,0,Neutre,Mot,
